county,precinct,office,district,party,candidate,early_voting,election_day,votes
Real,1,U.S. House,21,,Chip Roy,183,100,283
Real,1,U.S. House,21,,Claudia Andreana Zapata,34,22,56
Real,2,U.S. House,21,,Chip Roy,272,120,392
Real,2,U.S. House,21,,Claudia Andreana Zapata,26,14,40
Real,3,U.S. House,21,,Chip Roy,158,138,296
Real,3,U.S. House,21,,Claudia Andreana Zapata,40,29,69
Real,4,U.S. House,21,,Chip Roy,61,43,104
Real,4,U.S. House,21,,Claudia Andreana Zapata,4,4,8
Real,5,U.S. House,21,,Chip Roy,193,75,268
Real,5,U.S. House,21,,Claudia Andreana Zapata,36,4,40
Real,1,Railroad Commissioner,,,Hunter Wayne Crow,4,3,7
Real,1,Railroad Commissioner,,,Jaime Andres Diez,4,4,8
Real,1,Railroad Commissioner,,,Luke Warford,32,16,48
Real,1,Railroad Commissioner,,,Wayne Christian,174,41,215
Real,2,Railroad Commissioner,,,Hunter Wayne Crow,1,2,3
Real,2,Railroad Commissioner,,,Jaime Andres Diez,5,3,8
Real,2,Railroad Commissioner,,,Luke Warford,24,13,37
Real,2,Railroad Commissioner,,,Wayne Christian,265,114,379
Real,3,Railroad Commissioner,,,Hunter Wayne Crow,0,0,0
Real,3,Railroad Commissioner,,,Jaime Andres Diez,1,7,8
Real,3,Railroad Commissioner,,,Luke Warford,38,25,63
Real,3,Railroad Commissioner,,,Wayne Christian,156,132,288
Real,4,Railroad Commissioner,,,Hunter Wayne Crow,0,1,1
Real,4,Railroad Commissioner,,,Jaime Andres Diez,4,3,7
Real,4,Railroad Commissioner,,,Luke Warford,5,3,8
Real,4,Railroad Commissioner,,,Wayne Christian,60,,60
Real,5,Railroad Commissioner,,,Hunter Wayne Crow,1,1,2
Real,5,Railroad Commissioner,,,Jaime Andres Diez,8,2,10
Real,5,Railroad Commissioner,,,Luke Warford,34,3,37
Real,5,Railroad Commissioner,,,Wayne Christian,184,72,256
Real,1,Commissioner Of The General Land Office,,,Alfred Molison Jr,3,2,5
Real,1,Commissioner Of The General Land Office,,,Carrie Evelyn Menger,0,0,0
Real,1,Commissioner Of The General Land Office,,,Dawn Buckingham,177,94,271
Real,1,Commissioner Of The General Land Office,,,Jay Kleberg,32,22,54
Real,2,Commissioner Of The General Land Office,,,Alfred Molison Jr,2,2,4
Real,2,Commissioner Of The General Land Office,,,Carrie Evelyn Menger,0,0,0
Real,2,Commissioner Of The General Land Office,,,Dawn Buckingham,265,117,382
Real,2,Commissioner Of The General Land Office,,,Jay Kleberg,26,15,41
Real,3,Commissioner Of The General Land Office,,,Alfred Molison Jr,1,1,2
Real,3,Commissioner Of The General Land Office,,,Carrie Evelyn Menger,1,0,1
Real,3,Commissioner Of The General Land Office,,,Dawn Buckingham,155,136,291
Real,3,Commissioner Of The General Land Office,,,Jay Kleberg,39,29,68
Real,4,Commissioner Of The General Land Office,,,Alfred Molison Jr,0,2,2
Real,4,Commissioner Of The General Land Office,,,Carrie Evelyn Menger,0,0,0
Real,4,Commissioner Of The General Land Office,,,Dawn Buckingham,62,40,102
Real,4,Commissioner Of The General Land Office,,,Jay Kleberg,0,4,4
Real,5,Commissioner Of The General Land Office,,,Alfred Molison Jr,2,0,2
Real,5,Commissioner Of The General Land Office,,,Carrie Evelyn Menger,1,0,1
Real,5,Commissioner Of The General Land Office,,,Dawn Buckingham,188,72,260
Real,5,Commissioner Of The General Land Office,,,Jay Kleberg,37,5,42
Real,1,Justice Supreme Court Place 5,,,Amanda Reichek,29,21,50
Real,1,Justice Supreme Court Place 5,,,Rebeca Huddle,184,96,280
Real,2,Justice Supreme Court Place 5,,,Amanda Reichek,28,17,45
Real,2,Justice Supreme Court Place 5,,,Rebeca Huddle,265,115,380
Real,3,Justice Supreme Court Place 5,,,Amanda Reichek,38,31,69
Real,3,Justice Supreme Court Place 5,,,Rebeca Huddle,159,133,292
Real,4,Justice Supreme Court Place 5,,,Amanda Reichek,5,7,12
Real,4,Justice Supreme Court Place 5,,,Rebeca Huddle,60,41,101
Real,5,Justice Supreme Court Place 5,,,Amanda Reichek,38,5,43
Real,5,Justice Supreme Court Place 5,,,Rebeca Huddle,189,71,260
Real,1,Member State Board Of Education District 1,,,Melissa N. Ortega,35,22,57
Real,1,Member State Board Of Education District 1,,,"Michael """"Travis"""" Stevens",177,97,274
Real,2,Member State Board Of Education District 1,,,Melissa N. Ortega,26,15,41
Real,2,Member State Board Of Education District 1,,,"Michael """"Travis"""" Stevens",266,116,382
Real,3,Member State Board Of Education District 1,,,Melissa N. Ortega,38,30,68
Real,3,Member State Board Of Education District 1,,,"Michael """"Travis"""" Stevens",159,136,295
Real,4,Member State Board Of Education District 1,,,Melissa N. Ortega,4,4,8
Real,4,Member State Board Of Education District 1,,,"Michael """"Travis"""" Stevens",60,41,101
Real,5,Member State Board Of Education District 1,,,Melissa N. Ortega,34,5,39
Real,5,Member State Board Of Education District 1,,,"Michael """"Travis"""" Stevens",192,73,265
Real,1,Justice 4 Th Court Of Appeals District Place 6,,,Irene Rios,32,20,52
Real,1,Justice 4 Th Court Of Appeals District Place 6,,,Todd Mccray,177,98,275
Real,2,Justice 4 Th Court Of Appeals District Place 6,,,Irene Rios,25,16,41
Real,2,Justice 4 Th Court Of Appeals District Place 6,,,Todd Mccray,266,117,383
Real,3,Justice 4 Th Court Of Appeals District Place 6,,,Irene Rios,39,29,68
Real,3,Justice 4 Th Court Of Appeals District Place 6,,,Todd Mccray,159,138,297
Real,4,Justice 4 Th Court Of Appeals District Place 6,,,Irene Rios,5,,5
Real,4,Justice 4 Th Court Of Appeals District Place 6,,,Todd Mccray,59,42,101
Real,5,Justice 4 Th Court Of Appeals District Place 6,,,Irene Rios,37,5,42
Real,5,Justice 4 Th Court Of Appeals District Place 6,,,Todd Mccray,190,73,263
Real,1,Justice Supreme Court Place 3,,,Debra Lehrmann,176,96,272
Real,1,Justice Supreme Court Place 3,,,Erin A. Nowell,31,22,53
Real,1,Justice Supreme Court Place 3,,,Thomas Edward Oxford,4,1,5
Real,2,Justice Supreme Court Place 3,,,Debra Lehrmann,265,110,375
Real,2,Justice Supreme Court Place 3,,,Erin A. Nowell,25,18,43
Real,2,Justice Supreme Court Place 3,,,Thomas Edward Oxford,3,5,8
Real,3,Justice Supreme Court Place 3,,,Debra Lehrmann,158,136,294
Real,3,Justice Supreme Court Place 3,,,Erin A. Nowell,38,28,66
Real,3,Justice Supreme Court Place 3,,,Thomas Edward Oxford,1,3,4
Real,4,Justice Supreme Court Place 3,,,Debra Lehrmann,61,41,102
Real,4,Justice Supreme Court Place 3,,,Erin A. Nowell,5,3,8
Real,4,Justice Supreme Court Place 3,,,Thomas Edward Oxford,0,4,4
Real,5,Justice Supreme Court Place 3,,,Debra Lehrmann,191,70,261
Real,5,Justice Supreme Court Place 3,,,Erin A. Nowell,33,4,37
Real,5,Justice Supreme Court Place 3,,,Thomas Edward Oxford,3,2,5
Real,1,State Representative,53,,Andrew S. Murr,182,105,287
Real,1,State Representative,53,,Joe P. Herrera,30,17,47
Real,2,State Representative,53,,Andrew S. Murr,268,117,385
Real,2,State Representative,53,,Joe P. Herrera,25,18,43
Real,3,State Representative,53,,Andrew S. Murr,160,138,298
Real,3,State Representative,53,,Joe P. Herrera,36,31,67
Real,4,State Representative,53,,Andrew S. Murr,62,40,102
Real,4,State Representative,53,,Joe P. Herrera,4,8,12
Real,5,State Representative,53,,Andrew S. Murr,189,72,261
Real,5,State Representative,53,,Joe P. Herrera,35,5,40
Real,1,Justice 4 Th Court Of Appeals District Place 7,,,Lori I. Valenzuela,179,98,277
Real,1,Justice 4 Th Court Of Appeals District Place 7,,,"Rebecca """"Beckie"""" Palomo",33,19,52
Real,2,Justice 4 Th Court Of Appeals District Place 7,,,Lori I. Valenzuela,264,115,379
Real,2,Justice 4 Th Court Of Appeals District Place 7,,,"Rebecca """"Beckie"""" Palomo",26,17,43
Real,3,Justice 4 Th Court Of Appeals District Place 7,,,Lori I. Valenzuela,159,136,295
Real,3,Justice 4 Th Court Of Appeals District Place 7,,,"Rebecca """"Beckie"""" Palomo",38,31,69
Real,4,Justice 4 Th Court Of Appeals District Place 7,,,Lori I. Valenzuela,60,43,103
Real,4,Justice 4 Th Court Of Appeals District Place 7,,,"Rebecca """"Beckie"""" Palomo",4,5,9
Real,5,Justice 4 Th Court Of Appeals District Place 7,,,Lori I. Valenzuela,191,73,264
Real,5,Justice 4 Th Court Of Appeals District Place 7,,,"Rebecca """"Beckie"""" Palomo",35,5,40
Real,1,Commissioner Of Agriculture,,,Sid Miller,185,103,288
Real,1,Commissioner Of Agriculture,,,Susan Hays,28,18,46
Real,2,Commissioner Of Agriculture,,,Sid Miller,267,119,386
Real,2,Commissioner Of Agriculture,,,Susan Hays,27,14,41
Real,3,Commissioner Of Agriculture,,,Sid Miller,159,135,294
Real,3,Commissioner Of Agriculture,,,Susan Hays,37,32,69
Real,4,Commissioner Of Agriculture,,,Sid Miller,60,42,102
Real,4,Commissioner Of Agriculture,,,Susan Hays,5,6,11
Real,5,Commissioner Of Agriculture,,,Sid Miller,191,74,265
Real,5,Commissioner Of Agriculture,,,Susan Hays,38,5,43
Real,1,Justice Supreme Court Place 9,,,Evan Young,178,95,273
Real,1,Justice Supreme Court Place 9,,,Julia Maldonado,35,22,57
Real,2,Justice Supreme Court Place 9,,,Evan Young,267,116,383
Real,2,Justice Supreme Court Place 9,,,Julia Maldonado,25,17,42
Real,3,Justice Supreme Court Place 9,,,Evan Young,159,131,290
Real,3,Justice Supreme Court Place 9,,,Julia Maldonado,39,34,73
