county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Bee,1,U.S. House,27,REP,Michael Cloud,606,387,207,12
Bee,1,U.S. House,27,DEM,Maclovio Perez Jr.,318,217,101,0
Bee,1,Governor,,REP,Greg Abbott,620,400,220,0
Bee,1,Governor,,DEM,Beto O'Rourke,280,198,82,0
Bee,1,Governor,,LIB,Mark Tippetts,8,4,4,0
Bee,1,Governor,,GRN,Delilah Barrios,6,5,1,0
Bee,1,Governor,,,Jacqueline Abernathy,0,0,0,0
Bee,1,Governor,,,Mark V Goloby,0,0,0,0
Bee,1,Governor,,,Rejected write-ins,0,0,0,0
Bee,1,Governor,,,Unassigned write-ins,0,0,0,0
Bee,1,Lieutenant Governor,,REP,Dan Patrick,608,389,219,0
Bee,1,Lieutenant Governor,,DEM,Mike Collier,286,207,79,0
Bee,1,Lieutenant Governor,,LIB,Shanna Steele,18,7,11,0
Bee,1,Attorney General,,REP,Ken Paxton,599,388,211,0
Bee,1,Attorney General,,DEM,Rochelle Mercedes Garza,300,213,87,0
Bee,1,Attorney General,,LIB,Mark Ash,15,5,10,0
Bee,1,Comptroller of Public Accounts,,REP,Glenn Hegar,615,394,221,0
Bee,1,Comptroller of Public Accounts,,DEM,Janet T. Dudding,269,195,74,0
Bee,1,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,20,13,7,0
Bee,1,Commissioner of the General Land Office,,REP,Dawn Buckingham,587,377,210,0
Bee,1,Commissioner of the General Land Office,,DEM,Jay Kleberg,305,216,89,0
Bee,1,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr.",10,6,4,0
Bee,1,Commissioner of the General Land Office,,,Carrie Evelyn Menger,0,0,0,0
Bee,1,Commissioner of the General Land Office,,,Rejected write-ins,0,0,0,0
Bee,1,Commissioner of the General Land Office,,,Unassigned write-ins,1,1,0,0
Bee,1,Commissioner of Agriculture,,REP,Sid Miller,614,393,221,0
Bee,1,Commissioner of Agriculture,,DEM,Susan Hays,295,210,85,0
Bee,1,Railroad Commissioner,,REP,Wayne Christian,600,382,218,0
Bee,1,Railroad Commissioner,,DEM,Luke Warford,268,192,76,0
Bee,1,Railroad Commissioner,,LIB,Jaime Andres Diez,27,16,11,0
Bee,1,Railroad Commissioner,,GRN,Hunter Wayne Crow,11,10,1,0
Bee,1,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,603,390,213,0
Bee,1,"Justice, Supreme Court, Place 3",,DEM,Erin A. Nowell,286,203,83,0
Bee,1,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,12,7,5,0
Bee,1,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,619,400,219,0
Bee,1,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,286,200,86,0
Bee,1,"Justice, Supreme Court, Place 9",,REP,Evan Young,595,378,217,0
Bee,1,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,306,218,88,0
Bee,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,610,390,220,0
Bee,1,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,296,207,89,0
Bee,1,"Judge, Court of Criminal Appeals, Place 6",,REP,Jesse F. McClure III,610,388,222,0
Bee,1,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,291,207,84,0
Bee,1,"Member, State Board of Education, District No. 3",,REP,Ken Morrow,600,384,216,0
