county,precinct,office,district,party,candidate,votes,early_voting,absentee,election_day
Bell,105,Ballots Cast,,,,929,372,23,534
Bell,106,Ballots Cast,,,,1330,792,61,477
Bell,107,Ballots Cast,,,,283,102,9,172
Bell,108,Ballots Cast,,,,1003,401,37,565
Bell,109,Ballots Cast,,,,858,518,57,283
Bell,110,Ballots Cast,,,,281,112,45,124
Bell,111,Ballots Cast,,,,1998,1345,70,583
Bell,113,Ballots Cast,,,,1729,1156,81,492
Bell,114,Ballots Cast,,,,1189,645,36,508
Bell,115,Ballots Cast,,,,2638,1761,116,761
Bell,116,Ballots Cast,,,,493,314,18,161
Bell,117,Ballots Cast,,,,0,0,0,0
Bell,201,Ballots Cast,,,,1232,786,68,378
Bell,202,Ballots Cast,,,,1772,1227,71,474
Bell,203,Ballots Cast,,,,2567,1940,66,561
Bell,204,Ballots Cast,,,,446,266,30,150
Bell,205,Ballots Cast,,,,1561,988,108,465
Bell,206,Ballots Cast,,,,1090,734,41,315
Bell,207,Ballots Cast,,,,989,585,46,358
Bell,208,Ballots Cast,,,,1715,1144,88,483
Bell,209,Ballots Cast,,,,1687,1227,43,417
Bell,210,Ballots Cast,,,,1889,1224,61,604
Bell,211,Ballots Cast,,,,447,301,20,126
Bell,212,Ballots Cast,,,,593,431,25,137
Bell,213,Ballots Cast,,,,2913,2209,80,624
Bell,214,Ballots Cast,,,,1718,1057,59,602
Bell,215,Ballots Cast,,,,2052,1411,87,554
Bell,216,Ballots Cast,,,,1424,1048,66,310
Bell,301,Ballots Cast,,,,2199,917,58,1224
Bell,302,Ballots Cast,,,,1992,1124,111,757
Bell,303,Ballots Cast,,,,2229,1290,122,817
Bell,304,Ballots Cast,,,,185,80,6,99
Bell,305,Ballots Cast,,,,1105,655,83,367
Bell,306,Ballots Cast,,,,1127,590,108,429
Bell,307,Ballots Cast,,,,917,498,63,356
Bell,308,Ballots Cast,,,,1709,1004,113,592
Bell,309,Ballots Cast,,,,782,383,33,366
Bell,310,Ballots Cast,,,,339,98,11,230
Bell,311,Ballots Cast,,,,1877,943,77,857
Bell,312,Ballots Cast,,,,1142,492,33,617
Bell,313,Ballots Cast,,,,2480,1562,201,717
Bell,314,Ballots Cast,,,,1126,654,62,410
Bell,315,Ballots Cast,,,,2109,1173,46,890
Bell,317,Ballots Cast,,,,2882,1787,167,928
Bell,318,Ballots Cast,,,,2272,1439,79,754
Bell,401,Ballots Cast,,,,1435,691,57,687
Bell,402,Ballots Cast,,,,1932,1210,71,651
Bell,404,Ballots Cast,,,,1026,615,47,364
Bell,405,Ballots Cast,,,,1431,824,35,572
Bell,406,Ballots Cast,,,,950,617,47,286
Bell,408,Ballots Cast,,,,1743,1101,70,572
Bell,409,Ballots Cast,,,,991,663,29,299
Bell,410,Ballots Cast,,,,613,328,28,257
Bell,412,Ballots Cast,,,,1241,832,74,335
Bell,413,Ballots Cast,,,,1324,754,38,532
Bell,414,Ballots Cast,,,,1129,673,44,412
Bell,415,Ballots Cast,,,,914,576,56,282
Bell,419,Ballots Cast,,,,623,390,18,215
Bell,106,U.S. House,11,REP,August Pfluger,722,410,20,292
Bell,109,U.S. House,11,REP,August Pfluger,474,289,18,167
Bell,116,U.S. House,11,REP,August Pfluger,270,168,4,98
Bell,117,U.S. House,11,REP,August Pfluger,0,0,0,0
Bell,204,U.S. House,11,REP,August Pfluger,237,143,8,86
Bell,205,U.S. House,11,REP,August Pfluger,782,467,43,272
Bell,206,U.S. House,11,REP,August Pfluger,644,421,20,203
Bell,207,U.S. House,11,REP,August Pfluger,532,304,12,216
Bell,208,U.S. House,11,REP,August Pfluger,920,595,29,296
Bell,209,U.S. House,11,REP,August Pfluger,1045,725,19,301
Bell,210,U.S. House,11,REP,August Pfluger,1102,683,24,395
Bell,211,U.S. House,11,REP,August Pfluger,292,198,16,78
Bell,214,U.S. House,11,REP,August Pfluger,1167,705,26,436
Bell,215,U.S. House,11,REP,August Pfluger,1253,830,44,379
Bell,401,U.S. House,11,REP,August Pfluger,996,432,31,533
Bell,402,U.S. House,11,REP,August Pfluger,1230,734,32,464
Bell,404,U.S. House,11,REP,August Pfluger,562,304,17,241
Bell,405,U.S. House,11,REP,August Pfluger,736,393,10,333
Bell,406,U.S. House,11,REP,August Pfluger,581,388,17,176
Bell,408,U.S. House,11,REP,August Pfluger,995,613,29,353
Bell,409,U.S. House,11,REP,August Pfluger,620,392,20,208
Bell,410,U.S. House,11,REP,August Pfluger,325,166,9,150
Bell,412,U.S. House,11,REP,August Pfluger,649,419,24,206
Bell,413,U.S. House,11,REP,August Pfluger,797,442,14,341
Bell,414,U.S. House,11,REP,August Pfluger,549,300,16,233
Bell,415,U.S. House,11,REP,August Pfluger,519,333,11,175
Bell,419,U.S. House,11,REP,August Pfluger,510,306,11,193
Bell,101,U.S. House,31,REP,John Carter,2979,2022,138,819
Bell,102,U.S. House,31,REP,John Carter,1133,738,55,340
Bell,103,U.S. House,31,REP,John Carter,1847,1150,46,651
Bell,104,U.S. House,31,REP,John Carter,1766,1011,55,700
Bell,105,U.S. House,31,REP,John Carter,803,313,15,475
Bell,107,U.S. House,31,REP,John Carter,222,89,6,127
Bell,108,U.S. House,31,REP,John Carter,896,358,27,511
Bell,110,U.S. House,31,REP,John Carter,184,68,22,94
Bell,111,U.S. House,31,REP,John Carter,1448,967,41,440
Bell,113,U.S. House,31,REP,John Carter,1373,923,52,398
Bell,114,U.S. House,31,REP,John Carter,888,467,21,400
Bell,115,U.S. House,31,REP,John Carter,2125,1413,74,638
Bell,201,U.S. House,31,REP,John Carter,836,532,43,261
Bell,202,U.S. House,31,REP,John Carter,1283,865,48,370
Bell,203,U.S. House,31,REP,John Carter,2193,1664,38,491
Bell,212,U.S. House,31,REP,John Carter,454,329,15,110
Bell,213,U.S. House,31,REP,John Carter,2456,1864,49,543
Bell,216,U.S. House,31,REP,John Carter,996,731,41,224
Bell,301,U.S. House,31,REP,John Carter,1941,791,40,1110
Bell,302,U.S. House,31,REP,John Carter,1401,767,68,566
Bell,303,U.S. House,31,REP,John Carter,1512,852,68,592
Bell,304,U.S. House,31,REP,John Carter,166,74,2,90
Bell,305,U.S. House,31,REP,John Carter,868,508,55,305
Bell,306,U.S. House,31,REP,John Carter,694,339,64,291
Bell,307,U.S. House,31,REP,John Carter,468,248,16,204
Bell,308,U.S. House,31,REP,John Carter,1240,693,70,477
Bell,309,U.S. House,31,REP,John Carter,666,318,21,327
Bell,310,U.S. House,31,REP,John Carter,297,86,9,202
Bell,311,U.S. House,31,REP,John Carter,1644,809,54,781
Bell,312,U.S. House,31,REP,John Carter,1003,438,20,545
Bell,313,U.S. House,31,REP,John Carter,1869,1214,107,548
Bell,314,U.S. House,31,REP,John Carter,783,441,40,302
Bell,315,U.S. House,31,REP,John Carter,1591,872,24,695
Bell,317,U.S. House,31,REP,John Carter,2207,1331,115,761
Bell,318,U.S. House,31,REP,John Carter,1770,1125,44,601
Bell,101,Governor,,REP,Greg Abbott,2732,1894,126,712
Bell,102,Governor,,REP,Greg Abbott,1033,671,52,310
Bell,103,Governor,,REP,Greg Abbott,1589,1018,41,530
Bell,104,Governor,,REP,Greg Abbott,1670,969,54,647
Bell,105,Governor,,REP,Greg Abbott,775,305,15,455
Bell,106,Governor,,REP,Greg Abbott,479,267,18,194
Bell,107,Governor,,REP,Greg Abbott,217,86,5,126
Bell,108,Governor,,REP,Greg Abbott,876,351,28,497
Bell,109,Governor,,REP,Greg Abbott,343,213,18,112
Bell,110,Governor,,REP,Greg Abbott,153,61,22,70
Bell,111,Governor,,REP,Greg Abbott,1180,808,38,334
Bell,113,Governor,,REP,Greg Abbott,1237,841,46,350
Bell,114,Governor,,REP,Greg Abbott,765,401,20,344
Bell,115,Governor,,REP,Greg Abbott,1896,1280,66,550
Bell,116,Governor,,REP,Greg Abbott,181,102,3,76
Bell,117,Governor,,REP,Greg Abbott,0,0,0,0
Bell,201,Governor,,REP,Greg Abbott,651,422,31,198
Bell,202,Governor,,REP,Greg Abbott,984,687,38,259
Bell,203,Governor,,REP,Greg Abbott,2056,1590,34,432
Bell,204,Governor,,REP,Greg Abbott,169,111,6,52
Bell,205,Governor,,REP,Greg Abbott,566,347,38,181
Bell,206,Governor,,REP,Greg Abbott,415,272,22,121
Bell,207,Governor,,REP,Greg Abbott,333,191,8,134
Bell,208,Governor,,REP,Greg Abbott,615,401,26,188
Bell,209,Governor,,REP,Greg Abbott,728,492,17,219
Bell,210,Governor,,REP,Greg Abbott,642,406,20,216
Bell,211,Governor,,REP,Greg Abbott,237,159,12,66
Bell,212,Governor,,REP,Greg Abbott,390,277,15,98
Bell,213,Governor,,REP,Greg Abbott,2364,1792,51,521
Bell,214,Governor,,REP,Greg Abbott,873,525,27,321
Bell,215,Governor,,REP,Greg Abbott,859,571,40,248
Bell,216,Governor,,REP,Greg Abbott,796,580,41,175
Bell,301,Governor,,REP,Greg Abbott,1839,742,43,1054
Bell,302,Governor,,REP,Greg Abbott,1204,681,57,466
Bell,303,Governor,,REP,Greg Abbott,1255,708,64,483
Bell,304,Governor,,REP,Greg Abbott,152,67,1,84
Bell,305,Governor,,REP,Greg Abbott,792,471,55,266
Bell,306,Governor,,REP,Greg Abbott,532,258,58,216
Bell,307,Governor,,REP,Greg Abbott,314,165,10,139
Bell,308,Governor,,REP,Greg Abbott,1012,563,68,381
Bell,309,Governor,,REP,Greg Abbott,666,321,21,324
Bell,310,Governor,,REP,Greg Abbott,301,85,10,206
Bell,311,Governor,,REP,Greg Abbott,1577,773,57,747
Bell,312,Governor,,REP,Greg Abbott,975,414,18,543
Bell,313,Governor,,REP,Greg Abbott,1694,1116,103,475
Bell,314,Governor,,REP,Greg Abbott,662,382,41,239
Bell,315,Governor,,REP,Greg Abbott,1301,732,19,550
Bell,317,Governor,,REP,Greg Abbott,1891,1127,113,651
Bell,318,Governor,,REP,Greg Abbott,1517,970,45,502
Bell,401,Governor,,REP,Greg Abbott,803,323,29,451
Bell,402,Governor,,REP,Greg Abbott,887,504,36,347
Bell,404,Governor,,REP,Greg Abbott,370,197,13,160
Bell,405,Governor,,REP,Greg Abbott,419,220,6,193
Bell,406,Governor,,REP,Greg Abbott,488,330,17,141
Bell,408,Governor,,REP,Greg Abbott,627,371,28,228
Bell,409,Governor,,REP,Greg Abbott,459,289,19,151
Bell,410,Governor,,REP,Greg Abbott,252,129,9,114
Bell,412,Governor,,REP,Greg Abbott,424,278,17,129
Bell,413,Governor,,REP,Greg Abbott,514,275,13,226
Bell,414,Governor,,REP,Greg Abbott,292,162,14,116
Bell,415,Governor,,REP,Greg Abbott,360,245,12,103
Bell,419,Governor,,REP,Greg Abbott,505,307,12,186
Bell,101,Governor,,DEM,Beto O'Rourke,888,601,68,219
Bell,102,Governor,,DEM,Beto O'Rourke,380,260,36,84
Bell,103,Governor,,DEM,Beto O'Rourke,733,434,36,263
Bell,104,Governor,,DEM,Beto O'Rourke,460,283,28,149
Bell,105,Governor,,DEM,Beto O'Rourke,139,64,7,68
Bell,106,Governor,,DEM,Beto O'Rourke,815,499,43,273
Bell,107,Governor,,DEM,Beto O'Rourke,62,16,4,42
Bell,108,Governor,,DEM,Beto O'Rourke,113,45,9,59
Bell,109,Governor,,DEM,Beto O'Rourke,498,293,39,166
Bell,110,Governor,,DEM,Beto O'Rourke,124,49,23,52
Bell,111,Governor,,DEM,Beto O'Rourke,784,519,32,233
Bell,113,Governor,,DEM,Beto O'Rourke,454,294,32,128
Bell,114,Governor,,DEM,Beto O'Rourke,399,235,16,148
Bell,115,Governor,,DEM,Beto O'Rourke,706,457,50,199
Bell,116,Governor,,DEM,Beto O'Rourke,298,202,15,81
Bell,117,Governor,,DEM,Beto O'Rourke,0,0,0,0
Bell,201,Governor,,DEM,Beto O'Rourke,554,354,35,165
Bell,202,Governor,,DEM,Beto O'Rourke,755,523,31,201
Bell,203,Governor,,DEM,Beto O'Rourke,473,328,29,116
Bell,204,Governor,,DEM,Beto O'Rourke,264,149,24,91
Bell,205,Governor,,DEM,Beto O'Rourke,963,618,70,275
Bell,206,Governor,,DEM,Beto O'Rourke,653,447,18,188
Bell,207,Governor,,DEM,Beto O'Rourke,625,381,38,206
Bell,208,Governor,,DEM,Beto O'Rourke,1066,724,62,280
Bell,209,Governor,,DEM,Beto O'Rourke,936,722,24,190
Bell,210,Governor,,DEM,Beto O'Rourke,1208,794,40,374
Bell,211,Governor,,DEM,Beto O'Rourke,199,134,7,58
Bell,212,Governor,,DEM,Beto O'Rourke,193,151,10,32
Bell,213,Governor,,DEM,Beto O'Rourke,517,394,29,94
Bell,214,Governor,,DEM,Beto O'Rourke,812,515,32,265
Bell,215,Governor,,DEM,Beto O'Rourke,1150,815,46,289
Bell,216,Governor,,DEM,Beto O'Rourke,598,447,23,128
Bell,301,Governor,,DEM,Beto O'Rourke,319,167,14,138
Bell,302,Governor,,DEM,Beto O'Rourke,765,429,52,284
Bell,303,Governor,,DEM,Beto O'Rourke,928,556,57,315
Bell,304,Governor,,DEM,Beto O'Rourke,33,13,5,15
Bell,305,Governor,,DEM,Beto O'Rourke,289,175,27,87
Bell,306,Governor,,DEM,Beto O'Rourke,569,319,46,204
Bell,307,Governor,,DEM,Beto O'Rourke,584,321,53,210
Bell,308,Governor,,DEM,Beto O'Rourke,659,422,44,193
Bell,309,Governor,,DEM,Beto O'Rourke,106,57,11,38
Bell,310,Governor,,DEM,Beto O'Rourke,37,13,1,23
Bell,311,Governor,,DEM,Beto O'Rourke,275,163,20,92
Bell,312,Governor,,DEM,Beto O'Rourke,152,74,15,63
Bell,313,Governor,,DEM,Beto O'Rourke,735,419,95,221
Bell,314,Governor,,DEM,Beto O'Rourke,443,263,21,159
Bell,315,Governor,,DEM,Beto O'Rourke,761,416,26,319
Bell,317,Governor,,DEM,Beto O'Rourke,947,631,53,263
Bell,318,Governor,,DEM,Beto O'Rourke,725,453,34,238
Bell,401,Governor,,DEM,Beto O'Rourke,608,363,28,217
Bell,402,Governor,,DEM,Beto O'Rourke,1019,696,34,289
Bell,404,Governor,,DEM,Beto O'Rourke,627,398,33,196
Bell,405,Governor,,DEM,Beto O'Rourke,973,587,29,357
Bell,406,Governor,,DEM,Beto O'Rourke,439,275,29,135
Bell,408,Governor,,DEM,Beto O'Rourke,1083,712,41,330
Bell,409,Governor,,DEM,Beto O'Rourke,510,360,9,141
Bell,410,Governor,,DEM,Beto O'Rourke,346,193,19,134
Bell,412,Governor,,DEM,Beto O'Rourke,789,532,57,200
Bell,413,Governor,,DEM,Beto O'Rourke,785,464,25,296
Bell,414,Governor,,DEM,Beto O'Rourke,825,504,30,291
Bell,415,Governor,,DEM,Beto O'Rourke,524,313,43,168
Bell,419,Governor,,DEM,Beto O'Rourke,111,79,6,26
Bell,101,Governor,,LIB,Mark Tippetts,38,19,4,15
Bell,102,Governor,,LIB,Mark Tippetts,18,9,4,5
Bell,103,Governor,,LIB,Mark Tippetts,28,15,0,13
Bell,104,Governor,,LIB,Mark Tippetts,17,5,2,10
Bell,105,Governor,,LIB,Mark Tippetts,5,1,0,4
Bell,106,Governor,,LIB,Mark Tippetts,18,12,0,6
Bell,107,Governor,,LIB,Mark Tippetts,1,0,0,1
Bell,108,Governor,,LIB,Mark Tippetts,7,2,0,5
Bell,109,Governor,,LIB,Mark Tippetts,10,5,0,5
Bell,110,Governor,,LIB,Mark Tippetts,1,0,0,1
Bell,111,Governor,,LIB,Mark Tippetts,21,9,0,12
Bell,113,Governor,,LIB,Mark Tippetts,26,13,2,11
Bell,114,Governor,,LIB,Mark Tippetts,16,6,0,10
Bell,115,Governor,,LIB,Mark Tippetts,26,17,0,9
Bell,116,Governor,,LIB,Mark Tippetts,3,3,0,0
Bell,117,Governor,,LIB,Mark Tippetts,0,0,0,0
Bell,201,Governor,,LIB,Mark Tippetts,15,7,0,8
Bell,202,Governor,,LIB,Mark Tippetts,15,8,0,7
Bell,203,Governor,,LIB,Mark Tippetts,20,11,1,8
Bell,204,Governor,,LIB,Mark Tippetts,3,0,0,3
Bell,205,Governor,,LIB,Mark Tippetts,12,8,0,4
Bell,206,Governor,,LIB,Mark Tippetts,8,6,0,2
Bell,207,Governor,,LIB,Mark Tippetts,14,4,0,10
Bell,208,Governor,,LIB,Mark Tippetts,18,8,0,10
Bell,209,Governor,,LIB,Mark Tippetts,11,5,0,6
Bell,210,Governor,,LIB,Mark Tippetts,27,18,0,9
Bell,211,Governor,,LIB,Mark Tippetts,3,1,1,1
Bell,212,Governor,,LIB,Mark Tippetts,8,2,0,6
Bell,213,Governor,,LIB,Mark Tippetts,22,16,0,6
Bell,214,Governor,,LIB,Mark Tippetts,16,6,0,10
Bell,215,Governor,,LIB,Mark Tippetts,14,6,0,8
Bell,216,Governor,,LIB,Mark Tippetts,16,9,1,6
Bell,301,Governor,,LIB,Mark Tippetts,26,7,0,19
Bell,302,Governor,,LIB,Mark Tippetts,17,8,2,7
Bell,303,Governor,,LIB,Mark Tippetts,20,12,0,8
Bell,304,Governor,,LIB,Mark Tippetts,0,0,0,0
Bell,305,Governor,,LIB,Mark Tippetts,10,4,0,6
Bell,306,Governor,,LIB,Mark Tippetts,9,4,2,3
Bell,307,Governor,,LIB,Mark Tippetts,7,4,0,3
Bell,308,Governor,,LIB,Mark Tippetts,22,10,1,11
Bell,309,Governor,,LIB,Mark Tippetts,5,3,0,2
Bell,310,Governor,,LIB,Mark Tippetts,1,0,0,1
Bell,311,Governor,,LIB,Mark Tippetts,19,4,0,15
Bell,312,Governor,,LIB,Mark Tippetts,8,2,0,6
Bell,313,Governor,,LIB,Mark Tippetts,27,12,1,14
Bell,314,Governor,,LIB,Mark Tippetts,10,3,0,7
Bell,315,Governor,,LIB,Mark Tippetts,30,15,0,15
Bell,317,Governor,,LIB,Mark Tippetts,26,16,0,10
Bell,318,Governor,,LIB,Mark Tippetts,23,13,0,10
Bell,401,Governor,,LIB,Mark Tippetts,17,3,0,14
Bell,402,Governor,,LIB,Mark Tippetts,17,4,1,12
Bell,404,Governor,,LIB,Mark Tippetts,20,16,0,4
Bell,405,Governor,,LIB,Mark Tippetts,22,8,0,14
Bell,406,Governor,,LIB,Mark Tippetts,8,4,0,4
Bell,408,Governor,,LIB,Mark Tippetts,21,11,0,10
Bell,409,Governor,,LIB,Mark Tippetts,10,6,0,4
Bell,410,Governor,,LIB,Mark Tippetts,5,1,0,4
Bell,412,Governor,,LIB,Mark Tippetts,14,9,0,5
Bell,413,Governor,,LIB,Mark Tippetts,14,7,0,7
Bell,414,Governor,,LIB,Mark Tippetts,2,2,0,0
Bell,415,Governor,,LIB,Mark Tippetts,17,11,0,6
Bell,419,Governor,,LIB,Mark Tippetts,4,2,0,2
Bell,101,Governor,,GRN,Delilah Barrios,6,4,0,2
Bell,102,Governor,,GRN,Delilah Barrios,0,0,0,0
Bell,103,Governor,,GRN,Delilah Barrios,4,3,0,1
Bell,104,Governor,,GRN,Delilah Barrios,11,5,1,5
Bell,105,Governor,,GRN,Delilah Barrios,3,1,0,2
Bell,106,Governor,,GRN,Delilah Barrios,11,8,0,3
Bell,107,Governor,,GRN,Delilah Barrios,1,0,0,1
Bell,108,Governor,,GRN,Delilah Barrios,2,1,0,1
Bell,109,Governor,,GRN,Delilah Barrios,6,6,0,0
Bell,110,Governor,,GRN,Delilah Barrios,2,1,0,1
Bell,111,Governor,,GRN,Delilah Barrios,5,3,0,2
Bell,113,Governor,,GRN,Delilah Barrios,5,3,1,1
Bell,114,Governor,,GRN,Delilah Barrios,4,2,0,2
Bell,115,Governor,,GRN,Delilah Barrios,5,2,0,3
Bell,116,Governor,,GRN,Delilah Barrios,7,5,0,2
Bell,117,Governor,,GRN,Delilah Barrios,0,0,0,0
Bell,201,Governor,,GRN,Delilah Barrios,3,0,1,2
Bell,202,Governor,,GRN,Delilah Barrios,9,5,0,4
Bell,203,Governor,,GRN,Delilah Barrios,11,6,2,3
Bell,204,Governor,,GRN,Delilah Barrios,5,1,0,4
Bell,205,Governor,,GRN,Delilah Barrios,8,5,0,3
Bell,206,Governor,,GRN,Delilah Barrios,7,5,0,2
Bell,207,Governor,,GRN,Delilah Barrios,9,3,0,6
Bell,208,Governor,,GRN,Delilah Barrios,8,4,0,4
Bell,209,Governor,,GRN,Delilah Barrios,5,4,0,1
Bell,210,Governor,,GRN,Delilah Barrios,4,1,0,3
Bell,211,Governor,,GRN,Delilah Barrios,6,5,0,1
Bell,212,Governor,,GRN,Delilah Barrios,0,0,0,0
Bell,213,Governor,,GRN,Delilah Barrios,7,6,0,1
Bell,214,Governor,,GRN,Delilah Barrios,10,7,0,3
Bell,215,Governor,,GRN,Delilah Barrios,13,5,1,7
Bell,216,Governor,,GRN,Delilah Barrios,8,7,0,1
Bell,301,Governor,,GRN,Delilah Barrios,8,1,0,7
Bell,302,Governor,,GRN,Delilah Barrios,4,4,0,0
Bell,303,Governor,,GRN,Delilah Barrios,12,4,0,8
Bell,304,Governor,,GRN,Delilah Barrios,0,0,0,0
Bell,305,Governor,,GRN,Delilah Barrios,3,2,0,1
Bell,306,Governor,,GRN,Delilah Barrios,8,4,1,3
Bell,307,Governor,,GRN,Delilah Barrios,6,5,0,1
Bell,308,Governor,,GRN,Delilah Barrios,7,4,0,3
Bell,309,Governor,,GRN,Delilah Barrios,4,2,0,2
Bell,310,Governor,,GRN,Delilah Barrios,0,0,0,0
Bell,311,Governor,,GRN,Delilah Barrios,1,0,0,1
Bell,312,Governor,,GRN,Delilah Barrios,4,1,0,3
Bell,313,Governor,,GRN,Delilah Barrios,9,9,0,0
Bell,314,Governor,,GRN,Delilah Barrios,8,4,0,4
Bell,315,Governor,,GRN,Delilah Barrios,9,4,0,5
Bell,317,Governor,,GRN,Delilah Barrios,8,5,0,3
Bell,318,Governor,,GRN,Delilah Barrios,4,1,0,3
Bell,401,Governor,,GRN,Delilah Barrios,6,2,0,4
Bell,402,Governor,,GRN,Delilah Barrios,6,3,0,3
Bell,404,Governor,,GRN,Delilah Barrios,3,2,0,1
Bell,405,Governor,,GRN,Delilah Barrios,11,6,0,5
Bell,406,Governor,,GRN,Delilah Barrios,7,3,0,4
Bell,408,Governor,,GRN,Delilah Barrios,7,3,1,3
Bell,409,Governor,,GRN,Delilah Barrios,5,2,0,3
Bell,410,Governor,,GRN,Delilah Barrios,6,4,0,2
Bell,412,Governor,,GRN,Delilah Barrios,7,7,0,0
Bell,413,Governor,,GRN,Delilah Barrios,10,7,0,3
Bell,414,Governor,,GRN,Delilah Barrios,6,4,0,2
Bell,415,Governor,,GRN,Delilah Barrios,8,4,0,4
Bell,419,Governor,,GRN,Delilah Barrios,1,0,0,1
Bell,101,Governor,,NON,Write-in,6,2,2,2
Bell,102,Governor,,NON,Write-in,1,1,0,0
Bell,103,Governor,,NON,Write-in,2,0,0,2
Bell,104,Governor,,NON,Write-in,1,0,0,1
Bell,105,Governor,,NON,Write-in,1,0,0,1
Bell,106,Governor,,NON,Write-in,1,0,0,1
Bell,107,Governor,,NON,Write-in,1,0,0,1
Bell,108,Governor,,NON,Write-in,1,0,0,1
Bell,109,Governor,,NON,Write-in,0,0,0,0
Bell,110,Governor,,NON,Write-in,0,0,0,0
Bell,111,Governor,,NON,Write-in,2,0,0,2
Bell,113,Governor,,NON,Write-in,1,0,0,1
Bell,114,Governor,,NON,Write-in,1,0,0,1
Bell,115,Governor,,NON,Write-in,1,1,0,0
Bell,116,Governor,,NON,Write-in,0,0,0,0
Bell,117,Governor,,NON,Write-in,0,0,0,0
Bell,201,Governor,,NON,Write-in,2,1,0,1
Bell,202,Governor,,NON,Write-in,2,1,0,1
Bell,203,Governor,,NON,Write-in,1,0,0,1
Bell,204,Governor,,NON,Write-in,1,1,0,0
Bell,205,Governor,,NON,Write-in,1,1,0,0
Bell,206,Governor,,NON,Write-in,0,0,0,0
Bell,207,Governor,,NON,Write-in,2,1,0,1
Bell,208,Governor,,NON,Write-in,0,0,0,0
Bell,209,Governor,,NON,Write-in,1,1,0,0
Bell,210,Governor,,NON,Write-in,2,0,1,1
Bell,211,Governor,,NON,Write-in,0,0,0,0
Bell,212,Governor,,NON,Write-in,0,0,0,0
Bell,213,Governor,,NON,Write-in,1,0,0,1
Bell,214,Governor,,NON,Write-in,2,1,0,1
Bell,215,Governor,,NON,Write-in,6,6,0,0
Bell,216,Governor,,NON,Write-in,1,1,0,0
Bell,301,Governor,,NON,Write-in,0,0,0,0
Bell,302,Governor,,NON,Write-in,0,0,0,0
Bell,303,Governor,,NON,Write-in,2,1,0,1
Bell,304,Governor,,NON,Write-in,0,0,0,0
Bell,305,Governor,,NON,Write-in,5,0,0,5
Bell,306,Governor,,NON,Write-in,1,1,0,0
Bell,307,Governor,,NON,Write-in,0,0,0,0
Bell,308,Governor,,NON,Write-in,2,0,0,2
