county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Potter,121,U.S. House,13,REP,Ronny Jackson,945,62,661,222
Potter,121,U.S. House,13,DEM,Kathleen Brown,200,20,109,71
Potter,121,Governor,,REP,Greg Abbott,937,63,653,221
Potter,121,Governor,,DEM,Beto O'Rourke,188,16,110,62
Potter,121,Governor,,LIB,Mark Tippetts,14,2,6,6
Potter,121,Governor,,GRN,Delilah Barrios,6,1,1,4
Potter,121,Governor,,,Jacqueline Abernathy,0,0,0,0
Potter,121,Governor,,,Mark V. Goloby,0,0,0,0
Potter,121,Governor,,,Rejected write-ins,1,0,0,1
Potter,121,Governor,,,Unassigned write-ins,0,0,0,0
Potter,121,Lieutenant Governor,,REP,Dan Patrick,918,63,641,214
Potter,121,Lieutenant Governor,,DEM,Mike Collier,199,19,115,65
Potter,121,Lieutenant Governor,,LIB,Shanna Steele,29,0,15,14
Potter,121,Attorney General,,REP,Ken Paxton,914,61,637,216
Potter,121,Attorney General,,DEM,Rochelle Mercedes Garza,197,20,112,65
Potter,121,Attorney General,,LIB,Mark Ash,31,1,19,11
Potter,121,Comptroller of Public Accounts,,REP,Glenn Hegar,941,62,657,222
Potter,121,Comptroller of Public Accounts,,DEM,Janet T. Dudding,170,19,102,49
Potter,121,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,29,0,8,21
Potter,121,Commissioner of the General Land Office,,REP,Dawn Buckingham,946,64,659,223
Potter,121,Commissioner of the General Land Office,,DEM,Jay Kleberg,178,17,106,55
Potter,121,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr.",14,0,5,9
Potter,121,Commissioner of the General Land Office,,,Carrie Evelyn Menger,0,0,0,0
Potter,121,Commissioner of the General Land Office,,,Rejected write-ins,0,0,0,0
Potter,121,Commissioner of the General Land Office,,,Unassigned write-ins,0,0,0,0
Potter,121,Commissioner of Agriculture,,REP,Sid Miller,938,62,649,227
Potter,121,Commissioner of Agriculture,,DEM,Susan Hays,195,19,114,62
Potter,121,Railroad Commissioner,,REP,Wayne Christian,935,64,651,220
Potter,121,Railroad Commissioner,,DEM,Luke Warford,168,17,102,49
Potter,121,Railroad Commissioner,,LIB,Jaime Andres Diez,26,1,11,14
Potter,121,Railroad Commissioner,,GRN,Hunter Wayne Crow,13,0,5,8
Potter,121,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,944,65,652,227
Potter,121,"Justice, Supreme Court, Place 3",,DEM,Erin A. Nowell,167,17,100,50
Potter,121,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,23,0,12,11
Potter,121,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,962,65,664,233
Potter,121,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,177,17,104,56
Potter,121,"Justice, Supreme Court, Place 9",,REP,Evan Young,944,63,653,228
Potter,121,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,188,18,110,60
Potter,121,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,954,64,658,232
Potter,121,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,180,18,105,57
Potter,121,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F. McClure, III",948,63,654,231
Potter,121,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,184,18,110,56
Potter,121,State House,87,REP,Four Price,999,67,687,245
Potter,121,State House,87,LIB,Nick Hearn,121,12,70,39
Potter,121,County Judge,,REP,Nancy Tanner,985,67,677,241
Potter,121,County Judge,,,Tom Warren,68,9,33,26
Potter,121,County Judge,,,Rejected write-ins,6,0,3,3
Potter,121,County Judge,,,Unassigned write-ins,0,0,0,0
Potter,122,U.S. House,13,REP,Ronny Jackson,770,66,459,245
Potter,122,U.S. House,13,DEM,Kathleen Brown,246,15,147,84
Potter,122,Governor,,REP,Greg Abbott,771,66,466,239
Potter,122,Governor,,DEM,Beto O'Rourke,232,12,139,81
Potter,122,Governor,,LIB,Mark Tippetts,11,1,1,9
Potter,122,Governor,,GRN,Delilah Barrios,4,1,2,1
Potter,122,Governor,,,Jacqueline Abernathy,0,0,0,0
Potter,122,Governor,,,Mark V. Goloby,0,0,0,0
Potter,122,Governor,,,Rejected write-ins,1,0,1,0
Potter,122,Governor,,,Unassigned write-ins,0,0,0,0
Potter,122,Lieutenant Governor,,REP,Dan Patrick,754,67,453,234
Potter,122,Lieutenant Governor,,DEM,Mike Collier,233,12,144,77
Potter,122,Lieutenant Governor,,LIB,Shanna Steele,30,2,13,15
Potter,122,Attorney General,,REP,Ken Paxton,751,66,452,233
Potter,122,Attorney General,,DEM,Rochelle Mercedes Garza,234,13,144,77
Potter,122,Attorney General,,LIB,Mark Ash,26,2,8,16
Potter,122,Comptroller of Public Accounts,,REP,Glenn Hegar,763,66,458,239
Potter,122,Comptroller of Public Accounts,,DEM,Janet T. Dudding,225,12,140,73
Potter,122,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,22,3,7,12
Potter,122,Commissioner of the General Land Office,,REP,Dawn Buckingham,762,65,458,239
Potter,122,Commissioner of the General Land Office,,DEM,Jay Kleberg,233,14,136,83
Potter,122,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr.",16,1,13,2
Potter,122,Commissioner of the General Land Office,,,Carrie Evelyn Menger,1,1,0,0
Potter,122,Commissioner of the General Land Office,,,Rejected write-ins,0,0,0,0
Potter,122,Commissioner of the General Land Office,,,Unassigned write-ins,0,0,0,0
Potter,122,Commissioner of Agriculture,,REP,Sid Miller,776,66,463,247
Potter,122,Commissioner of Agriculture,,DEM,Susan Hays,235,15,141,79
Potter,122,Railroad Commissioner,,REP,Wayne Christian,753,66,453,234
Potter,122,Railroad Commissioner,,DEM,Luke Warford,220,11,135,74
Potter,122,Railroad Commissioner,,LIB,Jaime Andres Diez,25,3,6,16
Potter,122,Railroad Commissioner,,GRN,Hunter Wayne Crow,12,1,10,1
Potter,122,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,749,67,451,231
Potter,122,"Justice, Supreme Court, Place 3",,DEM,Erin A. Nowell,236,12,143,81
Potter,122,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,24,2,8,14
Potter,122,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,774,68,463,243
Potter,122,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,235,12,142,81
Potter,122,"Justice, Supreme Court, Place 9",,REP,Evan Young,763,66,453,244
Potter,122,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,243,15,148,80
Potter,122,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,775,67,465,243
