county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Atascosa,Precinct 1,Ballots Cast - Total,,,,443,12,290,141,0
Atascosa,Precinct 1,Ballots Cast - Blank,,,,0,0,0,0,0
Atascosa,Precinct 1,U.S. House,28,REP,Cassy Garcia,314,7,201,106,0
Atascosa,Precinct 1,U.S. House,28,DEM,Henry Cuellar,125,5,86,34,0
Atascosa,Precinct 1,U.S. House,28,,Over Votes,0,0,0,0,0
Atascosa,Precinct 1,U.S. House,28,,Under Votes,4,0,3,1,0
Atascosa,Precinct 1,Governor,,REP,Greg Abbott,348,8,228,112,0
Atascosa,Precinct 1,Governor,,DEM,Beto O'Rourke,91,4,60,27,0
Atascosa,Precinct 1,Governor,,LIB,Mark Tippetts,1,0,1,0,0
Atascosa,Precinct 1,Governor,,GRN,Delilah Barrios,1,0,1,0,0
Atascosa,Precinct 1,Governor,,,Write-ins,0,0,0,0,0
Atascosa,Precinct 1,Governor,,,Over Votes,0,0,0,0,0
Atascosa,Precinct 1,Governor,,,Under Votes,2,0,0,2,0
Atascosa,Precinct 1,Lieutenant Governor,,REP,Dan Patrick,344,8,225,111,0
Atascosa,Precinct 1,Lieutenant Governor,,DEM,Mike Collier,88,4,59,25,0
Atascosa,Precinct 1,Lieutenant Governor,,LIB,Shanna Steele,8,0,4,4,0
Atascosa,Precinct 1,Lieutenant Governor,,,Over Votes,0,0,0,0,0
Atascosa,Precinct 1,Lieutenant Governor,,,Under Votes,3,0,2,1,0
Atascosa,Precinct 1,Attorney General,,REP,Ken Paxton,343,8,223,112,0
Atascosa,Precinct 1,Attorney General,,DEM,Rochelle Mercedes Garza,95,4,64,27,0
Atascosa,Precinct 1,Attorney General,,LIB,Mark Ash,3,0,2,1,0
Atascosa,Precinct 1,Attorney General,,,Over Votes,0,0,0,0,0
Atascosa,Precinct 1,Attorney General,,,Under Votes,2,0,1,1,0
Atascosa,Precinct 1,Comptroller of Public Accounts,,REP,Glenn Hegar,344,8,226,110,0
Atascosa,Precinct 1,Comptroller of Public Accounts,,DEM,Janet T. Dudding,84,4,58,22,0
Atascosa,Precinct 1,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,11,0,4,7,0
Atascosa,Precinct 1,Comptroller of Public Accounts,,,Over Votes,0,0,0,0,0
Atascosa,Precinct 1,Comptroller of Public Accounts,,,Under Votes,4,0,2,2,0
Atascosa,Precinct 1,Comm. General Land Office,,REP,Dawn Buckingham,338,7,220,111,0
Atascosa,Precinct 1,Comm. General Land Office,,DEM,Jay Kleberg,96,5,63,28,0
Atascosa,Precinct 1,Comm. General Land Office,,GRN,"Alfred Molison, Jr.",1,0,1,0,0
Atascosa,Precinct 1,Comm. General Land Office,,,Write-ins,0,0,0,0,0
Atascosa,Precinct 1,Comm. General Land Office,,,Over Votes,0,0,0,0,0
Atascosa,Precinct 1,Comm. General Land Office,,,Under Votes,8,0,6,2,0
Atascosa,Precinct 1,Commissioner of Agriculture,,REP,Sid Miller,341,8,220,113,0
Atascosa,Precinct 1,Commissioner of Agriculture,,DEM,Susan Hays,95,4,64,27,0
Atascosa,Precinct 1,Commissioner of Agriculture,,,Over Votes,0,0,0,0,0
Atascosa,Precinct 1,Commissioner of Agriculture,,,Under Votes,7,0,6,1,0
Atascosa,Precinct 1,Railroad Commissioner,,REP,Wayne Christian,338,8,218,112,0
Atascosa,Precinct 1,Railroad Commissioner,,DEM,Luke Warford,89,4,61,24,0
Atascosa,Precinct 1,Railroad Commissioner,,LIB,Jaime Andres Diez,8,0,5,3,0
Atascosa,Precinct 1,Railroad Commissioner,,GRN,Hunter Wayne Crow,1,0,0,1,0
Atascosa,Precinct 1,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Atascosa,Precinct 1,Railroad Commissioner,,,Under Votes,7,0,6,1,0
Atascosa,Precinct 1,"Justice, Supreme Ct. Pl. 3",,REP,Debra Lehrmann,341,8,222,111,0
Atascosa,Precinct 1,"Justice, Supreme Ct. Pl. 3",,DEM,Erin A. Nowell,88,4,58,26,0
Atascosa,Precinct 1,"Justice, Supreme Ct. Pl. 3",,LIB,Thomas Edward Oxford,3,0,3,0,0
Atascosa,Precinct 1,"Justice, Supreme Ct. Pl. 3",,,Over Votes,0,0,0,0,0
Atascosa,Precinct 1,"Justice, Supreme Ct. Pl. 3",,,Under Votes,11,0,7,4,0
Atascosa,Precinct 1,"Justice, Supreme Ct. Pl. 5",,REP,Rebeca Huddle,343,8,223,112,0
Atascosa,Precinct 1,"Justice, Supreme Ct. Pl. 5",,DEM,Amanda Reichek,90,4,59,27,0
Atascosa,Precinct 1,"Justice, Supreme Ct. Pl. 5",,,Over Votes,0,0,0,0,0
Atascosa,Precinct 1,"Justice, Supreme Ct. Pl. 5",,,Under Votes,10,0,8,2,0
Atascosa,Precinct 1,"Justice, Supreme Ct. Pl. 9",,REP,Evan Young,339,8,219,112,0
Atascosa,Precinct 1,"Justice, Supreme Ct. Pl. 9",,DEM,Julia Maldonado,93,4,61,28,0
Atascosa,Precinct 1,"Justice, Supreme Ct. Pl. 9",,,Over Votes,0,0,0,0,0
Atascosa,Precinct 1,"Justice, Supreme Ct. Pl. 9",,,Under Votes,11,0,10,1,0
Atascosa,Precinct 1,"Judge, Ct of Crim. Appeals, Pl 5",,REP,Scott Walker,342,8,222,112,0
