county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Nueces,1 - 02,U.S. House,27,REP,Michael Cloud,236,28,130,78
Nueces,1 - 02,U.S. House,27,DEM,Maclovio Perez Jr.,246,28,147,71
Nueces,1 - 02,Governor,,REP,Greg Abbott,245,33,135,77
Nueces,1 - 02,Governor,,DEM,Beto O'Rourke,231,23,138,70
Nueces,1 - 02,Governor,,LIB,Mark Tippetts,4,0,3,1
Nueces,1 - 02,Governor,,GRN,Delilah Barrios,3,1,1,1
Nueces,1 - 02,Lieutenant Governor,,REP,Dan Patrick,234,29,130,75
Nueces,1 - 02,Lieutenant Governor,,DEM,Mike Collier,238,28,142,68
Nueces,1 - 02,Lieutenant Governor,,LIB,Shanna Steele,11,1,4,6
Nueces,1 - 02,Attorney General,,REP,Ken Paxton,224,29,123,72
Nueces,1 - 02,Attorney General,,DEM,Rochelle Mercedes Garza,244,28,150,66
Nueces,1 - 02,Attorney General,,LIB,Mark Ash,13,0,3,10
Nueces,1 - 02,Comptroller of Public Accounts,,REP,Glenn Hegar,241,33,131,77
Nueces,1 - 02,Comptroller of Public Accounts,,DEM,Janet T. Dudding,221,25,133,63
Nueces,1 - 02,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,17,1,9,7
Nueces,1 - 02,Commissioner of the General Land Office,,REP,Dawn Buckingham,231,32,125,74
Nueces,1 - 02,Commissioner of the General Land Office,,DEM,Jay Kleberg,238,25,145,68
Nueces,1 - 02,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr",10,1,4,5
Nueces,1 - 02,Commissioner of Agriculture,,REP,Sid Miller,238,33,134,71
Nueces,1 - 02,Commissioner of Agriculture,,DEM,Susan Hays,231,24,138,69
Nueces,1 - 02,Railroad Commissioner,,REP,Wayne Christian,241,33,134,74
Nueces,1 - 02,Railroad Commissioner,,DEM,Luke Warford,210,22,129,59
Nueces,1 - 02,Railroad Commissioner,,LIB,Jaime Andres Diez,15,1,7,7
Nueces,1 - 02,Railroad Commissioner,,GRN,Hunter Wayne Crow,5,0,3,2
Nueces,1 - 02,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,242,32,136,74
Nueces,1 - 02,"Justice, Supreme Court, Place 3",,DEM,Erin A. Nowell,222,25,135,62
Nueces,1 - 02,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,8,0,3,5
Nueces,1 - 02,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,249,34,135,80
Nueces,1 - 02,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,225,24,136,65
