county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Jefferson,1,Registered Voters,,,,1790,0,0,0
Jefferson,2,Registered Voters,,,,1027,0,0,0
Jefferson,3,Registered Voters,,,,2023,0,0,0
Jefferson,4,Registered Voters,,,,1478,0,0,0
Jefferson,5,Registered Voters,,,,1581,0,0,0
Jefferson,6,Registered Voters,,,,1311,0,0,0
Jefferson,7,Registered Voters,,,,1465,0,0,0
Jefferson,8,Registered Voters,,,,814,0,0,0
Jefferson,9,Registered Voters,,,,3706,0,0,0
Jefferson,10,Registered Voters,,,,812,0,0,0
Jefferson,11,Registered Voters,,,,384,0,0,0
Jefferson,12,Registered Voters,,,,478,0,0,0
Jefferson,13,Registered Voters,,,,362,0,0,0
Jefferson,14,Registered Voters,,,,1446,0,0,0
Jefferson,15,Registered Voters,,,,1314,0,0,0
Jefferson,16,Registered Voters,,,,442,0,0,0
Jefferson,17,Registered Voters,,,,2651,0,0,0
Jefferson,18,Registered Voters,,,,1623,0,0,0
Jefferson,19,Registered Voters,,,,1494,0,0,0
Jefferson,20,Registered Voters,,,,1211,0,0,0
Jefferson,21,Registered Voters,,,,307,0,0,0
Jefferson,22,Registered Voters,,,,2774,0,0,0
Jefferson,23,Registered Voters,,,,2121,0,0,0
Jefferson,24,Registered Voters,,,,503,0,0,0
Jefferson,25,Registered Voters,,,,2271,0,0,0
Jefferson,26,Registered Voters,,,,2873,0,0,0
Jefferson,27,Registered Voters,,,,1350,0,0,0
Jefferson,28,Registered Voters,,,,874,0,0,0
Jefferson,29,Registered Voters,,,,1939,0,0,0
Jefferson,30,Registered Voters,,,,1164,0,0,0
Jefferson,31,Registered Voters,,,,1319,0,0,0
Jefferson,32,Registered Voters,,,,299,0,0,0
Jefferson,33,Registered Voters,,,,2483,0,0,0
Jefferson,34,Registered Voters,,,,1576,0,0,0
Jefferson,35,Registered Voters,,,,1033,0,0,0
Jefferson,36,Registered Voters,,,,1624,0,0,0
Jefferson,37,Registered Voters,,,,2542,0,0,0
Jefferson,38,Registered Voters,,,,2059,0,0,0
Jefferson,39,Registered Voters,,,,1795,0,0,0
Jefferson,40,Registered Voters,,,,3109,0,0,0
Jefferson,41,Registered Voters,,,,180,0,0,0
Jefferson,42,Registered Voters,,,,2404,0,0,0
Jefferson,43,Registered Voters,,,,2303,0,0,0
Jefferson,44,Registered Voters,,,,768,0,0,0
Jefferson,45,Registered Voters,,,,1233,0,0,0
Jefferson,46,Registered Voters,,,,1244,0,0,0
Jefferson,47,Registered Voters,,,,1484,0,0,0
Jefferson,48,Registered Voters,,,,1047,0,0,0
Jefferson,49,Registered Voters,,,,519,0,0,0
Jefferson,50,Registered Voters,,,,2485,0,0,0
Jefferson,51,Registered Voters,,,,430,0,0,0
Jefferson,52,Registered Voters,,,,475,0,0,0
Jefferson,53,Registered Voters,,,,1436,0,0,0
Jefferson,54,Registered Voters,,,,562,0,0,0
Jefferson,55,Registered Voters,,,,429,0,0,0
Jefferson,56,Registered Voters,,,,3255,0,0,0
