county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional,late_mail
Bowie,4C,Railroad Commissioner,,DEM,Luke Warford,152,10,84,58,0,0
Bowie,4C,Railroad Commissioner,,LIB,Jaime Andres Diez,6,0,1,5,0,0
Bowie,4C,Railroad Commissioner,,GRN,Hunter Wayne Crow,3,0,1,2,0,0
Bowie,4C,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Bowie,4C,Railroad Commissioner,,,Under Votes,1,0,1,0,0,0
Bowie,4C,"Justice, Supreme Ct. Pl. 3",,REP,Debra Lehrmann,164,14,103,47,0,0
Bowie,4C,"Justice, Supreme Ct. Pl. 3",,DEM,Erin A. Nowell,159,10,87,62,0,0
Bowie,4C,"Justice, Supreme Ct. Pl. 3",,LIB,Thomas Edward Oxford,3,0,0,3,0,0
Bowie,4C,"Justice, Supreme Ct. Pl. 3",,,Over Votes,0,0,0,0,0,0
Bowie,4C,"Justice, Supreme Ct. Pl. 3",,,Under Votes,2,0,1,1,0,0
Bowie,4C,"Justice, Supreme Ct. Pl. 5",,REP,Rebeca Huddle,158,13,99,46,0,0
Bowie,4C,"Justice, Supreme Ct. Pl. 5",,DEM,Amanda Reichek,166,10,91,65,0,0
Bowie,4C,"Justice, Supreme Ct. Pl. 5",,,Over Votes,0,0,0,0,0,0
Bowie,4C,"Justice, Supreme Ct. Pl. 5",,,Under Votes,4,1,1,2,0,0
Bowie,4C,"Justice, Supreme Ct. Pl. 9",,REP,Evan Young,160,14,99,47,0,0
Bowie,4C,"Justice, Supreme Ct. Pl. 9",,DEM,Julia Maldonado,164,10,90,64,0,0
Bowie,4C,"Justice, Supreme Ct. Pl. 9",,,Over Votes,0,0,0,0,0,0
Bowie,4C,"Justice, Supreme Ct. Pl. 9",,,Under Votes,4,0,2,2,0,0
Bowie,4C,"Judge, Ct of Crim. Appeals, Pl 5",,REP,Scott Walker,161,13,99,49,0,0
Bowie,4C,"Judge, Ct of Crim. Appeals, Pl 5",,DEM,Dana Huffman,160,8,90,62,0,0
Bowie,4C,"Judge, Ct of Crim. Appeals, Pl 5",,,Over Votes,0,0,0,0,0,0
Bowie,4C,"Judge, Ct of Crim. Appeals, Pl 5",,,Under Votes,7,3,2,2,0,0
Bowie,4C,"Judge, Ct of Crim. Appeals, Pl 6",,REP,"Jesse F. McClure, III",163,13,101,49,0,0
Bowie,4C,"Judge, Ct of Crim. Appeals, Pl 6",,DEM,Robert Johnson,158,9,88,61,0,0
Bowie,4C,"Judge, Ct of Crim. Appeals, Pl 6",,,Over Votes,0,0,0,0,0,0
Bowie,4C,"Judge, Ct of Crim. Appeals, Pl 6",,,Under Votes,7,2,2,3,0,0
Bowie,4C,"Member, State Board of Education",,REP,Pam Little,160,14,99,47,0,0
Bowie,4C,"Member, State Board of Education",,DEM,Alex Cornwallis,155,9,87,59,0,0
Bowie,4C,"Member, State Board of Education",,LIB,Christy Mowrey,10,0,4,6,0,0
Bowie,4C,"Member, State Board of Education",,,Write-ins,1,1,0,0,0,0
Bowie,4C,"Member, State Board of Education",,,Over Votes,0,0,0,0,0,0
Bowie,4C,"Member, State Board of Education",,,Under Votes,2,0,1,1,0,0
Bowie,4C,PROPOSITION A TISD,,,For,197,14,109,74,0,0
Bowie,4C,PROPOSITION A TISD,,,Against,122,7,77,38,0,0
Bowie,4C,PROPOSITION A TISD,,,Over Votes,1,1,0,0,0,0
Bowie,4C,PROPOSITION A TISD,,,Under Votes,8,2,5,1,0,0
Bowie,4C,PROPOSITION B TISD,,,For,185,14,103,68,0,0
Bowie,4C,PROPOSITION B TISD,,,Against,133,8,83,42,0,0
Bowie,4C,PROPOSITION B TISD,,,Over Votes,0,0,0,0,0,0
Bowie,4C,PROPOSITION B TISD,,,Under Votes,10,2,5,3,0,0
Bowie,4D,Registered Voters,,,,44,,,,,
Bowie,4D,Ballots Cast,,,,16,0,7,9,0,0
Bowie,4D,Ballots Cast - Blank,,,,0,0,0,0,0,0
Bowie,4D,U.S. House,,REP,Nathaniel Moran,11,0,7,4,0,0
Bowie,4D,U.S. House,,DEM,Jrmar (JJ) Jefferson,5,0,0,5,0,0
Bowie,4D,U.S. House,,,Over Votes,0,0,0,0,0,0
Bowie,4D,U.S. House,,,Under Votes,0,0,0,0,0,0
Bowie,4D,Governor,,REP,Greg Abbott,12,0,7,5,0,0
Bowie,4D,Governor,,DEM,Beto O'Rourke,4,0,0,4,0,0
Bowie,4D,Governor,,LIB,Mark Tippetts,0,0,0,0,0,0
Bowie,4D,Governor,,GRN,Delilah Barrios,0,0,0,0,0,0
Bowie,4D,Governor,,,Write-ins,0,0,0,0,0,0
Bowie,4D,Governor,,,Over Votes,0,0,0,0,0,0
Bowie,4D,Governor,,,Under Votes,0,0,0,0,0,0
Bowie,4D,Lieutenant Governor,,REP,Dan Patrick,12,0,7,5,0,0
Bowie,4D,Lieutenant Governor,,DEM,Mike Collier,4,0,0,4,0,0
Bowie,4D,Lieutenant Governor,,LIB,Shanna Steele,0,0,0,0,0,0
Bowie,4D,Lieutenant Governor,,,Over Votes,0,0,0,0,0,0
Bowie,4D,Lieutenant Governor,,,Under Votes,0,0,0,0,0,0
Bowie,4D,Attorney General,,REP,Ken Paxton,11,0,7,4,0,0
Bowie,4D,Attorney General,,DEM,Rochelle Mercedes Garza,4,0,0,4,0,0
Bowie,4D,Attorney General,,LIB,Mark Ash,1,0,0,1,0,0
Bowie,4D,Attorney General,,,Over Votes,0,0,0,0,0,0
Bowie,4D,Attorney General,,,Under Votes,0,0,0,0,0,0
Bowie,4D,Comptroller of Public Accounts,,REP,Glenn Hegar,12,0,7,5,0,0
Bowie,4D,Comptroller of Public Accounts,,DEM,Janet T. Dudding,4,0,0,4,0,0
Bowie,4D,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,0,0,0,0,0,0
Bowie,4D,Comptroller of Public Accounts,,,Over Votes,0,0,0,0,0,0
Bowie,4D,Comptroller of Public Accounts,,,Under Votes,0,0,0,0,0,0
Bowie,4D,Comm. General Land Office,,REP,Dawn Buckingham,12,0,7,5,0,0
Bowie,4D,Comm. General Land Office,,DEM,Jay Kleberg,4,0,0,4,0,0
Bowie,4D,Comm. General Land Office,,GRN,"Alfred Molison, Jr.",0,0,0,0,0,0
Bowie,4D,Comm. General Land Office,,,Write-ins,0,0,0,0,0,0
Bowie,4D,Comm. General Land Office,,,Over Votes,0,0,0,0,0,0
Bowie,4D,Comm. General Land Office,,,Under Votes,0,0,0,0,0,0
Bowie,4D,Commissioner of Agriculture,,REP,Sid Miller,12,0,7,5,0,0
Bowie,4D,Commissioner of Agriculture,,DEM,Susan Hays,4,0,0,4,0,0
Bowie,4D,Commissioner of Agriculture,,,Over Votes,0,0,0,0,0,0
Bowie,4D,Commissioner of Agriculture,,,Under Votes,0,0,0,0,0,0
Bowie,4D,Railroad Commissioner,,REP,Wayne Christian,12,0,7,5,0,0
Bowie,4D,Railroad Commissioner,,DEM,Luke Warford,4,0,0,4,0,0
Bowie,4D,Railroad Commissioner,,LIB,Jaime Andres Diez,0,0,0,0,0,0
Bowie,4D,Railroad Commissioner,,GRN,Hunter Wayne Crow,0,0,0,0,0,0
Bowie,4D,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Bowie,4D,Railroad Commissioner,,,Under Votes,0,0,0,0,0,0
Bowie,4D,"Justice, Supreme Ct. Pl. 3",,REP,Debra Lehrmann,12,0,7,5,0,0
Bowie,4D,"Justice, Supreme Ct. Pl. 3",,DEM,Erin A. Nowell,4,0,0,4,0,0
Bowie,4D,"Justice, Supreme Ct. Pl. 3",,LIB,Thomas Edward Oxford,0,0,0,0,0,0
Bowie,4D,"Justice, Supreme Ct. Pl. 3",,,Over Votes,0,0,0,0,0,0
Bowie,4D,"Justice, Supreme Ct. Pl. 3",,,Under Votes,0,0,0,0,0,0
Bowie,4D,"Justice, Supreme Ct. Pl. 5",,REP,Rebeca Huddle,12,0,7,5,0,0
Bowie,4D,"Justice, Supreme Ct. Pl. 5",,DEM,Amanda Reichek,4,0,0,4,0,0
Bowie,4D,"Justice, Supreme Ct. Pl. 5",,,Over Votes,0,0,0,0,0,0
Bowie,4D,"Justice, Supreme Ct. Pl. 5",,,Under Votes,0,0,0,0,0,0
Bowie,4D,"Justice, Supreme Ct. Pl. 9",,REP,Evan Young,12,0,7,5,0,0
Bowie,4D,"Justice, Supreme Ct. Pl. 9",,DEM,Julia Maldonado,4,0,0,4,0,0
Bowie,4D,"Justice, Supreme Ct. Pl. 9",,,Over Votes,0,0,0,0,0,0
Bowie,4D,"Justice, Supreme Ct. Pl. 9",,,Under Votes,0,0,0,0,0,0
Bowie,4D,"Judge, Ct of Crim. Appeals, Pl 5",,REP,Scott Walker,12,0,7,5,0,0
Bowie,4D,"Judge, Ct of Crim. Appeals, Pl 5",,DEM,Dana Huffman,4,0,0,4,0,0
Bowie,4D,"Judge, Ct of Crim. Appeals, Pl 5",,,Over Votes,0,0,0,0,0,0
Bowie,4D,"Judge, Ct of Crim. Appeals, Pl 5",,,Under Votes,0,0,0,0,0,0
Bowie,4D,"Judge, Ct of Crim. Appeals, Pl 6",,REP,"Jesse F. McClure, III",13,0,7,6,0,0
Bowie,4D,"Judge, Ct of Crim. Appeals, Pl 6",,DEM,Robert Johnson,3,0,0,3,0,0
Bowie,4D,"Judge, Ct of Crim. Appeals, Pl 6",,,Over Votes,0,0,0,0,0,0
Bowie,4D,"Judge, Ct of Crim. Appeals, Pl 6",,,Under Votes,0,0,0,0,0,0
Bowie,4D,"Member, State Board of Education",,REP,Pam Little,12,0,7,5,0,0
Bowie,4D,"Member, State Board of Education",,DEM,Alex Cornwallis,4,0,0,4,0,0
Bowie,4D,"Member, State Board of Education",,LIB,Christy Mowrey,0,0,0,0,0,0
Bowie,4D,"Member, State Board of Education",,,Write-ins,0,0,0,0,0,0
Bowie,4D,"Member, State Board of Education",,,Over Votes,0,0,0,0,0,0
Bowie,4D,"Member, State Board of Education",,,Under Votes,0,0,0,0,0,0
Bowie,4D,PROPOSITION A TISD,,,For,5,0,3,2,0,0
Bowie,4D,PROPOSITION A TISD,,,Against,11,0,4,7,0,0
Bowie,4D,PROPOSITION A TISD,,,Over Votes,0,0,0,0,0,0
Bowie,4D,PROPOSITION A TISD,,,Under Votes,0,0,0,0,0,0
Bowie,4D,PROPOSITION B TISD,,,For,6,0,4,2,0,0
Bowie,4D,PROPOSITION B TISD,,,Against,10,0,3,7,0,0
Bowie,4D,PROPOSITION B TISD,,,Over Votes,0,0,0,0,0,0
Bowie,4D,PROPOSITION B TISD,,,Under Votes,0,0,0,0,0,0
Bowie,5A,Registered Voters,,,,275,,,,,
Bowie,5A,Ballots Cast,,,,98,3,60,35,0,0
Bowie,5A,Ballots Cast - Blank,,,,0,0,0,0,0,0
Bowie,5A,U.S. House,,REP,Nathaniel Moran,56,2,34,20,0,0
Bowie,5A,U.S. House,,DEM,Jrmar (JJ) Jefferson,40,1,25,14,0,0
Bowie,5A,U.S. House,,,Over Votes,0,0,0,0,0,0
Bowie,5A,U.S. House,,,Under Votes,2,0,1,1,0,0
Bowie,5A,Governor,,REP,Greg Abbott,60,1,36,23,0,0
Bowie,5A,Governor,,DEM,Beto O'Rourke,36,0,24,12,0,0
Bowie,5A,Governor,,LIB,Mark Tippetts,1,1,0,0,0,0
Bowie,5A,Governor,,GRN,Delilah Barrios,1,1,0,0,0,0
Bowie,5A,Governor,,,Write-ins,0,0,0,0,0,0
Bowie,5A,Governor,,,Over Votes,0,0,0,0,0,0
Bowie,5A,Governor,,,Under Votes,0,0,0,0,0,0
Bowie,5A,Lieutenant Governor,,REP,Dan Patrick,58,2,35,21,0,0
Bowie,5A,Lieutenant Governor,,DEM,Mike Collier,35,1,23,11,0,0
Bowie,5A,Lieutenant Governor,,LIB,Shanna Steele,3,0,0,3,0,0
Bowie,5A,Lieutenant Governor,,,Over Votes,0,0,0,0,0,0
Bowie,5A,Lieutenant Governor,,,Under Votes,2,0,2,0,0,0
Bowie,5A,Attorney General,,REP,Ken Paxton,58,2,34,22,0,0
Bowie,5A,Attorney General,,DEM,Rochelle Mercedes Garza,38,1,24,13,0,0
Bowie,5A,Attorney General,,LIB,Mark Ash,0,0,0,0,0,0
Bowie,5A,Attorney General,,,Over Votes,0,0,0,0,0,0
Bowie,5A,Attorney General,,,Under Votes,2,0,2,0,0,0
Bowie,5A,Comptroller of Public Accounts,,REP,Glenn Hegar,57,2,34,21,0,0
Bowie,5A,Comptroller of Public Accounts,,DEM,Janet T. Dudding,35,1,22,12,0,0
Bowie,5A,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,2,0,1,1,0,0
Bowie,5A,Comptroller of Public Accounts,,,Over Votes,0,0,0,0,0,0
Bowie,5A,Comptroller of Public Accounts,,,Under Votes,4,0,3,1,0,0
Bowie,5A,Comm. General Land Office,,REP,Dawn Buckingham,56,2,33,21,0,0
Bowie,5A,Comm. General Land Office,,DEM,Jay Kleberg,38,1,25,12,0,0
Bowie,5A,Comm. General Land Office,,GRN,"Alfred Molison, Jr.",1,0,0,1,0,0
Bowie,5A,Comm. General Land Office,,,Write-ins,0,0,0,0,0,0
Bowie,5A,Comm. General Land Office,,,Over Votes,0,0,0,0,0,0
Bowie,5A,Comm. General Land Office,,,Under Votes,3,0,2,1,0,0
Bowie,5A,Commissioner of Agriculture,,REP,Sid Miller,59,2,34,23,0,0
Bowie,5A,Commissioner of Agriculture,,DEM,Susan Hays,38,1,25,12,0,0
Bowie,5A,Commissioner of Agriculture,,,Over Votes,0,0,0,0,0,0
Bowie,5A,Commissioner of Agriculture,,,Under Votes,1,0,1,0,0,0
Bowie,5A,Railroad Commissioner,,REP,Wayne Christian,58,2,34,22,0,0
Bowie,5A,Railroad Commissioner,,DEM,Luke Warford,38,1,25,12,0,0
Bowie,5A,Railroad Commissioner,,LIB,Jaime Andres Diez,0,0,0,0,0,0
Bowie,5A,Railroad Commissioner,,GRN,Hunter Wayne Crow,1,0,0,1,0,0
Bowie,5A,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Bowie,5A,Railroad Commissioner,,,Under Votes,1,0,1,0,0,0
Bowie,5A,"Justice, Supreme Ct. Pl. 3",,REP,Debra Lehrmann,57,2,33,22,0,0
Bowie,5A,"Justice, Supreme Ct. Pl. 3",,DEM,Erin A. Nowell,39,1,25,13,0,0
Bowie,5A,"Justice, Supreme Ct. Pl. 3",,LIB,Thomas Edward Oxford,0,0,0,0,0,0
Bowie,5A,"Justice, Supreme Ct. Pl. 3",,,Over Votes,0,0,0,0,0,0
Bowie,5A,"Justice, Supreme Ct. Pl. 3",,,Under Votes,2,0,2,0,0,0
Bowie,5A,"Justice, Supreme Ct. Pl. 5",,REP,Rebeca Huddle,56,2,33,21,0,0
Bowie,5A,"Justice, Supreme Ct. Pl. 5",,DEM,Amanda Reichek,40,1,25,14,0,0
Bowie,5A,"Justice, Supreme Ct. Pl. 5",,,Over Votes,0,0,0,0,0,0
Bowie,5A,"Justice, Supreme Ct. Pl. 5",,,Under Votes,2,0,2,0,0,0
Bowie,5A,"Justice, Supreme Ct. Pl. 9",,REP,Evan Young,58,2,33,23,0,0
Bowie,5A,"Justice, Supreme Ct. Pl. 9",,DEM,Julia Maldonado,38,1,25,12,0,0
Bowie,5A,"Justice, Supreme Ct. Pl. 9",,,Over Votes,0,0,0,0,0,0
Bowie,5A,"Justice, Supreme Ct. Pl. 9",,,Under Votes,2,0,2,0,0,0
Bowie,5A,"Judge, Ct of Crim. Appeals, Pl 5",,REP,Scott Walker,57,2,33,22,0,0
Bowie,5A,"Judge, Ct of Crim. Appeals, Pl 5",,DEM,Dana Huffman,38,1,24,13,0,0
Bowie,5A,"Judge, Ct of Crim. Appeals, Pl 5",,,Over Votes,0,0,0,0,0,0
Bowie,5A,"Judge, Ct of Crim. Appeals, Pl 5",,,Under Votes,3,0,3,0,0,0
Bowie,5A,"Judge, Ct of Crim. Appeals, Pl 6",,REP,"Jesse F. McClure, III",59,2,33,24,0,0
Bowie,5A,"Judge, Ct of Crim. Appeals, Pl 6",,DEM,Robert Johnson,37,1,25,11,0,0
Bowie,5A,"Judge, Ct of Crim. Appeals, Pl 6",,,Over Votes,0,0,0,0,0,0
Bowie,5A,"Judge, Ct of Crim. Appeals, Pl 6",,,Under Votes,2,0,2,0,0,0
Bowie,5A,"Member, State Board of Education",,REP,Pam Little,57,2,33,22,0,0
Bowie,5A,"Member, State Board of Education",,DEM,Alex Cornwallis,39,1,25,13,0,0
Bowie,5A,"Member, State Board of Education",,LIB,Christy Mowrey,0,0,0,0,0,0
Bowie,5A,"Member, State Board of Education",,,Write-ins,0,0,0,0,0,0
Bowie,5A,"Member, State Board of Education",,,Over Votes,0,0,0,0,0,0
Bowie,5A,"Member, State Board of Education",,,Under Votes,2,0,2,0,0,0
Bowie,5A,PROPOSITION A TISD,,,For,47,0,32,15,0,0
Bowie,5A,PROPOSITION A TISD,,,Against,48,3,27,18,0,0
Bowie,5A,PROPOSITION A TISD,,,Over Votes,0,0,0,0,0,0
Bowie,5A,PROPOSITION A TISD,,,Under Votes,3,0,1,2,0,0
Bowie,5A,PROPOSITION B TISD,,,For,45,0,30,15,0,0
Bowie,5A,PROPOSITION B TISD,,,Against,49,3,28,18,0,0
Bowie,5A,PROPOSITION B TISD,,,Over Votes,0,0,0,0,0,0
Bowie,5A,PROPOSITION B TISD,,,Under Votes,4,0,2,2,0,0
Bowie,5B,Registered Voters,,,,2,,,,,
Bowie,5B,Ballots Cast,,,,0,0,0,0,0,0
Bowie,5B,Ballots Cast - Blank,,,,0,0,0,0,0,0
Bowie,5B,U.S. House,,REP,Nathaniel Moran,0,0,0,0,0,0
Bowie,5B,U.S. House,,DEM,Jrmar (JJ) Jefferson,0,0,0,0,0,0
Bowie,5B,U.S. House,,,Over Votes,0,0,0,0,0,0
Bowie,5B,U.S. House,,,Under Votes,0,0,0,0,0,0
Bowie,5B,Governor,,REP,Greg Abbott,0,0,0,0,0,0
Bowie,5B,Governor,,DEM,Beto O'Rourke,0,0,0,0,0,0
Bowie,5B,Governor,,LIB,Mark Tippetts,0,0,0,0,0,0
Bowie,5B,Governor,,GRN,Delilah Barrios,0,0,0,0,0,0
Bowie,5B,Governor,,,Write-ins,0,0,0,0,0,0
Bowie,5B,Governor,,,Over Votes,0,0,0,0,0,0
Bowie,5B,Governor,,,Under Votes,0,0,0,0,0,0
Bowie,5B,Lieutenant Governor,,REP,Dan Patrick,0,0,0,0,0,0
Bowie,5B,Lieutenant Governor,,DEM,Mike Collier,0,0,0,0,0,0
Bowie,5B,Lieutenant Governor,,LIB,Shanna Steele,0,0,0,0,0,0
Bowie,5B,Lieutenant Governor,,,Over Votes,0,0,0,0,0,0
Bowie,5B,Lieutenant Governor,,,Under Votes,0,0,0,0,0,0
Bowie,5B,Attorney General,,REP,Ken Paxton,0,0,0,0,0,0
Bowie,5B,Attorney General,,DEM,Rochelle Mercedes Garza,0,0,0,0,0,0
Bowie,5B,Attorney General,,LIB,Mark Ash,0,0,0,0,0,0
Bowie,5B,Attorney General,,,Over Votes,0,0,0,0,0,0
Bowie,5B,Attorney General,,,Under Votes,0,0,0,0,0,0
Bowie,5B,Comptroller of Public Accounts,,REP,Glenn Hegar,0,0,0,0,0,0
Bowie,5B,Comptroller of Public Accounts,,DEM,Janet T. Dudding,0,0,0,0,0,0
Bowie,5B,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,0,0,0,0,0,0
Bowie,5B,Comptroller of Public Accounts,,,Over Votes,0,0,0,0,0,0
Bowie,5B,Comptroller of Public Accounts,,,Under Votes,0,0,0,0,0,0
Bowie,5B,Comm. General Land Office,,REP,Dawn Buckingham,0,0,0,0,0,0
Bowie,5B,Comm. General Land Office,,DEM,Jay Kleberg,0,0,0,0,0,0
Bowie,5B,Comm. General Land Office,,GRN,"Alfred Molison, Jr.",0,0,0,0,0,0
Bowie,5B,Comm. General Land Office,,,Write-ins,0,0,0,0,0,0
Bowie,5B,Comm. General Land Office,,,Over Votes,0,0,0,0,0,0
Bowie,5B,Comm. General Land Office,,,Under Votes,0,0,0,0,0,0
Bowie,5B,Commissioner of Agriculture,,REP,Sid Miller,0,0,0,0,0,0
Bowie,5B,Commissioner of Agriculture,,DEM,Susan Hays,0,0,0,0,0,0
Bowie,5B,Commissioner of Agriculture,,,Over Votes,0,0,0,0,0,0
Bowie,5B,Commissioner of Agriculture,,,Under Votes,0,0,0,0,0,0
Bowie,5B,Railroad Commissioner,,REP,Wayne Christian,0,0,0,0,0,0
Bowie,5B,Railroad Commissioner,,DEM,Luke Warford,0,0,0,0,0,0
Bowie,5B,Railroad Commissioner,,LIB,Jaime Andres Diez,0,0,0,0,0,0
Bowie,5B,Railroad Commissioner,,GRN,Hunter Wayne Crow,0,0,0,0,0,0
Bowie,5B,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Bowie,5B,Railroad Commissioner,,,Under Votes,0,0,0,0,0,0
Bowie,5B,"Justice, Supreme Ct. Pl. 3",,REP,Debra Lehrmann,0,0,0,0,0,0
Bowie,5B,"Justice, Supreme Ct. Pl. 3",,DEM,Erin A. Nowell,0,0,0,0,0,0
Bowie,5B,"Justice, Supreme Ct. Pl. 3",,LIB,Thomas Edward Oxford,0,0,0,0,0,0
Bowie,5B,"Justice, Supreme Ct. Pl. 3",,,Over Votes,0,0,0,0,0,0
Bowie,5B,"Justice, Supreme Ct. Pl. 3",,,Under Votes,0,0,0,0,0,0
Bowie,5B,"Justice, Supreme Ct. Pl. 5",,REP,Rebeca Huddle,0,0,0,0,0,0
Bowie,5B,"Justice, Supreme Ct. Pl. 5",,DEM,Amanda Reichek,0,0,0,0,0,0
Bowie,5B,"Justice, Supreme Ct. Pl. 5",,,Over Votes,0,0,0,0,0,0
Bowie,5B,"Justice, Supreme Ct. Pl. 5",,,Under Votes,0,0,0,0,0,0
Bowie,5B,"Justice, Supreme Ct. Pl. 9",,REP,Evan Young,0,0,0,0,0,0
Bowie,5B,"Justice, Supreme Ct. Pl. 9",,DEM,Julia Maldonado,0,0,0,0,0,0
Bowie,5B,"Justice, Supreme Ct. Pl. 9",,,Over Votes,0,0,0,0,0,0
Bowie,5B,"Justice, Supreme Ct. Pl. 9",,,Under Votes,0,0,0,0,0,0
Bowie,5B,"Judge, Ct of Crim. Appeals, Pl 5",,REP,Scott Walker,0,0,0,0,0,0
Bowie,5B,"Judge, Ct of Crim. Appeals, Pl 5",,DEM,Dana Huffman,0,0,0,0,0,0
Bowie,5B,"Judge, Ct of Crim. Appeals, Pl 5",,,Over Votes,0,0,0,0,0,0
Bowie,5B,"Judge, Ct of Crim. Appeals, Pl 5",,,Under Votes,0,0,0,0,0,0
Bowie,5B,"Judge, Ct of Crim. Appeals, Pl 6",,REP,"Jesse F. McClure, III",0,0,0,0,0,0
Bowie,5B,"Judge, Ct of Crim. Appeals, Pl 6",,DEM,Robert Johnson,0,0,0,0,0,0
Bowie,5B,"Judge, Ct of Crim. Appeals, Pl 6",,,Over Votes,0,0,0,0,0,0
Bowie,5B,"Judge, Ct of Crim. Appeals, Pl 6",,,Under Votes,0,0,0,0,0,0
Bowie,5B,"Member, State Board of Education",,REP,Pam Little,0,0,0,0,0,0
Bowie,5B,"Member, State Board of Education",,DEM,Alex Cornwallis,0,0,0,0,0,0
Bowie,5B,"Member, State Board of Education",,LIB,Christy Mowrey,0,0,0,0,0,0
Bowie,5B,"Member, State Board of Education",,,Write-ins,0,0,0,0,0,0
Bowie,5B,"Member, State Board of Education",,,Over Votes,0,0,0,0,0,0
Bowie,5B,"Member, State Board of Education",,,Under Votes,0,0,0,0,0,0
Bowie,5B,PROPOSITION A TISD,,,For,0,0,0,0,0,0
Bowie,5B,PROPOSITION A TISD,,,Against,0,0,0,0,0,0
Bowie,5B,PROPOSITION A TISD,,,Over Votes,0,0,0,0,0,0
Bowie,5B,PROPOSITION A TISD,,,Under Votes,0,0,0,0,0,0
Bowie,5B,PROPOSITION B TISD,,,For,0,0,0,0,0,0
Bowie,5B,PROPOSITION B TISD,,,Against,0,0,0,0,0,0
Bowie,5B,PROPOSITION B TISD,,,Over Votes,0,0,0,0,0,0
Bowie,5B,PROPOSITION B TISD,,,Under Votes,0,0,0,0,0,0
Bowie,5C,Registered Voters,,,,5011,,,,,
Bowie,5C,Ballots Cast,,,,2397,113,"1,458",822,2,2
Bowie,5C,Ballots Cast - Blank,,,,0,0,0,0,0,0
Bowie,5C,U.S. House,,REP,Nathaniel Moran,1895,71,"1,148",673,2,1
Bowie,5C,U.S. House,,DEM,Jrmar (JJ) Jefferson,475,38,298,138,0,1
Bowie,5C,U.S. House,,,Over Votes,0,0,0,0,0,0
Bowie,5C,U.S. House,,,Under Votes,27,4,12,11,0,0
Bowie,5C,Governor,,REP,Greg Abbott,1883,72,"1,136",673,1,1
Bowie,5C,Governor,,DEM,Beto O'Rourke,480,40,305,134,0,1
Bowie,5C,Governor,,LIB,Mark Tippetts,19,1,10,8,0,0
Bowie,5C,Governor,,GRN,Delilah Barrios,4,0,2,2,0,0
Bowie,5C,Governor,,,Write-ins,2,0,2,0,0,0
Bowie,5C,Governor,,,Over Votes,0,0,0,0,0,0
Bowie,5C,Governor,,,Under Votes,9,0,3,5,1,0
Bowie,5C,Lieutenant Governor,,REP,Dan Patrick,1858,69,"1,117",670,1,1
Bowie,5C,Lieutenant Governor,,DEM,Mike Collier,480,43,311,124,1,1
Bowie,5C,Lieutenant Governor,,LIB,Shanna Steele,43,0,23,20,0,0
Bowie,5C,Lieutenant Governor,,,Over Votes,0,0,0,0,0,0
Bowie,5C,Lieutenant Governor,,,Under Votes,16,1,7,8,0,0
Bowie,5C,Attorney General,,REP,Ken Paxton,1844,70,"1,107",665,1,1
Bowie,5C,Attorney General,,DEM,Rochelle Mercedes Garza,481,42,311,126,1,1
Bowie,5C,Attorney General,,LIB,Mark Ash,53,1,27,25,0,0
Bowie,5C,Attorney General,,,Over Votes,0,0,0,0,0,0
Bowie,5C,Attorney General,,,Under Votes,19,0,13,6,0,0
Bowie,5C,Comptroller of Public Accounts,,REP,Glenn Hegar,1873,71,"1,132",668,1,1
Bowie,5C,Comptroller of Public Accounts,,DEM,Janet T. Dudding,451,41,286,122,1,1
Bowie,5C,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,38,0,17,21,0,0
Bowie,5C,Comptroller of Public Accounts,,,Over Votes,0,0,0,0,0,0
Bowie,5C,Comptroller of Public Accounts,,,Under Votes,35,1,23,11,0,0
Bowie,5C,Comm. General Land Office,,REP,Dawn Buckingham,1882,71,"1,139",670,1,1
Bowie,5C,Comm. General Land Office,,DEM,Jay Kleberg,462,41,295,124,1,1
Bowie,5C,Comm. General Land Office,,GRN,"Alfred Molison, Jr.",18,0,5,13,0,0
Bowie,5C,Comm. General Land Office,,,Write-ins,2,0,0,2,0,0
Bowie,5C,Comm. General Land Office,,,Over Votes,0,0,0,0,0,0
Bowie,5C,Comm. General Land Office,,,Under Votes,33,1,19,13,0,0
Bowie,5C,Commissioner of Agriculture,,REP,Sid Miller,1891,70,"1,142",677,1,1
Bowie,5C,Commissioner of Agriculture,,DEM,Susan Hays,466,41,295,129,0,1
Bowie,5C,Commissioner of Agriculture,,,Over Votes,0,0,0,0,0,0
Bowie,5C,Commissioner of Agriculture,,,Under Votes,40,2,21,16,1,0
Bowie,5C,Railroad Commissioner,,REP,Wayne Christian,1856,70,"1,128",656,1,1
Bowie,5C,Railroad Commissioner,,DEM,Luke Warford,435,42,273,118,1,1
Bowie,5C,Railroad Commissioner,,LIB,Jaime Andres Diez,48,0,26,22,0,0
Bowie,5C,Railroad Commissioner,,GRN,Hunter Wayne Crow,15,0,8,7,0,0
