county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
CALDWELL,100,Ballots Cast Total,NA,"NA",,145,4,68,73
CALDWELL,100,Ballots Cast,NA,REP,,77,1,39,37
CALDWELL,100,U.S. House,27,REP,Michael Cloud,41,1,19,21
CALDWELL,100,U.S. House,27,REP,Eric Mireles,4,0,2,2
CALDWELL,100,U.S. House,27,REP,Andrew Alvarez,4,0,0,4
CALDWELL,100,U.S. House,27,REP,Chris Mapp,9,0,7,2
CALDWELL,100,U.S. House,27,REP,AJ Louderback,8,0,6,2
CALDWELL,100,Governor,NA,REP,Rick Perry,6,0,2,4
CALDWELL,100,Governor,NA,REP,Kandy Kaye Horn,2,0,2,0
CALDWELL,100,Governor,NA,REP,Don Huffines,4,0,1,3
CALDWELL,100,Governor,NA,REP,Chad Prather,1,0,0,1
CALDWELL,100,Governor,NA,REP,Allen B. West,12,0,9,3
CALDWELL,100,Governor,NA,REP,Greg Abbott,47,1,25,21
CALDWELL,100,Governor,NA,REP,Paul Belew,0,0,0,0
CALDWELL,100,Governor,NA,REP,Danny Harrison,3,0,0,3
CALDWELL,100,Lieutenant Governor,NA,REP,Daniel Miller,3,0,2,1
CALDWELL,100,Lieutenant Governor,NA,REP,Zach Vance,7,0,5,2
CALDWELL,100,Lieutenant Governor,NA,REP,Aaron Sorrells,2,0,1,1
CALDWELL,100,Lieutenant Governor,NA,REP,Todd M. Bullis,5,0,3,2
CALDWELL,100,Lieutenant Governor,NA,REP,Trayce Bradford,5,0,3,2
CALDWELL,100,Lieutenant Governor,NA,REP,Dan Patrick,45,1,21,23
CALDWELL,100,Attorney General,NA,REP,Louie Gohmert,10,0,6,4
CALDWELL,100,Attorney General,NA,REP,George P. Bush,22,0,11,11
CALDWELL,100,Attorney General,NA,REP,Ken Paxton,25,0,11,14
CALDWELL,100,Attorney General,NA,REP,Eva Guzman,17,1,10,6
CALDWELL,100,Comptroller of Public Accounts,NA,REP,Glenn Hegar,62,1,34,27
CALDWELL,100,Comptroller of Public Accounts,NA,REP,Mark V. Goloby,4,0,1,3
CALDWELL,100,Comm General Land Office,NA,REP,Rufus Lopez,3,0,1,2
CALDWELL,100,Comm General Land Office,NA,REP,Weston Martinez,4,0,2,2
CALDWELL,100,Comm General Land Office,NA,REP,Victor Avila,5,0,1,4
CALDWELL,100,Comm General Land Office,NA,REP,Dawn Buckingham,20,1,8,11
CALDWELL,100,Comm General Land Office,NA,REP,Ben Armenta,0,0,0,0
CALDWELL,100,Comm General Land Office,NA,REP,Don W. Minton,7,0,6,1
CALDWELL,100,Comm General Land Office,NA,REP,Tim Westley,6,0,2,4
CALDWELL,100,Comm General Land Office,NA,REP,Jon Spiers,10,0,6,4
CALDWELL,100,Commissioner of Agriculture,NA,REP,Carey A. Counsil,10,0,7,3
CALDWELL,100,Commissioner of Agriculture,NA,REP,Sid Miller,33,1,18,14
CALDWELL,100,Commissioner of Agriculture,NA,REP,James White,17,0,6,11
CALDWELL,100,Railroad Commissioner,NA,REP,"Marvin ""Sarge"" Summers",10,0,6,4
CALDWELL,100,Railroad Commissioner,NA,REP,Dawayne Tipton,7,0,4,3
CALDWELL,100,Railroad Commissioner,NA,REP,Sarah Stogner,15,0,9,6
CALDWELL,100,Railroad Commissioner,NA,REP,Wayne Christian,15,1,8,6
CALDWELL,100,Railroad Commissioner,NA,REP,Tom Slocum Jr,9,0,2,7
CALDWELL,100,"Justice, Supreme Court, Pl 3",NA,REP,Debra Lehrmann,53,1,29,23
CALDWELL,100,"Justice, Supreme Court, Pl 5",NA,REP,Rebeca Huddle,52,1,28,23
CALDWELL,100,"Justice, Supreme Court, Pl 9",NA,REP,Evan Young,32,0,14,18
CALDWELL,100,"Justice, Supreme Court, Pl 9",NA,REP,David J. Schenck,22,1,12,9
CALDWELL,100,"Judge, Ct of Crim App, Pl 2",NA,REP,Mary Lou Keel,52,1,28,23
CALDWELL,100,"Judge, Ct of Crim App, Pl 5",NA,REP,Scott Walker,28,1,16,11
CALDWELL,100,"Judge, Ct of Crim App, Pl 5",NA,REP,Clint Morgan,22,0,12,10
