county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Dallam,1,Ballots Cast Total,NA,"NA",,177,18,23,136
Dallam,1,Ballots Cast Blank,NA,"NA",,0,0,0,0
Dallam,1,U.S. House,13,REP,Ronny Jackson,164,14,21,129
Dallam,1,U.S. House,13,DEM,Kathleen Brown,10,3,1,6
Dallam,1,Governor,NA,REP,Greg Abbott,163,15,20,128
Dallam,1,Governor,NA,DEM,Beto O'Rourke,8,3,0,5
Dallam,1,Governor,NA,LIB,Mark Tippetts,6,0,3,3
Dallam,1,Governor,NA,GRN,Delilah Barrios,0,0,0,0
Dallam,1,Lieutenant Governor,NA,REP,Dan Patrick,161,15,20,126
Dallam,1,Lieutenant Governor,NA,DEM,Mike Collier,10,3,1,6
Dallam,1,Lieutenant Governor,NA,LIB,Shanna Steele,4,0,2,2
Dallam,1,Attorney General,NA,REP,Ken Paxton,161,15,20,126
Dallam,1,Attorney General,NA,DEM,Rochelle Mercedes Garza,9,3,1,5
Dallam,1,Attorney General,NA,LIB,Mark Ash,6,0,2,4
Dallam,1,Comptroller of Public Accounts,NA,REP,Glenn Hegar,163,13,19,131
Dallam,1,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,7,3,1,3
Dallam,1,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,4,0,2,2
Dallam,1,Comm. General Land Office,NA,REP,Dawn Buckingham,167,14,22,131
Dallam,1,Comm. General Land Office,NA,DEM,Jay Kleberg,9,4,0,5
Dallam,1,Comm. General Land Office,NA,GRN,"Alfred Molison, Jr.",0,0,0,0
Dallam,1,Commissioner of Agriculture,NA,REP,Sid Miller,165,15,21,129
Dallam,1,Commissioner of Agriculture,NA,DEM,Susan Hays,10,3,1,6
Dallam,1,Railroad Commissioner,NA,REP,Wayne Christian,160,13,21,126
Dallam,1,Railroad Commissioner,NA,DEM,Luke Warford,7,3,0,4
Dallam,1,Railroad Commissioner,NA,LIB,Jaime Andres Diez,5,0,2,3
Dallam,1,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,0,0,0,0
Dallam,1,"Justice, Supreme Ct. Pl. 3",NA,REP,Debra Lehrmann,161,13,20,128
Dallam,1,"Justice, Supreme Ct. Pl. 3",NA,DEM,Erin A. Nowell,9,3,1,5
