county,precinct,office,district,party,candidate,votes,early_voting,election_day
Montgomery,01,U.S. House,8,REP,Morgan Luttrell,523,334,189
Montgomery,01,U.S. House,8,DEM,Laura Jones,215,127,88
Montgomery,01,U.S. House,8,LIB,Roy Eriksen,9,3,6
Montgomery,01,Governor,,REP,Greg Abbott,680,502,178
Montgomery,01,Governor,,DEM,Beto O'Rourke,366,261,105
Montgomery,01,Governor,,LIB,Mark Tippetts,7,5,2
Montgomery,01,Governor,,GRN,Delilah Barrios,2,0,2
Montgomery,01,Lieutenant Governor,,REP,Dan Patrick,665,490,175
Montgomery,01,Lieutenant Governor,,DEM,Mike Collier,353,259,94
Montgomery,01,Lieutenant Governor,,LIB,Shanna Steele,30,16,14
Montgomery,01,Attorney General,,REP,Ken Paxton,676,499,177
Montgomery,01,Attorney General,,DEM,Rochelle Mercedes Garza,351,253,98
Montgomery,01,Attorney General,,LIB,Mark Ash,18,11,7
Montgomery,01,Comptroller of Public Accounts,,REP,Glenn Hegar,688,506,182
Montgomery,01,Comptroller of Public Accounts,,DEM,Janet T. Dudding,331,243,88
Montgomery,01,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,27,14,13
Montgomery,01,Commissioner of the General Land Office,,REP,Dawn Buckingham,687,506,181
Montgomery,01,Commissioner of the General Land Office,,DEM,Jay Kleberg,338,245,93
Montgomery,01,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr.",17,10,7
Montgomery,01,Commissioner of Agriculture,,REP,Sid Miller,692,505,187
Montgomery,01,Commissioner of Agriculture,,DEM,Susan Hays,351,256,95
Montgomery,01,Railroad Commissioner,,REP,Wayne Christian,684,506,178
Montgomery,01,Railroad Commissioner,,DEM,Luke Warford,320,233,87
Montgomery,01,Railroad Commissioner,,LIB,Jaime Andres Diez,24,16,8
Montgomery,01,Railroad Commissioner,,GRN,Hunter Wayne Crow,10,4,6
Montgomery,01,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,695,511,184
Montgomery,01,"Justice, Supreme Court, Place 3",,DEM,Erin A. Nowell,342,246,96
Montgomery,01,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,8,6,2
Montgomery,01,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,697,512,185
Montgomery,01,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,349,251,98
Montgomery,01,"Justice, Supreme Court, Place 9",,REP,Evan Young,689,506,183
Montgomery,01,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,354,255,99
Montgomery,01,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,690,509,181
Montgomery,01,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,350,252,98
Montgomery,01,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F. McClure, III",688,506,182
Montgomery,01,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,348,250,98
Montgomery,01,"Member, State Board of Education, District 8",,REP,Audrey Young,554,351,203
Montgomery,01,"Member, State Board of Education, District 8",,LIB,Rhett Rosenquest Smith,168,102,66
Montgomery,01,State Senate,4,REP,Brandon Creighton,517,332,185
Montgomery,01,State Senate,4,DEM,Misty Bishop,233,139,94
Montgomery,01,"Justice, Court of Appeals District 9, Place 2",,REP,Jay Wright,502,318,184
Montgomery,01,"Justice, Court of Appeals District 9, Place 2",,DEM,Bob Mabry,230,136,94
Montgomery,02,U.S. House,8,REP,Morgan Luttrell,961,603,358
Montgomery,02,U.S. House,8,DEM,Laura Jones,326,192,134
Montgomery,02,U.S. House,8,LIB,Roy Eriksen,21,8,13
Montgomery,02,Governor,,REP,Greg Abbott,1008,655,353
Montgomery,02,Governor,,DEM,Beto O'Rourke,388,239,149
Montgomery,02,Governor,,LIB,Mark Tippetts,13,4,9
Montgomery,02,Governor,,GRN,Delilah Barrios,1,1,0
Montgomery,02,Lieutenant Governor,,REP,Dan Patrick,991,646,345
Montgomery,02,Lieutenant Governor,,DEM,Mike Collier,378,236,142
Montgomery,02,Lieutenant Governor,,LIB,Shanna Steele,34,14,20
Montgomery,02,Attorney General,,REP,Ken Paxton,991,648,343
Montgomery,02,Attorney General,,DEM,Rochelle Mercedes Garza,380,228,152
Montgomery,02,Attorney General,,LIB,Mark Ash,33,19,14
Montgomery,02,Comptroller of Public Accounts,,REP,Glenn Hegar,1017,662,355
Montgomery,02,Comptroller of Public Accounts,,DEM,Janet T. Dudding,342,214,128
Montgomery,02,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,37,12,25
Montgomery,02,Commissioner of the General Land Office,,REP,Dawn Buckingham,1025,665,360
Montgomery,02,Commissioner of the General Land Office,,DEM,Jay Kleberg,349,215,134
Montgomery,02,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr.",20,10,10
Montgomery,02,Commissioner of Agriculture,,REP,Sid Miller,1024,666,358
Montgomery,02,Commissioner of Agriculture,,DEM,Susan Hays,371,225,146
Montgomery,02,Railroad Commissioner,,REP,Wayne Christian,1013,653,360
Montgomery,02,Railroad Commissioner,,DEM,Luke Warford,337,220,117
Montgomery,02,Railroad Commissioner,,LIB,Jaime Andres Diez,35,12,23
Montgomery,02,Railroad Commissioner,,GRN,Hunter Wayne Crow,11,5,6
Montgomery,02,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,1020,658,362
Montgomery,02,"Justice, Supreme Court, Place 3",,DEM,Erin A. Nowell,352,218,134
Montgomery,02,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,23,12,11
Montgomery,02,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,1030,668,362
Montgomery,02,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,364,222,142
Montgomery,02,"Justice, Supreme Court, Place 9",,REP,Evan Young,1016,664,352
Montgomery,02,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,373,221,152
Montgomery,02,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,1033,667,366
Montgomery,02,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,363,223,140
Montgomery,02,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F. McClure, III",1028,670,358
Montgomery,02,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,359,215,144
Montgomery,02,"Member, State Board of Education, District 6",,REP,Will Hickman,1014,656,358
Montgomery,02,"Member, State Board of Education, District 6",,DEM,Michelle Palmer,372,223,149
Montgomery,02,State Senate,4,REP,Brandon Creighton,980,610,370
Montgomery,02,State Senate,4,DEM,Misty Bishop,344,205,139
Montgomery,02,"Justice, Court of Appeals District 9, Place 2",,REP,Jay Wright,979,613,366
Montgomery,02,"Justice, Court of Appeals District 9, Place 2",,DEM,Bob Mabry,332,194,138
Montgomery,03,U.S. House,2,REP,Dan Crenshaw,1615,1142,473
Montgomery,03,U.S. House,2,DEM,Robin Fulford,673,487,186
Montgomery,03,Governor,,REP,Greg Abbott,1556,1100,456
Montgomery,03,Governor,,DEM,Beto O'Rourke,725,525,200
Montgomery,03,Governor,,LIB,Mark Tippetts,23,20,3
Montgomery,03,Governor,,GRN,Delilah Barrios,5,3,2
Montgomery,03,Lieutenant Governor,,REP,Dan Patrick,1530,1082,448
Montgomery,03,Lieutenant Governor,,DEM,Mike Collier,720,528,192
Montgomery,03,Lieutenant Governor,,LIB,Shanna Steele,59,38,21
Montgomery,03,Attorney General,,REP,Ken Paxton,1535,1090,445
Montgomery,03,Attorney General,,DEM,Rochelle Mercedes Garza,711,521,190
Montgomery,03,Attorney General,,LIB,Mark Ash,53,33,20
Montgomery,03,Comptroller of Public Accounts,,REP,Glenn Hegar,1593,1131,462
Montgomery,03,Comptroller of Public Accounts,,DEM,Janet T. Dudding,644,478,166
Montgomery,03,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,46,24,22
Montgomery,03,Commissioner of the General Land Office,,REP,Dawn Buckingham,1600,1131,469
Montgomery,03,Commissioner of the General Land Office,,DEM,Jay Kleberg,660,487,173
Montgomery,03,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr.",19,12,7
Montgomery,03,Commissioner of Agriculture,,REP,Sid Miller,1586,1126,460
Montgomery,03,Commissioner of Agriculture,,DEM,Susan Hays,696,504,192
Montgomery,03,Railroad Commissioner,,REP,Wayne Christian,1570,1120,450
Montgomery,03,Railroad Commissioner,,DEM,Luke Warford,641,469,172
Montgomery,03,Railroad Commissioner,,LIB,Jaime Andres Diez,53,30,23
Montgomery,03,Railroad Commissioner,,GRN,Hunter Wayne Crow,8,6,2
Montgomery,03,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,1593,1128,465
Montgomery,03,"Justice, Supreme Court, Place 3",,DEM,Erin A. Nowell,653,483,170
Montgomery,03,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,40,26,14
Montgomery,03,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,1603,1136,467
Montgomery,03,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,680,498,182
Montgomery,03,"Justice, Supreme Court, Place 9",,REP,Evan Young,1596,1137,459
Montgomery,03,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,687,495,192
Montgomery,03,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,1615,1147,468
Montgomery,03,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,665,485,180
Montgomery,03,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F. McClure, III",1617,1149,468
Montgomery,03,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,652,473,179
Montgomery,03,"Member, State Board of Education, District 6",,REP,Will Hickman,1588,1121,467
Montgomery,03,"Member, State Board of Education, District 6",,DEM,Michelle Palmer,686,505,181
Montgomery,03,"Justice, Court of Appeals District 9, Place 2",,REP,Jay Wright,1619,1149,470
Montgomery,03,"Justice, Court of Appeals District 9, Place 2",,DEM,Bob Mabry,650,472,178
Montgomery,03,"Justice of the Peace, Precinct No. 3",,REP,Matt Beasley,1605,1137,468
Montgomery,03,"Justice of the Peace, Precinct No. 3",,DEM,April Prim,666,485,181
Montgomery,04,U.S. House,2,REP,Dan Crenshaw,543,362,181
Montgomery,04,U.S. House,2,DEM,Robin Fulford,374,249,125
Montgomery,04,Governor,,REP,Greg Abbott,506,340,166
Montgomery,04,Governor,,DEM,Beto O'Rourke,408,272,136
Montgomery,04,Governor,,LIB,Mark Tippetts,20,10,10
Montgomery,04,Governor,,GRN,Delilah Barrios,2,2,0
Montgomery,04,Lieutenant Governor,,REP,Dan Patrick,498,334,164
Montgomery,04,Lieutenant Governor,,DEM,Mike Collier,392,265,127
Montgomery,04,Lieutenant Governor,,LIB,Shanna Steele,41,22,19
Montgomery,04,Attorney General,,REP,Ken Paxton,497,339,158
Montgomery,04,Attorney General,,DEM,Rochelle Mercedes Garza,396,264,132
Montgomery,04,Attorney General,,LIB,Mark Ash,35,16,19
Montgomery,04,Comptroller of Public Accounts,,REP,Glenn Hegar,517,343,174
Montgomery,04,Comptroller of Public Accounts,,DEM,Janet T. Dudding,376,252,124
