county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Red River,2-1,U.S. House,1,REP,Nathaniel Moran,4,1,2,1
Red River,2-1,U.S. House,1,DEM,Jrmar (JJ) Jefferson,29,4,21,4
Red River,2-1,Governor,,REP,Greg Abbott,4,1,2,1
Red River,2-1,Governor,,DEM,Beto O'Rourke,29,4,21,4
Red River,2-1,Governor,,LIB,Mark Tippetts,0,0,0,0
Red River,2-1,Governor,,GRN,Delilah Barrios,0,0,0,0
Red River,2-1,Governor,,,Jacqueline Abernathy,0,0,0,0
Red River,2-1,Governor,,,Mark V Goloby,0,0,0,0
Red River,2-1,Governor,,,Rejected write-ins,0,0,0,0
Red River,2-1,Governor,,,Unassigned write-ins,0,0,0,0
Red River,2-1,Lieutenant Governor,,REP,Dan Patrick,3,0,2,1
Red River,2-1,Lieutenant Governor,,DEM,Mike Collier,30,5,21,4
Red River,2-1,Lieutenant Governor,,LIB,Shanna Steele,0,0,0,0
Red River,2-1,Attorney General,,REP,Ken Paxton,3,0,2,1
Red River,2-1,Attorney General,,DEM,Rochelle Mercedes Garza,28,4,21,3
Red River,2-1,Attorney General,,LIB,Mark Ash,2,1,0,1
Red River,2-1,Comptroller of Public Accounts,,REP,Glenn Hegar,4,1,2,1
Red River,2-1,Comptroller of Public Accounts,,DEM,Janet T. Dudding,29,4,21,4
Red River,2-1,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,0,0,0,0
Red River,2-1,Commissioner of the General Land Office,,REP,Dawn Buckingham,4,1,2,1
Red River,2-1,Commissioner of the General Land Office,,DEM,Jay Kleberg,29,4,21,4
Red River,2-1,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr.",0,0,0,0
Red River,2-1,Commissioner of the General Land Office,,,Carrie Evelyn Menger,0,0,0,0
Red River,2-1,Commissioner of the General Land Office,,,Rejected write-ins,0,0,0,0
Red River,2-1,Commissioner of the General Land Office,,,Unassigned write-ins,0,0,0,0
Red River,2-1,Commissioner of Agriculture,,REP,Sid Miller,4,1,2,1
Red River,2-1,Commissioner of Agriculture,,DEM,Susan Hays,28,4,20,4
Red River,2-1,Railroad Commissioner,,REP,Wayne Christian,4,1,2,1
Red River,2-1,Railroad Commissioner,,DEM,Luke Warford,29,4,21,4
Red River,2-1,Railroad Commissioner,,LIB,Jaime Andres Diez,0,0,0,0
Red River,2-1,Railroad Commissioner,,GRN,Hunter Wayne Crow,0,0,0,0
Red River,2-1,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,4,1,2,1
Red River,2-1,"Justice, Supreme Court, Place 3",,DEM,Erin A. Nowell,29,4,21,4
Red River,2-1,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,0,0,0,0
Red River,2-1,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,5,1,2,2
Red River,2-1,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,28,4,21,3
Red River,2-1,"Justice, Supreme Court, Place 9",,REP,Evan Young,4,1,2,1
Red River,2-1,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,26,4,19,3
Red River,2-1,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,4,1,2,1
Red River,2-1,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,29,4,21,4
