county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Nolan,1,Registered Voters,,,,980,0,0,0
Nolan,2,Registered Voters,,,,1073,0,0,0
Nolan,3,Registered Voters,,,,1744,0,0,0
Nolan,4,Registered Voters,,,,1845,0,0,0
Nolan,5,Registered Voters,,,,148,0,0,0
Nolan,6,Registered Voters,,,,1069,0,0,0
Nolan,7,Registered Voters,,,,289,0,0,0
Nolan,8,Registered Voters,,,,168,0,0,0
Nolan,9,Registered Voters,,,,1452,0,0,0
Nolan,1,Ballots Cast,,,,379,186,179,14
Nolan,2,Ballots Cast,,,,581,311,251,19
Nolan,3,Ballots Cast,,,,648,310,312,26
Nolan,4,Ballots Cast,,,,553,295,236,22
Nolan,5,Ballots Cast,,,,105,72,27,6
Nolan,6,Ballots Cast,,,,479,294,173,12
Nolan,7,Ballots Cast,,,,190,147,38,5
Nolan,8,Ballots Cast,,,,115,76,38,1
Nolan,9,Ballots Cast,,,,770,395,359,16
Nolan,1,Ballots Cast - Blank,,,,0,0,0,0
Nolan,2,Ballots Cast - Blank,,,,0,0,0,0
Nolan,3,Ballots Cast - Blank,,,,0,0,0,0
Nolan,4,Ballots Cast - Blank,,,,0,0,0,0
Nolan,5,Ballots Cast - Blank,,,,0,0,0,0
Nolan,6,Ballots Cast - Blank,,,,1,1,0,0
Nolan,7,Ballots Cast - Blank,,,,0,0,0,0
Nolan,8,Ballots Cast - Blank,,,,0,0,0,0
Nolan,9,Ballots Cast - Blank,,,,0,0,0,0
Nolan,1,U.S. House,19,REP,Jodey C. Arrington,283,142,134,7
Nolan,2,U.S. House,19,REP,Jodey C. Arrington,504,274,221,9
Nolan,3,U.S. House,19,REP,Jodey C. Arrington,512,257,235,20
Nolan,4,U.S. House,19,REP,Jodey C. Arrington,408,226,174,8
Nolan,5,U.S. House,19,REP,Jodey C. Arrington,87,64,20,3
Nolan,6,U.S. House,19,REP,Jodey C. Arrington,418,265,145,8
Nolan,7,U.S. House,19,REP,Jodey C. Arrington,174,135,34,5
Nolan,8,U.S. House,19,REP,Jodey C. Arrington,103,69,33,1
Nolan,9,U.S. House,19,REP,Jodey C. Arrington,674,344,320,10
Nolan,1,U.S. House,19,IND,IND Nathan Lewis,80,39,36,5
Nolan,2,U.S. House,19,IND,IND Nathan Lewis,63,34,24,5
Nolan,3,U.S. House,19,IND,IND Nathan Lewis,112,43,64,5
Nolan,4,U.S. House,19,IND,IND Nathan Lewis,106,55,44,7
Nolan,5,U.S. House,19,IND,IND Nathan Lewis,16,6,7,3
Nolan,6,U.S. House,19,IND,IND Nathan Lewis,43,21,19,3
Nolan,7,U.S. House,19,IND,IND Nathan Lewis,13,10,3,0
Nolan,8,U.S. House,19,IND,IND Nathan Lewis,9,4,5,0
Nolan,9,U.S. House,19,IND,IND Nathan Lewis,78,43,30,5
Nolan,1,U.S. House,19,,OVER VOTES,0,0,0,0
Nolan,2,U.S. House,19,,OVER VOTES,0,0,0,0
Nolan,3,U.S. House,19,,OVER VOTES,0,0,0,0
Nolan,4,U.S. House,19,,OVER VOTES,0,0,0,0
Nolan,5,U.S. House,19,,OVER VOTES,0,0,0,0
Nolan,6,U.S. House,19,,OVER VOTES,0,0,0,0
Nolan,7,U.S. House,19,,OVER VOTES,0,0,0,0
Nolan,8,U.S. House,19,,OVER VOTES,0,0,0,0
Nolan,9,U.S. House,19,,OVER VOTES,0,0,0,0
Nolan,1,U.S. House,19,,UNDER VOTES,16,5,9,2
Nolan,2,U.S. House,19,,UNDER VOTES,14,3,6,5
Nolan,3,U.S. House,19,,UNDER VOTES,24,10,13,1
Nolan,4,U.S. House,19,,UNDER VOTES,39,14,18,7
Nolan,5,U.S. House,19,,UNDER VOTES,2,2,0,0
Nolan,6,U.S. House,19,,UNDER VOTES,18,8,9,1
Nolan,7,U.S. House,19,,UNDER VOTES,3,2,1,0
Nolan,8,U.S. House,19,,UNDER VOTES,3,3,0,0
Nolan,9,U.S. House,19,,UNDER VOTES,18,8,9,1
Nolan,1,Governor,,REP,Greg Abbott,277,134,136,7
Nolan,2,Governor,,REP,Greg Abbott,486,256,220,10
Nolan,3,Governor,,REP,Greg Abbott,499,253,228,18
Nolan,4,Governor,,REP,Greg Abbott,391,210,173,8
Nolan,5,Governor,,REP,Greg Abbott,87,65,18,4
Nolan,6,Governor,,REP,Greg Abbott,409,255,146,8
Nolan,7,Governor,,REP,Greg Abbott,176,137,35,4
Nolan,8,Governor,,REP,Greg Abbott,103,71,31,1
Nolan,9,Governor,,REP,Greg Abbott,665,338,318,9
Nolan,1,Governor,,DEM,Beto O'Rourke,94,47,40,7
Nolan,2,Governor,,DEM,Beto O'Rourke,86,49,28,9
Nolan,3,Governor,,DEM,Beto O'Rourke,142,55,81,6
Nolan,4,Governor,,DEM,Beto O'Rourke,144,75,56,13
Nolan,5,Governor,,DEM,Beto O'Rourke,16,6,8,2
