county,precinct,office,district,party,candidate,votes,early_voting,election_day
Bandera,101,U.S. House,21,DEM,Claudia Andreana Zapata,14,9,5
Bandera,101,U.S. House,21,DEM,Coy Gee Branscum II,7,6,1
Bandera,101,U.S. House,21,DEM,David Anderson Jr,7,7,0
Bandera,101,U.S. House,21,DEM,Scott William Sturm,1,1,0
Bandera,101,U.S. House,21,DEM,Cherif Gacis,4,4,0
Bandera,101,U.S. House,21,DEM,Ricardo Villarreal,11,7,4
Bandera,101,Governor,,DEM,Rich Wakeland,0,0,0
Bandera,101,Governor,,DEM,Michael Cooper,1,1,0
Bandera,101,Governor,,DEM,Beto O'Rourke,41,31,10
Bandera,101,Governor,,DEM,Joy Diaz,3,2,1
Bandera,101,Governor,,DEM,Inocencio (Inno) Barrientez,0,0,0
Bandera,101,Lieutenant Governor,,DEM,Carla Brailey,17,15,2
Bandera,101,Lieutenant Governor,,DEM,Michelle Beckley,9,4,5
Bandera,101,Lieutenant Governor,,DEM,Mike Collier,19,15,4
Bandera,101,Attorney General,,DEM,Lee Merritt,8,6,2
Bandera,101,Attorney General,,DEM,"S. ""TBone"" Raynor",1,1,0
Bandera,101,Attorney General,,DEM,Joe Jaworski,12,11,1
Bandera,101,Attorney General,,DEM,Rochelle Mercedes Garza,18,12,6
Bandera,101,Attorney General,,DEM,Mike Fields,6,4,2
Bandera,101,Comptroller of Public Accounts,,DEM,Janet T. Dudding,21,15,6
Bandera,101,Comptroller of Public Accounts,,DEM,Angel Luis Vega,11,8,3
Bandera,101,Comptroller of Public Accounts,,DEM,Tim Mahoney,12,11,1
Bandera,101,Commissioner of the General Land Office,,DEM,Jinny Suh,11,9,2
Bandera,101,Commissioner of the General Land Office,,DEM,Jay Kleberg,14,13,1
Bandera,101,Commissioner of the General Land Office,,DEM,Sandragrace Martinez,10,5,5
Bandera,101,Commissioner of the General Land Office,,DEM,Michael Lange,7,5,2
Bandera,101,Commissioner of Agriculture,,DEM,Ed Ireson,12,9,3
Bandera,101,Commissioner of Agriculture,,DEM,Susan Hays,32,24,8
Bandera,101,Railroad Commissioner,,DEM,Luke Warford,42,32,10
Bandera,101,"Justice, Supreme Court, Place 3",,DEM,Erin A Nowell,42,32,10
Bandera,101,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,42,32,10
Bandera,101,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,42,32,10
Bandera,101,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,42,32,10
Bandera,101,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,41,32,9
Bandera,101,"Member, State Board of Education, District No. 1",,DEM,Omar Yanar,11,9,2
Bandera,101,"Member, State Board of Education, District No. 1",,DEM,Laura Marquez,15,11,4
Bandera,101,"Member, State Board of Education, District No. 1",,DEM,Melissa N Ortega,19,14,5
Bandera,101,State Senate,24,DEM,Kathy Jones-Hospod,37,30,7
Bandera,101,State Senate,24,DEM,Jeremy Kohlwes,7,4,3
Bandera,101,State House,53,DEM,Joe P. Herrera,40,30,10
Bandera,101,"Justice, 4th Court of Appeals District, Place No. 6",,DEM,Irene Rios,40,30,10
Bandera,101,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",,DEM,"Rebecca ""Beckie"" Palomo",41,31,10
Bandera,101,County Chairman,,DEM,Lynn Oliver,43,33,10
Bandera,102,U.S. House,21,DEM,Claudia Andreana Zapata,37,18,19
Bandera,102,U.S. House,21,DEM,Coy Gee Branscum II,4,2,2
Bandera,102,U.S. House,21,DEM,David Anderson Jr,8,5,3
Bandera,102,U.S. House,21,DEM,Scott William Sturm,9,6,3
Bandera,102,U.S. House,21,DEM,Cherif Gacis,4,4,0
Bandera,102,U.S. House,21,DEM,Ricardo Villarreal,11,8,3
Bandera,102,Governor,,DEM,Rich Wakeland,0,0,0
Bandera,102,Governor,,DEM,Michael Cooper,4,4,0
Bandera,102,Governor,,DEM,Beto O'Rourke,70,37,33
Bandera,102,Governor,,DEM,Joy Diaz,3,3,0
Bandera,102,Governor,,DEM,Inocencio (Inno) Barrientez,0,0,0
Bandera,102,Lieutenant Governor,,DEM,Carla Brailey,20,8,12
Bandera,102,Lieutenant Governor,,DEM,Michelle Beckley,31,19,12
Bandera,102,Lieutenant Governor,,DEM,Mike Collier,25,18,7
Bandera,102,Attorney General,,DEM,Lee Merritt,14,9,5
Bandera,102,Attorney General,,DEM,"S. ""TBone"" Raynor",5,3,2
Bandera,102,Attorney General,,DEM,Joe Jaworski,15,9,6
Bandera,102,Attorney General,,DEM,Rochelle Mercedes Garza,34,17,17
Bandera,102,Attorney General,,DEM,Mike Fields,7,6,1
Bandera,102,Comptroller of Public Accounts,,DEM,Janet T. Dudding,40,25,15
Bandera,102,Comptroller of Public Accounts,,DEM,Angel Luis Vega,16,6,10
Bandera,102,Comptroller of Public Accounts,,DEM,Tim Mahoney,18,13,5
Bandera,102,Commissioner of the General Land Office,,DEM,Jinny Suh,17,8,9
Bandera,102,Commissioner of the General Land Office,,DEM,Jay Kleberg,21,15,6
Bandera,102,Commissioner of the General Land Office,,DEM,Sandragrace Martinez,20,7,13
Bandera,102,Commissioner of the General Land Office,,DEM,Michael Lange,16,14,2
Bandera,102,Commissioner of Agriculture,,DEM,Ed Ireson,9,6,3
Bandera,102,Commissioner of Agriculture,,DEM,Susan Hays,65,37,28
Bandera,102,Railroad Commissioner,,DEM,Luke Warford,72,42,30
Bandera,102,"Justice, Supreme Court, Place 3",,DEM,Erin A Nowell,71,41,30
Bandera,102,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,71,41,30
Bandera,102,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,70,40,30
Bandera,102,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,71,40,31
Bandera,102,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,69,39,30
Bandera,102,"Member, State Board of Education, District No. 1",,DEM,Omar Yanar,11,6,5
Bandera,102,"Member, State Board of Education, District No. 1",,DEM,Laura Marquez,26,11,15
Bandera,102,"Member, State Board of Education, District No. 1",,DEM,Melissa N Ortega,38,26,12
Bandera,102,State Senate,24,DEM,Kathy Jones-Hospod,58,32,26
Bandera,102,State Senate,24,DEM,Jeremy Kohlwes,16,11,5
Bandera,102,State House,53,DEM,Joe P. Herrera,67,37,30
Bandera,102,"Justice, 4th Court of Appeals District, Place No. 6",,DEM,Irene Rios,68,38,30
Bandera,102,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",,DEM,"Rebecca ""Beckie"" Palomo",68,38,30
Bandera,102,County Chairman,,DEM,Lynn Oliver,68,38,30
Bandera,203,U.S. House,21,DEM,Claudia Andreana Zapata,38,20,18
Bandera,203,U.S. House,21,DEM,Coy Gee Branscum II,8,6,2
Bandera,203,U.S. House,21,DEM,David Anderson Jr,12,8,4
Bandera,203,U.S. House,21,DEM,Scott William Sturm,7,6,1
Bandera,203,U.S. House,21,DEM,Cherif Gacis,4,2,2
Bandera,203,U.S. House,21,DEM,Ricardo Villarreal,20,12,8
Bandera,203,Governor,,DEM,Rich Wakeland,1,1,0
Bandera,203,Governor,,DEM,Michael Cooper,3,2,1
Bandera,203,Governor,,DEM,Beto O'Rourke,85,51,34
Bandera,203,Governor,,DEM,Joy Diaz,1,1,0
Bandera,203,Governor,,DEM,Inocencio (Inno) Barrientez,0,0,0
Bandera,203,Lieutenant Governor,,DEM,Carla Brailey,30,19,11
Bandera,203,Lieutenant Governor,,DEM,Michelle Beckley,33,16,17
Bandera,203,Lieutenant Governor,,DEM,Mike Collier,25,18,7
Bandera,203,Attorney General,,DEM,Lee Merritt,13,7,6
Bandera,203,Attorney General,,DEM,"S. ""TBone"" Raynor",7,6,1
Bandera,203,Attorney General,,DEM,Joe Jaworski,21,13,8
Bandera,203,Attorney General,,DEM,Rochelle Mercedes Garza,38,22,16
Bandera,203,Attorney General,,DEM,Mike Fields,9,5,4
