county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Colorado,101 Columbus/Glidden,Ballots Cast,,,,1093,316,723,54
Colorado,102 Rock Island,Ballots Cast,,,,154,71,81,2
Colorado,103 Garwood/Nada,Ballots Cast,,,,353,224,118,11
Colorado,201 Weimar/Oakland,Ballots Cast,,,,1798,567,1157,74
Colorado,202 Sheridan,Ballots Cast,,,,350,181,154,15
Colorado,302 Frelsburg/Brushy,Ballots Cast,,,,811,322,410,79
Colorado,303 Mentz,Ballots Cast,,,,409,143,252,14
Colorado,304 Bernardo,Ballots Cast,,,,356,154,193,9
Colorado,305 North Columbus/Shaws Bend,Ballots Cast,,,,1023,325,649,49
Colorado,401 Alleyton/Altair,Ballots Cast,,,,250,74,163,13
Colorado,402 Eagle Lake,Ballots Cast,,,,1043,428,562,53
Colorado,101 Columbus/Glidden,Ballots Cast - Blank,,,,0,0,0,0
Colorado,102 Rock Island,Ballots Cast - Blank,,,,0,0,0,0
Colorado,103 Garwood/Nada,Ballots Cast - Blank,,,,1,1,0,0
Colorado,201 Weimar/Oakland,Ballots Cast - Blank,,,,2,1,0,1
Colorado,202 Sheridan,Ballots Cast - Blank,,,,0,0,0,0
Colorado,302 Frelsburg/Brushy,Ballots Cast - Blank,,,,0,0,0,0
Colorado,303 Mentz,Ballots Cast - Blank,,,,1,0,1,0
Colorado,304 Bernardo,Ballots Cast - Blank,,,,0,0,0,0
Colorado,305 North Columbus/Shaws Bend,Ballots Cast - Blank,,,,0,0,0,0
Colorado,401 Alleyton/Altair,Ballots Cast - Blank,,,,0,0,0,0
Colorado,402 Eagle Lake,Ballots Cast - Blank,,,,2,1,1,0
Colorado,101 Columbus/Glidden,U.S. House,10,REP,Michael McCaul,845,248,570,27
Colorado,102 Rock Island,U.S. House,10,REP,Michael McCaul,126,62,63,1
Colorado,103 Garwood/Nada,U.S. House,10,REP,Michael McCaul,320,206,107,7
Colorado,201 Weimar/Oakland,U.S. House,10,REP,Michael McCaul,1488,466,984,38
Colorado,202 Sheridan,U.S. House,10,REP,Michael McCaul,308,165,132,11
Colorado,302 Frelsburg/Brushy,U.S. House,10,REP,Michael McCaul,672,288,366,18
Colorado,303 Mentz,U.S. House,10,REP,Michael McCaul,350,125,221,4
Colorado,304 Bernardo,U.S. House,10,REP,Michael McCaul,317,138,173,6
Colorado,305 North Columbus/Shaws Bend,U.S. House,10,REP,Michael McCaul,818,263,523,32
Colorado,401 Alleyton/Altair,U.S. House,10,REP,Michael McCaul,184,53,129,2
Colorado,402 Eagle Lake,U.S. House,10,REP,Michael McCaul,642,252,365,25
Colorado,101 Columbus/Glidden,U.S. House,10,DEM,Linda Nuno,209,55,130,24
Colorado,102 Rock Island,U.S. House,10,DEM,Linda Nuno,24,6,17,1
Colorado,103 Garwood/Nada,U.S. House,10,DEM,Linda Nuno,26,13,9,4
Colorado,201 Weimar/Oakland,U.S. House,10,DEM,Linda Nuno,270,88,149,33
Colorado,202 Sheridan,U.S. House,10,DEM,Linda Nuno,29,9,16,4
Colorado,302 Frelsburg/Brushy,U.S. House,10,DEM,Linda Nuno,74,20,40,14
Colorado,303 Mentz,U.S. House,10,DEM,Linda Nuno,44,9,26,9
Colorado,304 Bernardo,U.S. House,10,DEM,Linda Nuno,31,11,17,3
Colorado,305 North Columbus/Shaws Bend,U.S. House,10,DEM,Linda Nuno,164,47,101,16
Colorado,401 Alleyton/Altair,U.S. House,10,DEM,Linda Nuno,56,16,30,10
Colorado,402 Eagle Lake,U.S. House,10,DEM,Linda Nuno,362,153,182,27
