county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Moore,101,Registered Voters,,,,2507,0,0,0
Moore,201,Registered Voters,,,,1472,0,0,0
Moore,202,Registered Voters,,,,1666,0,0,0
Moore,203,Registered Voters,,,,75,0,0,0
Moore,301,Registered Voters,,,,2323,0,0,0
Moore,401,Registered Voters,,,,1185,0,0,0
Moore,402,Registered Voters,,,,715,0,0,0
Moore,101,Ballots Cast,,,,795,339,431,25
Moore,201,Ballots Cast,,,,715,266,421,28
Moore,202,Ballots Cast,,,,839,285,524,30
Moore,203,Ballots Cast,,,,41,34,4,3
Moore,301,Ballots Cast,,,,633,301,309,23
Moore,401,Ballots Cast,,,,526,253,257,16
Moore,402,Ballots Cast,,,,67,59,6,2
Moore,101,Ballots Cast - Blank,,,,0,0,0,0
Moore,201,Ballots Cast - Blank,,,,0,0,0,0
Moore,202,Ballots Cast - Blank,,,,0,0,0,0
Moore,203,Ballots Cast - Blank,,,,0,0,0,0
Moore,301,Ballots Cast - Blank,,,,0,0,0,0
Moore,401,Ballots Cast - Blank,,,,0,0,0,0
Moore,402,Ballots Cast - Blank,,,,0,0,0,0
Moore,101,U.S. House,13,REP,Ronny Jackson,647,260,368,19
Moore,201,U.S. House,13,REP,Ronny Jackson,626,229,374,23
Moore,202,U.S. House,13,REP,Ronny Jackson,760,254,482,24
Moore,203,U.S. House,13,REP,Ronny Jackson,35,31,3,1
Moore,301,U.S. House,13,REP,Ronny Jackson,495,215,261,19
Moore,401,U.S. House,13,REP,Ronny Jackson,481,231,238,12
Moore,402,U.S. House,13,REP,Ronny Jackson,28,23,5,0
Moore,101,U.S. House,13,DEM,Kathleen Brown,139,75,59,5
Moore,201,U.S. House,13,DEM,Kathleen Brown,80,35,41,4
Moore,202,U.S. House,13,DEM,Kathleen Brown,72,28,38,6
Moore,203,U.S. House,13,DEM,Kathleen Brown,6,3,1,2
Moore,301,U.S. House,13,DEM,Kathleen Brown,126,80,42,4
Moore,401,U.S. House,13,DEM,Kathleen Brown,38,19,16,3
Moore,402,U.S. House,13,DEM,Kathleen Brown,32,29,1,2
Moore,101,Governor,,REP,Greg Abbott,645,262,363,20
Moore,201,Governor,,REP,Greg Abbott,634,230,380,24
Moore,202,Governor,,REP,Greg Abbott,769,260,486,23
Moore,203,Governor,,REP,Greg Abbott,35,31,3,1
Moore,301,Governor,,REP,Greg Abbott,489,215,255,19
Moore,401,Governor,,REP,Greg Abbott,482,231,239,12
Moore,402,Governor,,REP,Greg Abbott,27,22,5,0
Moore,101,Governor,,DEM,Beto O'Rourke,133,67,61,5
Moore,201,Governor,,DEM,Beto O'Rourke,76,32,40,4
Moore,202,Governor,,DEM,Beto O'Rourke,58,20,32,6
Moore,203,Governor,,DEM,Beto O'Rourke,5,3,0,2
Moore,301,Governor,,DEM,Beto O'Rourke,131,79,48,4
Moore,401,Governor,,DEM,Beto O'Rourke,38,20,14,4
Moore,402,Governor,,DEM,Beto O'Rourke,38,35,1,2
Moore,101,Governor,,LIB,Mark Tippetts,10,5,5,0
Moore,201,Governor,,LIB,Mark Tippetts,3,2,1,0
Moore,202,Governor,,LIB,Mark Tippetts,7,3,3,1
Moore,203,Governor,,LIB,Mark Tippetts,0,0,0,0
Moore,301,Governor,,LIB,Mark Tippetts,4,2,2,0
Moore,401,Governor,,LIB,Mark Tippetts,3,2,1,0
Moore,402,Governor,,LIB,Mark Tippetts,0,0,0,0
Moore,101,Governor,,GRN,Delilah Barrios,4,3,1,0
Moore,201,Governor,,GRN,Delilah Barrios,1,1,0,0
Moore,202,Governor,,GRN,Delilah Barrios,2,1,1,0
Moore,203,Governor,,GRN,Delilah Barrios,1,0,1,0
Moore,301,Governor,,GRN,Delilah Barrios,4,3,1,0
Moore,401,Governor,,GRN,Delilah Barrios,1,0,1,0
Moore,402,Governor,,GRN,Delilah Barrios,1,1,0,0
Moore,101,Governor,,NON,Write-in,1,0,1,0
Moore,201,Governor,,NON,Write-in,0,0,0,0
Moore,202,Governor,,NON,Write-in,0,0,0,0
Moore,203,Governor,,NON,Write-in,0,0,0,0
Moore,301,Governor,,NON,Write-in,1,0,1,0
Moore,401,Governor,,NON,Write-in,0,0,0,0
Moore,402,Governor,,NON,Write-in,0,0,0,0
Moore,101,Lieutenant Governor,,REP,Dan Patrick,622,251,354,17
Moore,201,Lieutenant Governor,,REP,Dan Patrick,609,223,363,23
Moore,202,Lieutenant Governor,,REP,Dan Patrick,731,248,460,23
Moore,203,Lieutenant Governor,,REP,Dan Patrick,35,31,3,1
Moore,301,Lieutenant Governor,,REP,Dan Patrick,483,211,253,19
Moore,401,Lieutenant Governor,,REP,Dan Patrick,470,224,234,12
Moore,402,Lieutenant Governor,,REP,Dan Patrick,25,20,5,0
Moore,101,Lieutenant Governor,,DEM,Mike Collier,146,71,69,6
Moore,201,Lieutenant Governor,,DEM,Mike Collier,87,35,48,4
Moore,202,Lieutenant Governor,,DEM,Mike Collier,72,22,43,7
Moore,203,Lieutenant Governor,,DEM,Mike Collier,5,3,0,2
Moore,301,Lieutenant Governor,,DEM,Mike Collier,121,74,43,4
Moore,401,Lieutenant Governor,,DEM,Mike Collier,46,22,20,4
Moore,402,Lieutenant Governor,,DEM,Mike Collier,32,29,1,2
Moore,101,Lieutenant Governor,,LIB,Shanna Steele,18,14,3,1
Moore,201,Lieutenant Governor,,LIB,Shanna Steele,11,5,5,1
Moore,202,Lieutenant Governor,,LIB,Shanna Steele,29,11,18,0
Moore,203,Lieutenant Governor,,LIB,Shanna Steele,1,0,1,0
Moore,301,Lieutenant Governor,,LIB,Shanna Steele,15,6,9,0
Moore,401,Lieutenant Governor,,LIB,Shanna Steele,7,5,2,0
Moore,402,Lieutenant Governor,,LIB,Shanna Steele,3,3,0,0
Moore,101,Attorney General,,REP,Ken Paxton,626,250,358,18
Moore,201,Attorney General,,REP,Ken Paxton,617,228,366,23
Moore,202,Attorney General,,REP,Ken Paxton,740,248,467,25
Moore,203,Attorney General,,REP,Ken Paxton,35,31,3,1
