county,precinct,office,district,party,candidate,early_voting,election_day,votes
Camp,1001,Lieutenant Governor,,REP,Dan Patrick,508,248,
Camp,1001,Lieutenant Governor,,DEM,Mike Collier,122,89,
Camp,1001,Lieutenant Governor,,LBT,Shanna Steele,8,2,
Camp,2002,Lieutenant Governor,,REP,Dan Patrick,755,254,
Camp,2002,Lieutenant Governor,,DEM,Mike Collier,125,37,
Camp,2002,Lieutenant Governor,,LBT,Shanna Steele,9,8,
Camp,3003,Lieutenant Governor,,REP,Dan Patrick,346,146,
Camp,3003,Lieutenant Governor,,DEM,Mike Collier,162,111,
Camp,3003,Lieutenant Governor,,LBT,Shanna Steele,5,5,
Camp,4004,Lieutenant Governor,,REP,Dan Patrick,534,253,
Camp,4004,Lieutenant Governor,,DEM,Mike Collier,153,74,
Camp,4004,Lieutenant Governor,,LBT,Shanna Steele,7,9,
Camp,1001,U.S. House,1,DEM,Jrmar (Jj) Jefferson,113,89,
Camp,1001,U.S. House,1,REP,Nathaniel Moran,519,249,
Camp,2002,U.S. House,1,DEM,Jrmar (Jj) Jefferson,122,37,
Camp,2002,U.S. House,1,REP,Nathaniel Moran,764,259,
Camp,3003,U.S. House,1,DEM,Jrmar (Jj) Jefferson,162,113,
Camp,3003,U.S. House,1,REP,Nathaniel Moran,347,147,
Camp,4004,U.S. House,1,DEM,Jrmar (Jj) Jefferson,140,70,
Camp,4004,U.S. House,1,REP,Nathaniel Moran,544,263,
Camp,1001,Governor,,DEM,Beto O'rourke,121,90,
Camp,1001,Governor,,GRE,Delilah Barrios,1,0,
Camp,1001,Governor,,REP,Greg Abbott,513,250,
Camp,1001,Governor,,,Jacqueline Abernathy,0,0,
Camp,1001,Governor,,LBT,Mark Tippetts,4,1,
Camp,1001,Governor,,,Mark V Goloby,1,0,
Camp,2002,Governor,,DEM,Beto O'rourke,125,36,
Camp,2002,Governor,,GRE,Delilah Barrios,0,1,
Camp,2002,Governor,,REP,Greg Abbott,762,258,
Camp,2002,Governor,,,Jacqueline Abernathy,0,1,
Camp,2002,Governor,,LBT,Mark Tippetts,6,4,
Camp,2002,Governor,,,Mark V Goloby,0,0,
Camp,3003,Governor,,DEM,Beto O'rourke,163,107,
Camp,3003,Governor,,GRE,Delilah Barrios,2,0,
Camp,3003,Governor,,REP,Greg Abbott,348,153,
Camp,3003,Governor,,,Jacqueline Abernathy,0,0,
Camp,3003,Governor,,LBT,Mark Tippetts,3,2,
Camp,3003,Governor,,,Mark V Goloby,0,0,
Camp,4004,Governor,,DEM,Beto O'rourke,144,77,
Camp,4004,Governor,,GRE,Delilah Barrios,4,2,
Camp,4004,Governor,,REP,Greg Abbott,544,254,
Camp,4004,Governor,,,Jacqueline Abernathy,0,0,
Camp,4004,Governor,,LBT,Mark Tippetts,1,5,
Camp,4004,Governor,,,Mark V Goloby,0,0,
Camp,1001,Justice Supreme Court Place 5,,,Amanda Reichek,118,87,
Camp,1001,Justice Supreme Court Place 5,,,Rebeca Huddle,510,251,
Camp,2002,Justice Supreme Court Place 5,,,Amanda Reichek,118,38,
Camp,2002,Justice Supreme Court Place 5,,,Rebeca Huddle,768,259,
Camp,3003,Justice Supreme Court Place 5,,,Amanda Reichek,160,111,
Camp,3003,Justice Supreme Court Place 5,,,Rebeca Huddle,348,150,
Camp,4004,Justice Supreme Court Place 5,,,Amanda Reichek,148,73,
Camp,4004,Justice Supreme Court Place 5,,,Rebeca Huddle,540,258,
Camp,1001,Judge Court Of Criminal Appeals Place 6,,,Jesse F. Mcclure Iii,510,247,
Camp,1001,Judge Court Of Criminal Appeals Place 6,,,Robert Johnson,118,87,
Camp,2002,Judge Court Of Criminal Appeals Place 6,,,Jesse F. Mcclure Iii,753,261,
Camp,2002,Judge Court Of Criminal Appeals Place 6,,,Robert Johnson,119,37,
Camp,3003,Judge Court Of Criminal Appeals Place 6,,,Jesse F. Mcclure Iii,351,149,
Camp,3003,Judge Court Of Criminal Appeals Place 6,,,Robert Johnson,159,111,
Camp,4004,Judge Court Of Criminal Appeals Place 6,,,Jesse F. Mcclure Iii,537,254,
Camp,4004,Judge Court Of Criminal Appeals Place 6,,,Robert Johnson,148,69,
Camp,2002,County Commissioner Precinct 2,,,Deloris Wilkinson,113,31,
Camp,2002,County Commissioner Precinct 2,,,Mitch Carter,35,12,
Camp,2002,County Commissioner Precinct 2,,,Tommy Rozell,736,254,
Camp,1001,Comptroller Of Public Accounts,,REP,Glenn Hegar,509,249,
Camp,1001,Comptroller Of Public Accounts,,DEM,Janet T. Dudding,112,80,
Camp,1001,Comptroller Of Public Accounts,,LBT,V. Alonzo Echevarria Garza,9,7,
Camp,2002,Comptroller Of Public Accounts,,REP,Glenn Hegar,754,255,
Camp,2002,Comptroller Of Public Accounts,,DEM,Janet T. Dudding,125,38,
Camp,2002,Comptroller Of Public Accounts,,LBT,V. Alonzo Echevarria Garza,8,4,
Camp,3003,Comptroller Of Public Accounts,,REP,Glenn Hegar,345,152,
Camp,3003,Comptroller Of Public Accounts,,DEM,Janet T. Dudding,156,107,
Camp,3003,Comptroller Of Public Accounts,,LBT,V. Alonzo Echevarria Garza,8,3,
Camp,4004,Comptroller Of Public Accounts,,REP,Glenn Hegar,534,251,
Camp,4004,Comptroller Of Public Accounts,,DEM,Janet T. Dudding,150,66,
Camp,4004,Comptroller Of Public Accounts,,LBT,V. Alonzo Echevarria Garza,5,11,
Camp,1001,Commissioner Of The General Land Office,,GRE,Alfred Molison Jr,3,3,
Camp,1001,Commissioner Of The General Land Office,,,Carrie Evelyn Menger,0,0,
Camp,1001,Commissioner Of The General Land Office,,REP,Dawn Buckingham,504,247,
Camp,1001,Commissioner Of The General Land Office,,DEM,Jay Kleberg,122,86,
Camp,2002,Commissioner Of The General Land Office,,GRE,Alfred Molison Jr,3,2,
Camp,2002,Commissioner Of The General Land Office,,,Carrie Evelyn Menger,0,0,
Camp,2002,Commissioner Of The General Land Office,,REP,Dawn Buckingham,757,257,
Camp,2002,Commissioner Of The General Land Office,,DEM,Jay Kleberg,128,38,
Camp,3003,Commissioner Of The General Land Office,,GRE,Alfred Molison Jr,2,0,
Camp,3003,Commissioner Of The General Land Office,,,Carrie Evelyn Menger,0,1,
Camp,3003,Commissioner Of The General Land Office,,REP,Dawn Buckingham,344,149,
Camp,3003,Commissioner Of The General Land Office,,DEM,Jay Kleberg,164,111,
Camp,4004,Commissioner Of The General Land Office,,GRE,Alfred Molison Jr,5,7,
Camp,4004,Commissioner Of The General Land Office,,,Carrie Evelyn Menger,0,0,
Camp,4004,Commissioner Of The General Land Office,,REP,Dawn Buckingham,526,253,
Camp,4004,Commissioner Of The General Land Office,,DEM,Jay Kleberg,155,65,
Camp,1001,Justice Supreme Court Place 3,,,Debra Lehrmann,506,246,
Camp,1001,Justice Supreme Court Place 3,,,Erin A. Nowell,117,87,
Camp,1001,Justice Supreme Court Place 3,,,Thomas Edward Oxford,7,5,
Camp,2002,Justice Supreme Court Place 3,,,Debra Lehrmann,750,254,
Camp,2002,Justice Supreme Court Place 3,,,Erin A. Nowell,124,38,
Camp,2002,Justice Supreme Court Place 3,,,Thomas Edward Oxford,12,6,
Camp,3003,Justice Supreme Court Place 3,,,Debra Lehrmann,342,147,
Camp,3003,Justice Supreme Court Place 3,,,Erin A. Nowell,163,110,
Camp,3003,Justice Supreme Court Place 3,,,Thomas Edward Oxford,8,5,
Camp,4004,Justice Supreme Court Place 3,,,Debra Lehrmann,538,244,
Camp,4004,Justice Supreme Court Place 3,,,Erin A. Nowell,147,72,
Camp,4004,Justice Supreme Court Place 3,,,Thomas Edward Oxford,4,11,
Camp,1001,Attorney General,,REP,Ken Paxton,503,250,
Camp,1001,Attorney General,,LBT,Mark Ash,8,8,
Camp,1001,Attorney General,,DEM,Rochelle Mercedes Garza,122,83,
Camp,2002,Attorney General,,REP,Ken Paxton,746,251,
Camp,2002,Attorney General,,LBT,Mark Ash,9,9,
Camp,2002,Attorney General,,DEM,Rochelle Mercedes Garza,133,35,
Camp,3003,Attorney General,,REP,Ken Paxton,347,152,
Camp,3003,Attorney General,,LBT,Mark Ash,8,3,
Camp,3003,Attorney General,,DEM,Rochelle Mercedes Garza,156,107,
Camp,4004,Attorney General,,REP,Ken Paxton,529,254,
Camp,4004,Attorney General,,LBT,Mark Ash,11,11,
Camp,4004,Attorney General,,DEM,Rochelle Mercedes Garza,154,72,
Camp,1001,Commissioner Of Agriculture,,REP,Sid Miller,506,250,
Camp,1001,Commissioner Of Agriculture,,DEM,Susan Hays,124,88,
Camp,2002,Commissioner Of Agriculture,,REP,Sid Miller,759,258,
Camp,2002,Commissioner Of Agriculture,,DEM,Susan Hays,127,40,
Camp,3003,Commissioner Of Agriculture,,REP,Sid Miller,347,148,
Camp,3003,Commissioner Of Agriculture,,DEM,Susan Hays,162,114,
Camp,4004,Commissioner Of Agriculture,,REP,Sid Miller,535,259,
Camp,4004,Commissioner Of Agriculture,,DEM,Susan Hays,153,71,
Camp,1001,Railroad Commissioner,,GRE,Hunter Wayne Crow,1,3,
Camp,1001,Railroad Commissioner,,LBT,Jaime Andres Diez,7,6,
Camp,1001,Railroad Commissioner,,DEM,Luke Warford,116,79,
Camp,1001,Railroad Commissioner,,REP,Wayne Christian,506,247,
Camp,2002,Railroad Commissioner,,GRE,Hunter Wayne Crow,0,1,
Camp,2002,Railroad Commissioner,,LBT,Jaime Andres Diez,21,9,
Camp,2002,Railroad Commissioner,,DEM,Luke Warford,117,39,
Camp,2002,Railroad Commissioner,,REP,Wayne Christian,748,249,
Camp,3003,Railroad Commissioner,,GRE,Hunter Wayne Crow,1,4,
Camp,3003,Railroad Commissioner,,LBT,Jaime Andres Diez,10,4,
Camp,3003,Railroad Commissioner,,DEM,Luke Warford,154,102,
Camp,3003,Railroad Commissioner,,REP,Wayne Christian,345,150,
Camp,4004,Railroad Commissioner,,GRE,Hunter Wayne Crow,5,4,
Camp,4004,Railroad Commissioner,,LBT,Jaime Andres Diez,10,13,
Camp,4004,Railroad Commissioner,,DEM,Luke Warford,139,62,
Camp,4004,Railroad Commissioner,,REP,Wayne Christian,532,248,
Camp,1001,Justice Supreme Court Place 9,,,Evan Young,510,250,
Camp,1001,Justice Supreme Court Place 9,,,Julia Maldonado,118,85,
Camp,2002,Justice Supreme Court Place 9,,,Evan Young,757,257,
Camp,2002,Justice Supreme Court Place 9,,,Julia Maldonado,126,42,
Camp,3003,Justice Supreme Court Place 9,,,Evan Young,351,149,
Camp,3003,Justice Supreme Court Place 9,,,Julia Maldonado,158,113,
Camp,4004,Justice Supreme Court Place 9,,,Evan Young,533,255,
Camp,4004,Justice Supreme Court Place 9,,,Julia Maldonado,152,72,
Camp,1001,Judge Court Of Criminal Appeals Place 5,,,Dana Huffman,121,86,
Camp,1001,Judge Court Of Criminal Appeals Place 5,,,Scott Walker,507,248,
Camp,2002,Judge Court Of Criminal Appeals Place 5,,,Dana Huffman,126,43,
Camp,2002,Judge Court Of Criminal Appeals Place 5,,,Scott Walker,752,254,
Camp,3003,Judge Court Of Criminal Appeals Place 5,,,Dana Huffman,165,114,
Camp,3003,Judge Court Of Criminal Appeals Place 5,,,Scott Walker,345,147,
Camp,4004,Judge Court Of Criminal Appeals Place 5,,,Dana Huffman,152,72,
Camp,4004,Judge Court Of Criminal Appeals Place 5,,,Scott Walker,534,255,
