county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Jack,1,U.S. House,25,REP,Roger Williams,568,21,324,223
Jack,1,Governor,,REP,Greg Abbott,558,26,321,211
Jack,1,Governor,,DEM,Beto O'Rourke,54,8,27,19
Jack,1,Governor,,LIB,Mark Tippetts,2,0,1,1
Jack,1,Governor,,GRN,Delilah Barrios,0,0,0,0
Jack,1,Governor,,,Jacqueline Abernathy,0,0,0,0
Jack,1,Governor,,,Mark V Goloby,0,0,0,0
Jack,1,Governor,,,Rejected write-ins,0,0,0,0
Jack,1,Governor,,,Unassigned write-ins,0,0,0,0
Jack,1,Lieutenant Governor,,REP,Dan Patrick,547,25,316,206
Jack,1,Lieutenant Governor,,DEM,Mike Collier,61,9,28,24
Jack,1,Lieutenant Governor,,LIB,Shanna Steele,5,0,3,2
Jack,1,Attorney General,,REP,Ken Paxton,543,25,311,207
Jack,1,Attorney General,,DEM,Rochelle Mercedes Garza,54,7,28,19
Jack,1,Attorney General,,LIB,Mark Ash,11,1,7,3
Jack,1,Comptroller of Public Accounts,,REP,Glenn Hegar,553,23,321,209
Jack,1,Comptroller of Public Accounts,,DEM,Janet T. Dudding,49,9,23,17
Jack,1,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,4,0,1,3
Jack,1,Commissioner of the General Land Office,,REP,Dawn Buckingham,554,23,320,211
Jack,1,Commissioner of the General Land Office,,DEM,Jay Kleberg,49,8,25,16
Jack,1,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr.",2,0,1,1
Jack,1,Commissioner of the General Land Office,,,Carrie Evelyn Menger,0,0,0,0
Jack,1,Commissioner of the General Land Office,,,Rejected write-ins,0,0,0,0
Jack,1,Commissioner of the General Land Office,,,Unassigned write-ins,0,0,0,0
Jack,1,Commissioner of Agriculture,,REP,Sid Miller,557,23,325,209
Jack,1,Commissioner of Agriculture,,DEM,Susan Hays,49,9,22,18
Jack,1,Railroad Commissioner,,REP,Wayne Christian,547,24,313,210
Jack,1,Railroad Commissioner,,DEM,Luke Warford,46,7,24,15
Jack,1,Railroad Commissioner,,LIB,Jaime Andres Diez,4,0,3,1
Jack,1,Railroad Commissioner,,GRN,Hunter Wayne Crow,5,0,4,1
Jack,1,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,552,24,320,208
