county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Kerr,101,U.S. House,21,REP,Chip Roy,1646,89,1060,497
Kerr,101,U.S. House,21,DEM,Claudia Andreana Zapata,359,46,225,88
Kerr,101,Governor,,REP,Greg Abbott,1640,86,1055,499
Kerr,101,Governor,,DEM,Beto O'Rourke,373,48,233,92
Kerr,101,Governor,,LIB,Mark Tippetts,11,1,8,2
Kerr,101,Governor,,GRN,Delilah Barrios,1,0,1,0
Kerr,101,Governor,,,JACQUELINE ABERNATHY,0,0,0,0
Kerr,101,Governor,,,MARK V GOLOBY,1,0,1,0
Kerr,101,Governor,,,Rejected write-ins,1,0,0,1
Kerr,101,Governor,,,Unassigned write-ins,0,0,0,0
Kerr,101,Lieutenant Governor,,REP,Dan Patrick,1610,85,1034,491
Kerr,101,Lieutenant Governor,,DEM,Mike Collier,372,48,237,87
Kerr,101,Lieutenant Governor,,LIB,Shanna Steele,40,2,25,13
Kerr,101,Attorney General,,REP,Ken Paxton,1594,83,1026,485
Kerr,101,Attorney General,,DEM,Rochelle Mercedes Garza,381,48,239,94
Kerr,101,Attorney General,,LIB,Mark Ash,43,3,29,11
Kerr,101,Comptroller of Public Accounts,,REP,Glenn Hegar,1648,88,1058,502
Kerr,101,Comptroller of Public Accounts,,DEM,Janet T. Dudding,333,45,211,77
Kerr,101,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,25,2,17,6
Kerr,101,Commissioner of the General Land Office,,REP,Dawn Buckingham,1654,86,1064,504
Kerr,101,Commissioner of the General Land Office,,DEM,Jay Kleberg,333,47,212,74
Kerr,101,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr.",19,1,11,7
Kerr,101,Commissioner of the General Land Office,,,CARRIE VELYN MENGER,1,0,0,1
Kerr,101,Commissioner of the General Land Office,,,Rejected write-ins,0,0,0,0
Kerr,101,Commissioner of the General Land Office,,,Unassigned write-ins,0,0,0,0
Kerr,101,Commissioner of Agriculture,,REP,Sid Miller,1621,88,1039,494
Kerr,101,Commissioner of Agriculture,,DEM,Susan Hays,380,47,243,90
Kerr,101,Railroad Commissioner,,REP,Wayne Christian,1627,86,1045,496
Kerr,101,Railroad Commissioner,,DEM,Luke Warford,325,46,205,74
Kerr,101,Railroad Commissioner,,LIB,Jaime Andres Diez,34,2,22,10
Kerr,101,Railroad Commissioner,,GRN,Hunter Wayne Crow,19,1,12,6
Kerr,101,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,1638,87,1052,499
Kerr,101,"Justice, Supreme Court, Place 3",,DEM,Erin A. Nowell,334,46,214,74
Kerr,101,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,29,1,16,12
Kerr,101,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,1647,88,1059,500
Kerr,101,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,347,45,220,82
Kerr,101,"Justice, Supreme Court, Place 9",,REP,Evan Young,1626,88,1045,493
Kerr,101,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,351,45,221,85
Kerr,101,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,1643,86,1057,500
Kerr,101,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,353,46,224,83
Kerr,101,"Judge, Court of Criminal Appeals, Place 6",,REP,Jesse F. McClure III,1652,89,1061,502
Kerr,101,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,340,43,219,78
Kerr,101,State Senate,24,REP,Pete Flores,1644,87,1060,497
Kerr,101,State Senate,24,DEM,Kathy Jones-Hospod,356,47,222,87
Kerr,101,State House,53,REP,Andrew S. Murr,1659,90,1067,502
Kerr,101,State House,53,DEM,Joe P. Herrera,350,44,220,86
Kerr,101,"Justice, 4th Court of Appeals District, Place No. 6",,REP,Todd McCray,1623,87,1047,489
Kerr,101,"Justice, 4th Court of Appeals District, Place No. 6",,DEM,Irene Rios,358,45,223,90
Kerr,101,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",,REP,Lori I. Valenzuela,1629,88,1045,496
Kerr,101,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term",,DEM,"Rebecca ""Beckie"" Palomo",347,43,224,80
Kerr,101,Kerr County Bond Election Kerr County Proposition A (Courthouse & Annexes),,,FOR,784,73,508,203
Kerr,101,Kerr County Bond Election Kerr County Proposition A (Courthouse & Annexes),,,AGAINST,1181,59,746,376
Kerr,101,Kerr County Bond Election Kerr County Proposition B (Indoor Arena),,,FOR,810,65,530,215
Kerr,101,Kerr County Bond Election Kerr County Proposition B (Indoor Arena),,,AGAINST,1170,67,735,368
Kerr,101,Kerr County Bond Election Kerr County Proposition C (Animal Facility),,,FOR,1098,87,726,285
Kerr,101,Kerr County Bond Election Kerr County Proposition C (Animal Facility),,,AGAINST,891,42,550,299
Kerr,107,U.S. House,21,REP,Chip Roy,566,12,323,231
Kerr,107,U.S. House,21,DEM,Claudia Andreana Zapata,122,11,70,41
Kerr,107,Governor,,REP,Greg Abbott,564,12,325,227
Kerr,107,Governor,,DEM,Beto O'Rourke,119,10,68,41
Kerr,107,Governor,,LIB,Mark Tippetts,5,0,0,5
Kerr,107,Governor,,GRN,Delilah Barrios,1,0,0,1
Kerr,107,Governor,,,JACQUELINE ABERNATHY,0,0,0,0
Kerr,107,Governor,,,MARK V GOLOBY,0,0,0,0
Kerr,107,Governor,,,Rejected write-ins,0,0,0,0
Kerr,107,Governor,,,Unassigned write-ins,0,0,0,0
Kerr,107,Lieutenant Governor,,REP,Dan Patrick,555,12,316,227
Kerr,107,Lieutenant Governor,,DEM,Mike Collier,122,11,70,41
Kerr,107,Lieutenant Governor,,LIB,Shanna Steele,13,0,6,7
Kerr,107,Attorney General,,REP,Ken Paxton,555,12,318,225
Kerr,107,Attorney General,,DEM,Rochelle Mercedes Garza,120,11,69,40
Kerr,107,Attorney General,,LIB,Mark Ash,14,0,6,8
Kerr,107,Comptroller of Public Accounts,,REP,Glenn Hegar,560,13,320,227
Kerr,107,Comptroller of Public Accounts,,DEM,Janet T. Dudding,115,9,69,37
Kerr,107,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,12,0,3,9
Kerr,107,Commissioner of the General Land Office,,REP,Dawn Buckingham,564,12,321,231
Kerr,107,Commissioner of the General Land Office,,DEM,Jay Kleberg,118,11,69,38
Kerr,107,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr.",6,0,1,5
Kerr,107,Commissioner of the General Land Office,,,CARRIE VELYN MENGER,0,0,0,0
