county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Upton,1-1,Ballots Cast,,,,293,95,189,9
Upton,1-5,Ballots Cast,,,,55,45,8,2
Upton,2-2,Ballots Cast,,,,92,33,58,1
Upton,2-6,Ballots Cast,,,,155,44,109,2
Upton,3-3,Ballots Cast,,,,183,41,136,6
Upton,4-4,Ballots Cast,,,,309,49,254,6
Upton,1-1,Ballots Cast - Blank,,,,0,0,0,0
Upton,1-5,Ballots Cast - Blank,,,,0,0,0,0
Upton,2-2,Ballots Cast - Blank,,,,0,0,0,0
Upton,2-6,Ballots Cast - Blank,,,,0,0,0,0
Upton,3-3,Ballots Cast - Blank,,,,0,0,0,0
Upton,4-4,Ballots Cast - Blank,,,,0,0,0,0
Upton,1-1,U.S. House,23,REP,Tony Gonzales,247,78,164,5
Upton,1-5,U.S. House,23,REP,Tony Gonzales,52,44,6,2
Upton,2-2,U.S. House,23,REP,Tony Gonzales,83,30,52,1
Upton,2-6,U.S. House,23,REP,Tony Gonzales,112,33,77,2
Upton,3-3,U.S. House,23,REP,Tony Gonzales,132,26,104,2
Upton,4-4,U.S. House,23,REP,Tony Gonzales,227,38,185,4
Upton,1-1,U.S. House,23,DEM,John Lira,18,10,7,1
Upton,1-5,U.S. House,23,DEM,John Lira,0,0,0,0
Upton,2-2,U.S. House,23,DEM,John Lira,4,0,4,0
Upton,2-6,U.S. House,23,DEM,John Lira,18,5,13,0
Upton,3-3,U.S. House,23,DEM,John Lira,26,10,13,3
Upton,4-4,U.S. House,23,DEM,John Lira,32,3,28,1
Upton,1-1,U.S. House,23,IND,IND Frank Lopez Jr,23,4,16,3
Upton,1-5,U.S. House,23,IND,IND Frank Lopez Jr,3,1,2,0
Upton,2-2,U.S. House,23,IND,IND Frank Lopez Jr,5,3,2,0
Upton,2-6,U.S. House,23,IND,IND Frank Lopez Jr,13,3,10,0
Upton,3-3,U.S. House,23,IND,IND Frank Lopez Jr,14,2,11,1
Upton,4-4,U.S. House,23,IND,IND Frank Lopez Jr,27,3,24,0
Upton,1-1,U.S. House,23,,OVER VOTES,0,0,0,0
Upton,1-5,U.S. House,23,,OVER VOTES,0,0,0,0
Upton,2-2,U.S. House,23,,OVER VOTES,0,0,0,0
Upton,2-6,U.S. House,23,,OVER VOTES,0,0,0,0
Upton,3-3,U.S. House,23,,OVER VOTES,0,0,0,0
Upton,4-4,U.S. House,23,,OVER VOTES,0,0,0,0
Upton,1-1,U.S. House,23,,UNDER VOTES,5,3,2,0
Upton,1-5,U.S. House,23,,UNDER VOTES,0,0,0,0
Upton,2-2,U.S. House,23,,UNDER VOTES,0,0,0,0
Upton,2-6,U.S. House,23,,UNDER VOTES,12,3,9,0
Upton,3-3,U.S. House,23,,UNDER VOTES,11,3,8,0
Upton,4-4,U.S. House,23,,UNDER VOTES,23,5,17,1
