county,precinct,office,district,party,candidate,votes,early_voting,election_day
Mclennan,1,U.S. House,17,REP,Pete Sessions,47,28,19
Mclennan,1,U.S. House,17,DEM,Mary Jo Woods,71,47,24
Mclennan,1,Governor,,REP,Greg Abbott,47,29,18
Mclennan,1,Governor,,DEM,Beto O'Rourke,74,49,25
Mclennan,1,Governor,,LIB,Mark Tippetts,2,1,1
Mclennan,1,Governor,,GRN,Delilah Barrios,1,0,1
Mclennan,1,Governor,,,Jacqueline Abernathy,0,0,0
Mclennan,1,Governor,,,Mark V Goloby,0,0,0
Mclennan,1,Lieutenant Governor,,REP,Dan Patrick,44,27,17
Mclennan,1,Lieutenant Governor,,DEM,Mike Collier,74,48,26
Mclennan,1,Lieutenant Governor,,LIB,Shanna Steele,6,4,2
Mclennan,1,Attorney General,,REP,Ken Paxton,44,28,16
Mclennan,1,Attorney General,,DEM,Rochelle Mercedes Garza,76,50,26
Mclennan,1,Attorney General,,LIB,Mark Ash,3,1,2
Mclennan,1,Comptroller of Public Accounts,,REP,Glenn Hegar,45,28,17
Mclennan,1,Comptroller of Public Accounts,,DEM,Janet T. Dudding,72,47,25
Mclennan,1,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,6,3,3
Mclennan,1,Commissioner of the General Land Office,,REP,Dawn Buckingham,45,27,18
Mclennan,1,Commissioner of the General Land Office,,DEM,Jay Kleberg,71,46,25
Mclennan,1,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr",5,3,2
Mclennan,1,Commissioner of the General Land Office,,,Carrie Evelyn Menger,0,0,0
Mclennan,1,Commissioner of Agriculture,,REP,Sid Miller,50,31,19
Mclennan,1,Commissioner of Agriculture,,DEM,Susan Hays,72,47,25
Mclennan,1,Railroad Commissioner,,REP,Wayne Christian,44,26,18
Mclennan,1,Railroad Commissioner,,DEM,Luke Warford,71,48,23
Mclennan,1,Railroad Commissioner,,LIB,Jaime Andres Diez,4,2,2
Mclennan,1,Railroad Commissioner,,GRN,Hunter Wayne Crow,3,1,2
Mclennan,1,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,46,28,18
Mclennan,1,"Justice, Supreme Court, Place 3",,DEM,Erin A. Nowell,72,48,24
Mclennan,1,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,6,3,3
Mclennan,1,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,50,29,21
Mclennan,1,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,73,49,24
Mclennan,1,"Justice, Supreme Court, Place 9",,REP,Evan Young,46,27,19
Mclennan,1,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,76,50,26
Mclennan,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,47,27,20
Mclennan,1,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,75,50,25
Mclennan,1,"Judge, Court of Criminal Appeals, Place 6",,REP,"Jesse F. McClure, III",47,27,20
Mclennan,1,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Johnson,74,49,25
Mclennan,1,"Member, State Board of Education, District 14",,REP,Evelyn Brooks,47,27,20
Mclennan,1,"Member, State Board of Education, District 14",,DEM,Tracy Fisher,75,50,25
Mclennan,1,State Senate,22,REP,Brian Birdwell,58,34,24
Mclennan,1,State Senate,22,LIB,Jeremy Schroppel,55,36,19
Mclennan,1,State House,56,REP,"Charles ""Doc"" Anderson",45,26,19
Mclennan,1,State House,56,DEM,Erin Shank,75,50,25
Mclennan,1,Criminal District Attorney,,REP,Josh Tetens,49,30,19
Mclennan,1,Criminal District Attorney,,DEM,Aubrey Robertson,72,47,25
Mclennan,1,"County Commissioner, Precinct No. 2",,REP,"Donis ""D.L."" Wilson",45,26,19
Mclennan,1,"County Commissioner, Precinct No. 2",,DEM,Patricia Miller,75,50,25
Mclennan,2,U.S. House,17,REP,Pete Sessions,45,21,24
Mclennan,2,U.S. House,17,DEM,Mary Jo Woods,77,41,36
Mclennan,2,Governor,,REP,Greg Abbott,42,18,24
Mclennan,2,Governor,,DEM,Beto O'Rourke,76,41,35
Mclennan,2,Governor,,LIB,Mark Tippetts,2,1,1
Mclennan,2,Governor,,GRN,Delilah Barrios,2,2,0
Mclennan,2,Governor,,,Jacqueline Abernathy,0,0,0
Mclennan,2,Governor,,,Mark V Goloby,0,0,0
Mclennan,2,Lieutenant Governor,,REP,Dan Patrick,39,19,20
Mclennan,2,Lieutenant Governor,,DEM,Mike Collier,75,39,36
Mclennan,2,Lieutenant Governor,,LIB,Shanna Steele,7,4,3
