county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Fannin,1 W. Bonham,U.S. House,4,Rep,PAT FALLON,563,21,374,168
Fannin,1 W. Bonham,U.S. House,4,Dem,IRO OMERE,118,16,71,31
Fannin,1 W. Bonham,U.S. House,4,Lib,JOHN SIMMONS,17,0,8,9
Fannin,1 W. Bonham,Governor,,Rep,GREG ABBOTT,560,21,372,167
Fannin,1 W. Bonham,Governor,,Dem,BETO O'ROURKE,133,15,81,37
Fannin,1 W. Bonham,Governor,,Lib,MARK TIPPETTS,8,1,4,3
Fannin,1 W. Bonham,Governor,,Grn,DELILAH BARRIOS,5,0,2,3
Fannin,1 W. Bonham,Governor,,,JACQUELINE ABERNATHY,0,0,0,0
Fannin,1 W. Bonham,Governor,,,MARK V GOLOBY,0,0,0,0
Fannin,1 W. Bonham,Governor,,,Rejected write-ins,0,0,0,0
Fannin,1 W. Bonham,Governor,,,Unassigned write-ins,0,0,0,0
Fannin,1 W. Bonham,Lieutenant Governor,,Rep,DAN PATRICK,537,20,356,161
Fannin,1 W. Bonham,Lieutenant Governor,,Dem,MIKE COLLIER,139,16,86,37
Fannin,1 W. Bonham,Lieutenant Governor,,Lib,SHANNA STEELE,24,1,12,11
Fannin,1 W. Bonham,Attorney General,,Rep,KEN PAXTON,543,19,361,163
Fannin,1 W. Bonham,Attorney General,,Dem,ROCHELLE MERCEDES GARZA,125,16,76,33
Fannin,1 W. Bonham,Attorney General,,Lib,MARK ASH,32,2,17,13
Fannin,1 W. Bonham,Comptroller of Public Accounts,,Rep,GLENN HEGAR,556,19,370,167
Fannin,1 W. Bonham,Comptroller of Public Accounts,,Dem,JANET T. DUDDING,128,18,76,34
Fannin,1 W. Bonham,Comptroller of Public Accounts,,Lib,V. ALONZO ECHEVARRIA-GARZA,12,0,5,7
Fannin,1 W. Bonham,Commissioner of General Land Office,,Rep,DAWN BUCKINGHAM,561,21,368,172
Fannin,1 W. Bonham,Commissioner of General Land Office,,Dem,JAY KLEBERG,125,16,77,32
Fannin,1 W. Bonham,Commissioner of General Land Office,,Grn,"ALFRED MOLISON, JR.",10,0,6,4
Fannin,1 W. Bonham,Commissioner of General Land Office,,,CARRIE EVELYN MENGER,0,0,0,0
Fannin,1 W. Bonham,Commissioner of General Land Office,,,Rejected write-ins,0,0,0,0
Fannin,1 W. Bonham,Commissioner of General Land Office,,,Unassigned write-ins,0,0,0,0
Fannin,1 W. Bonham,Commissioner of Agriculture,,Rep,SID MILLER,560,19,373,168
Fannin,1 W. Bonham,Commissioner of Agriculture,,Dem,SUSAN HAYS,132,17,78,37
Fannin,1 W. Bonham,Railroad Commissioner,,Rep,WAYNE CHRISTIAN,551,20,365,166
Fannin,1 W. Bonham,Railroad Commissioner,,Dem,LUKE WARFORD,122,16,76,30
Fannin,1 W. Bonham,Railroad Commissioner,,Lib,JAIME ANDRES DIEZ,15,1,5,9
Fannin,1 W. Bonham,Railroad Commissioner,,Grn,HUNTER WAYNE CROW,6,0,4,2
Fannin,1 W. Bonham,"Justice, Supreme Court, Place 3",,Rep,DEBRA LEHRMANN,558,20,371,167
Fannin,1 W. Bonham,"Justice, Supreme Court, Place 3",,Dem,ERIN A. NOWELL,126,16,76,34
Fannin,1 W. Bonham,"Justice, Supreme Court, Place 3",,Lib,THOMAS EDWARD OXFORD,12,1,5,6
Fannin,1 W. Bonham,"Justice, Supreme Court, Place 5",,Rep,REBECA HUDDLE,564,20,374,170
Fannin,1 W. Bonham,"Justice, Supreme Court, Place 5",,Dem,AMANDA REICHEK,128,16,76,36
Fannin,1 W. Bonham,"Justice, Supreme Court, Place 9",,Rep,EVAN YOUNG,558,20,371,167
Fannin,1 W. Bonham,"Justice, Supreme Court, Place 9",,Dem,JULIA MALDONADO,134,16,79,39
Fannin,1 W. Bonham,"Justice, Court of Criminal Appeals, Place 5",,Rep,SCOTT WALKER,556,19,371,166
