county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Nueces,122,U.S. House,27,DEM,Maclovio Perez Jr,44,5,24,15
Nueces,122,U.S. House,27,DEM,Anthony J Tristan,19,6,8,5
Nueces,122,U.S. House,27,DEM,Victor Melgoza,12,2,8,2
Nueces,122,Governor,,DEM,Beto O'Rourke,75,12,40,23
Nueces,122,Governor,,DEM,Michael Cooper,5,3,2,0
Nueces,122,Governor,,DEM,Inocencio (Inno) Barrientez,0,0,0,0
Nueces,122,Governor,,DEM,Joy Diaz,2,0,2,0
Nueces,122,Governor,,DEM,Rich Wakeland,0,0,0,0
Nueces,122,Lieutenant Governor,,DEM,Mike Collier,27,5,16,6
Nueces,122,Lieutenant Governor,,DEM,Carla Brailey,23,6,10,7
Nueces,122,Lieutenant Governor,,DEM,Michelle Beckley,24,3,15,6
Nueces,122,Attorney General,,DEM,Joe Jaworski,24,3,15,6
Nueces,122,Attorney General,,DEM,Rochelle Mercedes Garza,37,5,21,11
Nueces,122,Attorney General,,DEM,Mike Fields,7,3,4,0
Nueces,122,Attorney General,,DEM,Lee Merritt,5,1,2,2
Nueces,122,Attorney General,,DEM,"S. ""Tbone"" Raynor",3,1,0,2
Nueces,122,Comptroller of Public Accounts,,DEM,Angel Luis Vega,28,1,16,11
Nueces,122,Comptroller of Public Accounts,,DEM,Tim Mahoney,18,6,10,2
Nueces,122,Comptroller of Public Accounts,,DEM,Janet T. Dudding,27,6,13,8
Nueces,122,Commissioner of the General Land Office,,DEM,Jay Kleberg,33,7,17,9
Nueces,122,Commissioner of the General Land Office,,DEM,Sandragrace Martinez,21,1,15,5
Nueces,122,Commissioner of the General Land Office,,DEM,Michael Lange,7,2,4,1
Nueces,122,Commissioner of the General Land Office,,DEM,Jinny Suh,11,2,4,5
Nueces,122,Commissioner of Agriculture,,DEM,Ed Ireson,19,5,13,1
Nueces,122,Commissioner of Agriculture,,DEM,Susan Hays,53,6,27,20
Nueces,122,Railroad Commissioner,,DEM,Luke Warford,66,8,37,21
Nueces,122,"Justice, Supreme Court, Place 3",,DEM,Erin A Nowell,67,8,38,21
Nueces,122,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,64,6,38,20
Nueces,122,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,67,7,39,21
Nueces,122,"Judge, Court of Criminal Appeals Place 5",,DEM,Dana Huffman,67,7,39,21
Nueces,122,"Judge, Court of Criminal Appeals Place 6",,DEM,Robert Johnson,67,7,39,21
Nueces,122,"Member, State Board of Education, District 2",,DEM,Pete Garcia,18,2,11,5
Nueces,122,"Member, State Board of Education, District 2",,DEM,Thomas Garcia,17,3,9,5
Nueces,122,"Member, State Board of Education, District 2",,DEM,Victor Perez,10,0,6,4
Nueces,122,"Member, State Board of Education, District 2",,DEM,Wayne Raasch,11,6,4,1
Nueces,122,"Member, State Board of Education, District 2",,DEM,Michael Vargas,15,1,9,5
Nueces,122,State Senate,20,DEM,"Juan ""Chuy"" Hinojosa",69,8,41,20
Nueces,122,State House,34,DEM,Abel Herrero,71,7,42,22
Nueces,122,"Justice, 13th Court of Appeals District, Place 3",,DEM,Leticia Hinojosa,69,7,41,21
Nueces,122,"District Judge, 94th Judicial District",,DEM,Bobby Galvan,71,8,42,21
Nueces,122,"District Judge, 117th Judicial District",,DEM,Celina Lopez Leon,44,8,24,12
Nueces,122,"District Judge, 117th Judicial District",,DEM,Rene C Flores,31,3,18,10
Nueces,122,"District Judge, 148th Judicial District",,DEM,Carlos Valdez,69,7,41,21
Nueces,122,County Judge,,DEM,Barbara Canales,71,8,42,21
Nueces,122,County Court at Law No. 1,,DEM,"Melissa ""Mel"" Madrigal",42,7,26,9
Nueces,122,County Court at Law No. 1,,DEM,Cassie Bonilla,36,5,18,13
Nueces,122,County Court at Law No. 2,,DEM,Lisa Gonzales,70,7,42,21
Nueces,122,County Court at Law No. 3,,DEM,Deeanne Galvan,68,6,42,20
