county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Childress,101,Ballots Cast,,,,379,174,198,7
Childress,201,Ballots Cast,,,,452,191,250,11
Childress,301,Ballots Cast,,,,471,221,239,11
Childress,401,Ballots Cast,,,,458,218,223,17
Childress,101,U.S. House,13,REP,Ronny Jackson,334,144,183,7
Childress,201,U.S. House,13,REP,Ronny Jackson,411,176,226,9
Childress,301,U.S. House,13,REP,Ronny Jackson,421,189,223,9
Childress,401,U.S. House,13,REP,Ronny Jackson,409,198,202,9
Childress,101,U.S. House,13,DEM,Kathleen Brown,36,25,11,0
Childress,201,U.S. House,13,DEM,Kathleen Brown,39,14,23,2
Childress,301,U.S. House,13,DEM,Kathleen Brown,43,29,13,1
Childress,401,U.S. House,13,DEM,Kathleen Brown,45,19,21,5
Childress,101,Governor,,REP,Greg Abbott,335,145,183,7
Childress,201,Governor,,REP,Greg Abbott,407,176,222,9
Childress,301,Governor,,REP,Greg Abbott,414,183,222,9
Childress,401,Governor,,REP,Greg Abbott,406,193,202,11
Childress,101,Governor,,DEM,Beto O'Rourke,34,22,12,0
Childress,201,Governor,,DEM,Beto O'Rourke,35,10,23,2
Childress,301,Governor,,DEM,Beto O'Rourke,48,31,15,2
Childress,401,Governor,,DEM,Beto O'Rourke,45,22,17,6
Childress,101,Governor,,LIB,Mark Tippetts,5,3,2,0
Childress,201,Governor,,LIB,Mark Tippetts,6,5,1,0
Childress,301,Governor,,LIB,Mark Tippetts,3,2,1,0
Childress,401,Governor,,LIB,Mark Tippetts,6,2,4,0
Childress,101,Governor,,GRN,Delilah Barrios,1,1,0,0
Childress,201,Governor,,GRN,Delilah Barrios,4,0,4,0
Childress,301,Governor,,GRN,Delilah Barrios,2,2,0,0
Childress,401,Governor,,GRN,Delilah Barrios,0,0,0,0
Childress,101,Lieutenant Governor,,REP,Dan Patrick,329,145,178,6
Childress,201,Lieutenant Governor,,REP,Dan Patrick,392,168,215,9
Childress,301,Lieutenant Governor,,REP,Dan Patrick,406,180,217,9
Childress,401,Lieutenant Governor,,REP,Dan Patrick,397,190,196,11
Childress,101,Lieutenant Governor,,DEM,Mike Collier,33,23,10,0
Childress,201,Lieutenant Governor,,DEM,Mike Collier,43,16,25,2
Childress,301,Lieutenant Governor,,DEM,Mike Collier,46,28,16,2
