county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Angelina,1,Registered Voters,,,,562,0,0,0,0
Angelina,2,Registered Voters,,,,2637,0,0,0,0
Angelina,3,Registered Voters,,,,2094,0,0,0,0
Angelina,4,Registered Voters,,,,1578,0,0,0,0
Angelina,5,Registered Voters,,,,1849,0,0,0,0
Angelina,6,Registered Voters,,,,577,0,0,0,0
Angelina,7,Registered Voters,,,,1440,0,0,0,0
Angelina,8,Registered Voters,,,,1348,0,0,0,0
Angelina,9,Registered Voters,,,,294,0,0,0,0
Angelina,10,Registered Voters,,,,1415,0,0,0,0
Angelina,11,Registered Voters,,,,2288,0,0,0,0
Angelina,11B,Registered Voters,,,,1322,0,0,0,0
Angelina,12,Registered Voters,,,,913,0,0,0,0
Angelina,13,Registered Voters,,,,727,0,0,0,0
Angelina,14,Registered Voters,,,,1946,0,0,0,0
Angelina,15,Registered Voters,,,,747,0,0,0,0
Angelina,16,Registered Voters,,,,2243,0,0,0,0
Angelina,17,Registered Voters,,,,1752,0,0,0,0
Angelina,17B,Registered Voters,,,,466,0,0,0,0
Angelina,18,Registered Voters,,,,725,0,0,0,0
Angelina,19,Registered Voters,,,,1470,0,0,0,0
Angelina,20,Registered Voters,,,,2705,0,0,0,0
Angelina,21,Registered Voters,,,,1116,0,0,0,0
Angelina,22,Registered Voters,,,,1168,0,0,0,0
Angelina,23,Registered Voters,,,,737,0,0,0,0
Angelina,24,Registered Voters,,,,2804,0,0,0,0
Angelina,25,Registered Voters,,,,2508,0,0,0,0
Angelina,26,Registered Voters,,,,1701,0,0,0,0
Angelina,27,Registered Voters,,,,364,0,0,0,0
Angelina,28,Registered Voters,,,,1221,0,0,0,0
Angelina,29,Registered Voters,,,,1589,0,0,0,0
Angelina,30,Registered Voters,,,,1160,0,0,0,0
Angelina,31,Registered Voters,,,,494,0,0,0,0
Angelina,32,Registered Voters,,,,114,0,0,0,0
Angelina,33,Registered Voters,,,,1405,0,0,0,0
Angelina,34,Registered Voters,,,,2297,0,0,0,0
Angelina,35,Registered Voters,,,,1848,0,0,0,0
Angelina,37,Registered Voters,,,,576,0,0,0,0
Angelina,38,Registered Voters,,,,437,0,0,0,0
Angelina,39,Registered Voters,,,,535,0,0,0,0
Angelina,40,Registered Voters,,,,854,0,0,0,0
Angelina,1,Ballots Cast,,,,223,80,135,3,5
Angelina,2,Ballots Cast,,,,744,262,403,77,2
Angelina,3,Ballots Cast,,,,876,379,476,20,1
Angelina,4,Ballots Cast,,,,558,210,322,25,1
Angelina,5,Ballots Cast,,,,652,226,399,27,0
Angelina,6,Ballots Cast,,,,313,145,156,11,1
Angelina,7,Ballots Cast,,,,806,279,511,15,1
