county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Wilson,Box 101,Registered Voters,,,,3684,0,0,0
Wilson,Box 102,Registered Voters,,,,2381,0,0,0
Wilson,Box 103,Registered Voters,,,,2054,0,0,0
Wilson,Box 104,Registered Voters,,,,1313,0,0,0
Wilson,Box 205,Registered Voters,,,,3167,0,0,0
Wilson,Box 206,Registered Voters,,,,2523,0,0,0
Wilson,Box 207,Registered Voters,,,,3434,0,0,0
Wilson,Box 311,Registered Voters,,,,2665,0,0,0
Wilson,Box 312,Registered Voters,,,,2955,0,0,0
Wilson,Box 313,Registered Voters,,,,4064,0,0,0
Wilson,Box 414,Registered Voters,,,,3045,0,0,0
Wilson,Box 415,Registered Voters,,,,3641,0,0,0
Wilson,Box 416,Registered Voters,,,,2147,0,0,0
Wilson,Box 101,Ballots Cast,,,,2047,792,1165,90
Wilson,Box 102,Ballots Cast,,,,928,248,603,77
Wilson,Box 103,Ballots Cast,,,,949,369,506,74
Wilson,Box 104,Ballots Cast,,,,713,316,371,26
Wilson,Box 205,Ballots Cast,,,,1726,862,804,60
Wilson,Box 206,Ballots Cast,,,,1209,344,770,95
Wilson,Box 207,Ballots Cast,,,,1856,569,1217,70
Wilson,Box 311,Ballots Cast,,,,1562,620,871,71
Wilson,Box 312,Ballots Cast,,,,1637,636,951,50
Wilson,Box 313,Ballots Cast,,,,2041,874,1117,50
Wilson,Box 414,Ballots Cast,,,,1562,849,646,67
Wilson,Box 415,Ballots Cast,,,,2138,749,1315,74
Wilson,Box 416,Ballots Cast,,,,1253,520,670,63
Wilson,Box 101,Ballots Cast - Blank,,,,2,1,1,0
Wilson,Box 102,Ballots Cast - Blank,,,,3,0,3,0
Wilson,Box 103,Ballots Cast - Blank,,,,2,1,0,1
Wilson,Box 104,Ballots Cast - Blank,,,,4,2,2,0
Wilson,Box 205,Ballots Cast - Blank,,,,7,5,2,0
Wilson,Box 206,Ballots Cast - Blank,,,,4,0,4,0
Wilson,Box 207,Ballots Cast - Blank,,,,4,3,1,0
Wilson,Box 311,Ballots Cast - Blank,,,,4,2,2,0
Wilson,Box 312,Ballots Cast - Blank,,,,7,3,4,0
Wilson,Box 313,Ballots Cast - Blank,,,,8,4,4,0
Wilson,Box 414,Ballots Cast - Blank,,,,8,8,0,0
Wilson,Box 415,Ballots Cast - Blank,,,,5,0,5,0
Wilson,Box 416,Ballots Cast - Blank,,,,1,1,0,0
Wilson,Box 101,U.S. House,15,REP,Monica De La Cruz,1344,542,767,35
Wilson,Box 102,U.S. House,15,REP,Monica De La Cruz,412,132,267,13
Wilson,Box 103,U.S. House,15,REP,Monica De La Cruz,612,244,345,23
Wilson,Box 104,U.S. House,15,REP,Monica De La Cruz,529,226,289,14
Wilson,Box 205,U.S. House,15,REP,Monica De La Cruz,1439,730,677,32
Wilson,Box 206,U.S. House,15,REP,Monica De La Cruz,777,220,523,34
Wilson,Box 207,U.S. House,15,REP,Monica De La Cruz,1358,411,907,40
Wilson,Box 311,U.S. House,15,REP,Monica De La Cruz,1321,529,752,40
Wilson,Box 312,U.S. House,15,REP,Monica De La Cruz,1382,549,804,29
Wilson,Box 313,U.S. House,15,REP,Monica De La Cruz,1679,720,929,30
Wilson,Box 414,U.S. House,15,REP,Monica De La Cruz,1310,717,555,38
Wilson,Box 415,U.S. House,15,REP,Monica De La Cruz,1672,606,1021,45
Wilson,Box 416,U.S. House,15,REP,Monica De La Cruz,1003,437,529,37
Wilson,Box 101,U.S. House,15,DEM,Michelle Vallejo,653,227,371,55
Wilson,Box 102,U.S. House,15,DEM,Michelle Vallejo,470,108,300,62
