county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Robertson,Calvert 1,Registered Voters,,,,1306,0,0,0,0
Robertson,Hearne 2,Registered Voters,,,,1347,0,0,0,0
Robertson,Wheelock 3,Registered Voters,,,,613,0,0,0,0
Robertson,Bald Prairie 4,Registered Voters,,,,723,0,0,0,0
Robertson,Bremond 5,Registered Voters,,,,1508,0,0,0,0
Robertson,Franklin 6,Registered Voters,,,,1615,0,0,0,0
Robertson,Seale 8,Registered Voters,,,,253,0,0,0,0
Robertson,Benchley 11,Registered Voters,,,,1267,0,0,0,0
Robertson,Elliott 13,Registered Voters,,,,239,0,0,0,0
Robertson,Easterly 16,Registered Voters,,,,279,0,0,0,0
Robertson,New Baden 19,Registered Voters,,,,621,0,0,0,0
Robertson,Teal Center 22,Registered Voters,,,,1489,0,0,0,0
Robertson,Christian Faith 23,Registered Voters,,,,756,0,0,0,0
Robertson,Calvert 1,Ballots Cast,,,,623,236,368,18,1
Robertson,Hearne 2,Ballots Cast,,,,635,220,388,27,0
Robertson,Wheelock 3,Ballots Cast,,,,401,217,178,6,0
Robertson,Bald Prairie 4,Ballots Cast,,,,438,120,310,8,0
Robertson,Bremond 5,Ballots Cast,,,,799,334,443,22,0
Robertson,Franklin 6,Ballots Cast,,,,852,295,534,19,4
Robertson,Seale 8,Ballots Cast,,,,191,132,53,5,1
Robertson,Benchley 11,Ballots Cast,,,,676,333,310,33,0
Robertson,Elliott 13,Ballots Cast,,,,162,35,125,2,0
Robertson,Easterly 16,Ballots Cast,,,,148,71,75,2,0
Robertson,New Baden 19,Ballots Cast,,,,391,113,258,19,1
Robertson,Teal Center 22,Ballots Cast,,,,466,221,206,36,3
Robertson,Christian Faith 23,Ballots Cast,,,,255,108,133,14,0
Robertson,Calvert 1,Ballots Cast - Blank,,,,0,0,0,0,0
Robertson,Hearne 2,Ballots Cast - Blank,,,,0,0,0,0,0
Robertson,Wheelock 3,Ballots Cast - Blank,,,,0,0,0,0,0
Robertson,Bald Prairie 4,Ballots Cast - Blank,,,,0,0,0,0,0
Robertson,Bremond 5,Ballots Cast - Blank,,,,0,0,0,0,0
Robertson,Franklin 6,Ballots Cast - Blank,,,,0,0,0,0,0
Robertson,Seale 8,Ballots Cast - Blank,,,,0,0,0,0,0
