county,precinct,office,district,candidate,party,votes
Borden,1A,Registered Voters,,,,61
Borden,1B,Registered Voters,,,,61
Borden,2A,Registered Voters,,,,102
Borden,2B,Registered Voters,,,,61
Borden,3A,Registered Voters,,,,70
Borden,3B,Registered Voters,,,,39
Borden,4,Registered Voters,,,,82
Borden,1A,Ballots Cast,,,,9
Borden,1B,Ballots Cast,,,,22
Borden,2A,Ballots Cast,,,,26
Borden,2B,Ballots Cast,,,,26
Borden,3A,Ballots Cast,,,,7
Borden,3B,Ballots Cast,,,,13
Borden,4,Ballots Cast,,,,17
Borden,Early Voting,Ballots Cast,,,,196
Borden,Mail,Ballots Cast,,,,18
Borden,1A,U.S. House,19,Jodey Arrington,REP,9
Borden,1B,U.S. House,19,Jodey Arrington,REP,20
Borden,2A,U.S. House,19,Jodey Arrington,REP,24
Borden,2B,U.S. House,19,Jodey Arrington,REP,24
Borden,3A,U.S. House,19,Jodey Arrington,REP,7
Borden,3B,U.S. House,19,Jodey Arrington,REP,11
Borden,4,U.S. House,19,Jodey Arrington,REP,17
Borden,Early Voting,U.S. House,19,Jodey Arrington,REP,177
Borden,Mail,U.S. House,19,Jodey Arrington,REP,14
Borden,1A,U.S. House,19,Nathan Lewis,IND,0
Borden,1B,U.S. House,19,Nathan Lewis,IND,0
Borden,2A,U.S. House,19,Nathan Lewis,IND,0
Borden,2B,U.S. House,19,Nathan Lewis,IND,0
Borden,3A,U.S. House,19,Nathan Lewis,IND,0
Borden,3B,U.S. House,19,Nathan Lewis,IND,0
Borden,4,U.S. House,19,Nathan Lewis,IND,0
Borden,Early Voting,U.S. House,19,Nathan Lewis,IND,8
Borden,Mail,U.S. House,19,Nathan Lewis,IND,1
Borden,1A,Governor,,Greg Abbott,REP,9
Borden,1B,Governor,,Greg Abbott,REP,20
Borden,2A,Governor,,Greg Abbott,REP,25
Borden,2B,Governor,,Greg Abbott,REP,23
Borden,3A,Governor,,Greg Abbott,REP,7
Borden,3B,Governor,,Greg Abbott,REP,13
Borden,4,Governor,,Greg Abbott,REP,17
Borden,Early Voting,Governor,,Greg Abbott,REP,176
Borden,Mail,Governor,,Greg Abbott,REP,16
Borden,1A,Governor,,Beto O'Rourke,DEM,0
Borden,1B,Governor,,Beto O'Rourke,DEM,0
Borden,2A,Governor,,Beto O'Rourke,DEM,0
Borden,2B,Governor,,Beto O'Rourke,DEM,0
Borden,3A,Governor,,Beto O'Rourke,DEM,0
Borden,3B,Governor,,Beto O'Rourke,DEM,0
Borden,4,Governor,,Beto O'Rourke,DEM,0
Borden,Early Voting,Governor,,Beto O'Rourke,DEM,7
Borden,Mail,Governor,,Beto O'Rourke,DEM,2
Borden,1A,Governor,,Mark Tippetts,LIB,0
Borden,1B,Governor,,Mark Tippetts,LIB,0
Borden,2A,Governor,,Mark Tippetts,LIB,0
Borden,2B,Governor,,Mark Tippetts,LIB,0
Borden,3A,Governor,,Mark Tippetts,LIB,0
Borden,3B,Governor,,Mark Tippetts,LIB,0
Borden,4,Governor,,Mark Tippetts,LIB,0
Borden,Early Voting,Governor,,Mark Tippetts,LIB,2
Borden,Mail,Governor,,Mark Tippetts,LIB,0
Borden,1A,Governor,,Delilah Barrios,GRE,0
Borden,1B,Governor,,Delilah Barrios,GRE,0
Borden,2A,Governor,,Delilah Barrios,GRE,0
Borden,2B,Governor,,Delilah Barrios,GRE,0
Borden,3A,Governor,,Delilah Barrios,GRE,0
Borden,3B,Governor,,Delilah Barrios,GRE,0
Borden,4,Governor,,Delilah Barrios,GRE,0
