county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
San Jacinto,1,U.S. House,8,REP,Morgan Luttrell,1317,37,918,362
San Jacinto,1,U.S. House,8,DEM,Laura Jones,275,21,181,73
San Jacinto,1,U.S. House,8,LIB,Roy Eriksen,23,1,12,10
San Jacinto,1,Governor,,REP,Greg Abbott,1330,40,922,368
San Jacinto,1,Governor,,DEM,Beto O'Rourke,274,25,178,71
San Jacinto,1,Governor,,LIB,Mark Tippetts,20,1,11,8
San Jacinto,1,Governor,,GRN,Delilah Barrios,4,0,2,2
San Jacinto,1,Governor,,,Jacqueline Abernathy,0,0,0,0
San Jacinto,1,Governor,,,Mark V Goloby,0,0,0,0
San Jacinto,1,Governor,,,Rejected write-ins,0,0,0,0
San Jacinto,1,Governor,,,Unassigned write-ins,0,0,0,0
San Jacinto,1,Lieutenant Governor,,REP,Dan Patrick,1298,40,900,358
San Jacinto,1,Lieutenant Governor,,DEM,Mike Collier,289,23,192,74
San Jacinto,1,Lieutenant Governor,,LIB,Shanna Steele,38,3,19,16
San Jacinto,1,Attorney General,,REP,Ken Paxton,1305,40,905,360
San Jacinto,1,Attorney General,,DEM,Rochelle Mercedes Garza,278,26,177,75
San Jacinto,1,Attorney General,,LIB,Mark Ash,41,1,28,12
San Jacinto,1,Comptroller of Public Accounts,,REP,Glenn Hegar,1326,40,925,361
San Jacinto,1,Comptroller of Public Accounts,,DEM,Janet T. Dudding,267,23,171,73
San Jacinto,1,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,23,3,12,8
San Jacinto,1,Commissioner of the General Land Office,,REP,Dawn Buckingham,1321,43,915,363
San Jacinto,1,Commissioner of the General Land Office,,DEM,Jay Kleberg,268,21,176,71
San Jacinto,1,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr.",17,1,9,7
San Jacinto,1,Commissioner of the General Land Office,,,Carrie Evelyn Menger,1,0,0,1
San Jacinto,1,Commissioner of the General Land Office,,,Rejected write-ins,0,0,0,0
San Jacinto,1,Commissioner of the General Land Office,,,Unassigned write-ins,0,0,0,0
San Jacinto,1,Commissioner of Agriculture,,REP,Sid Miller,1322,42,916,364
San Jacinto,1,Commissioner of Agriculture,,DEM,Susan Hays,290,24,188,78
San Jacinto,1,Railroad Commissioner,,REP,Wayne Christian,1305,40,907,358
San Jacinto,1,Railroad Commissioner,,DEM,Luke Warford,268,22,176,70
San Jacinto,1,Railroad Commissioner,,LIB,Jaime Andres Diez,27,3,15,9
San Jacinto,1,Railroad Commissioner,,GRN,Hunter Wayne Crow,6,0,4,2
San Jacinto,1,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,1317,41,912,364
San Jacinto,1,"Justice, Supreme Court, Place 3",,DEM,Erin A. Nowell,268,21,178,69
San Jacinto,1,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,24,2,15,7
San Jacinto,1,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,1329,42,921,366
