county,precinct,office,district,party,candidate,votes,early_voting,election_day
Reagan,1,U.S. House,23,REP,Tony Gonzales,17,10,7
Reagan,1,U.S. House,23,DEM,John Lira,7,2,5
Reagan,1,U.S. House,23,IND,Frank Lopez Jr,5,3,2
Reagan,1,Governor,,REP,Greg Abbott,21,13,8
Reagan,1,Governor,,DEM,Beto O'Rourke,8,2,6
Reagan,1,Governor,,LIB,Mark Tippetts,0,0,0
Reagan,1,Governor,,GRN,Delilah Barrios,1,1,0
Reagan,1,Governor,,,Rejected write-ins,0,0,0
Reagan,1,Governor,,,Unassigned write-ins,0,0,0
Reagan,1,Lieutenant Governor,,REP,Dan Patrick,19,12,7
Reagan,1,Lieutenant Governor,,DEM,Mike Collier,10,3,7
Reagan,1,Lieutenant Governor,,LIB,Shanna Steele,0,0,0
Reagan,1,Attorney General,,REP,Ken Paxton,19,11,8
Reagan,1,Attorney General,,DEM,Rochelle Mercedes Garza,9,3,6
Reagan,1,Attorney General,,LIB,Mark Ash,0,0,0
Reagan,1,Comptroller of Public Accounts,,REP,Glenn Hegar,20,11,9
Reagan,1,Comptroller of Public Accounts,,DEM,Janet T. Dudding,5,1,4
Reagan,1,Comptroller of Public Accounts,,LIB,V. Alonzo Echevarria-Garza,2,1,1
Reagan,1,Commissioner of the General Land Office,,REP,Dawn Buckingham,21,12,9
Reagan,1,Commissioner of the General Land Office,,DEM,Jay Kleberg,6,2,4
Reagan,1,Commissioner of the General Land Office,,GRN,"Alfred Molison, Jr.",1,1,0
Reagan,1,Commissioner of the General Land Office,,,Rejected write-ins,0,0,0
Reagan,1,Commissioner of the General Land Office,,,Unassigned write-ins,0,0,0
Reagan,1,Commissioner of Agriculture,,REP,Sid Miller,20,13,7
Reagan,1,Commissioner of Agriculture,,DEM,Susan Hays,9,2,7
Reagan,1,Railroad Commissioner,,REP,Wayne Christian,21,13,8
Reagan,1,Railroad Commissioner,,DEM,Luke Warford,4,1,3
Reagan,1,Railroad Commissioner,,LIB,Jaime Andres Diez,3,1,2
Reagan,1,Railroad Commissioner,,GRN,Hunter Wayne Crow,0,0,0
Reagan,1,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,20,10,10
Reagan,1,"Justice, Supreme Court, Place 3",,DEM,Erin A. Nowell,7,3,4
Reagan,1,"Justice, Supreme Court, Place 3",,LIB,Thomas Edward Oxford,0,0,0
Reagan,1,"Justice, Supreme Court, Place 5",,REP,Rebeca Huddle,16,9,7
Reagan,1,"Justice, Supreme Court, Place 5",,DEM,Amanda Reichek,12,5,7
Reagan,1,"Justice, Supreme Court, Place 9",,REP,Evan Young,16,9,7
Reagan,1,"Justice, Supreme Court, Place 9",,DEM,Julia Maldonado,11,4,7
Reagan,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,21,11,10
Reagan,1,"Judge, Court of Criminal Appeals, Place 5",,DEM,Dana Huffman,7,3,4
Reagan,1,"Judge, Court of Criminal Appeals, Place 6",,REP,Jesse F. McClure III,19,11,8
