county,precinct,office,district,party,candidate,votes,early_voting,election_day,mail,provisional,limited
Collin,212,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",1222,698,506,18,0,0
Collin,212,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,1468,863,576,29,0,0
Collin,212,"Judge, Court of Criminal Appeals, Place 6",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,"Judge, Court of Criminal Appeals, Place 6",NA,NON,UNDER VOTES,109,60,48,1,0,0
Collin,212,"Member, State Board of Education, District 12 Ccd",NA,REP,Pam Little,1224,700,506,18,0,0
Collin,212,"Member, State Board of Education, District 12 Ccd",NA,DEM,Alex Cornwallis,1427,848,549,30,0,0
Collin,212,"Member, State Board of Education, District 12 Ccd",NA,LIB,Christy Mowrey,60,26,34,0,0,0
Collin,212,"Member, State Board of Education, District 12 Ccd",NA,NON,Write-in,1,0,1,0,0,0
Collin,212,"Member, State Board of Education, District 12 Ccd",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,"Member, State Board of Education, District 12 Ccd",NA,NON,UNDER VOTES,87,47,40,0,0,0
Collin,212,State Senate,2,REP,Bob Hall,0,0,0,0,0,0
Collin,212,State Senate,2,DEM,Prince S. Giadolor,0,0,0,0,0,0
Collin,212,State Senate,2,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,State Senate,2,NON,UNDER VOTES,0,0,0,0,0,0
Collin,212,State Senate,8,REP,Angela Paxton,0,0,0,0,0,0
Collin,212,State Senate,8,DEM,Jonathan Cocks,0,0,0,0,0,0
Collin,212,State Senate,8,LIB,Edward Kless,0,0,0,0,0,0
Collin,212,State Senate,8,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,State Senate,8,NON,UNDER VOTES,0,0,0,0,0,0
Collin,212,State House,33,REP,Justin Holland,0,0,0,0,0,0
Collin,212,State House,33,DEM,Graeson Lynskey,0,0,0,0,0,0
Collin,212,State House,33,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,State House,33,NON,UNDER VOTES,0,0,0,0,0,0
Collin,212,State House,61,REP,Frederick Frazier,1229,695,516,18,0,0
Collin,212,State House,61,DEM,Sheena King,1471,871,570,30,0,0
Collin,212,State House,61,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,State House,61,NON,UNDER VOTES,99,55,44,0,0,0
Collin,212,State House,66,REP,Matt Shaheen,0,0,0,0,0,0
Collin,212,State House,66,DEM,Jesse Ringness,0,0,0,0,0,0
Collin,212,State House,66,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,State House,66,NON,UNDER VOTES,0,0,0,0,0,0
Collin,212,State House,67,REP,Jeff Leach,0,0,0,0,0,0
Collin,212,State House,67,DEM,Kevin Morris,0,0,0,0,0,0
Collin,212,State House,67,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,State House,67,NON,UNDER VOTES,0,0,0,0,0,0
Collin,212,State House,70,REP,Jamee Jolly,0,0,0,0,0,0
Collin,212,State House,70,DEM,Mihaela Elizabeth Plesa,0,0,0,0,0,0
Collin,212,State House,70,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,State House,70,NON,UNDER VOTES,0,0,0,0,0,0
Collin,212,"Justice, 5th Court of Appeals District, Place 4",NA,REP,Emily A. Miskel,1226,689,517,20,0,0
Collin,212,"Justice, 5th Court of Appeals District, Place 4",NA,DEM,Maricela Moore,1450,866,557,27,0,0
Collin,212,"Justice, 5th Court of Appeals District, Place 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,"Justice, 5th Court of Appeals District, Place 4",NA,NON,UNDER VOTES,123,66,56,1,0,0
Collin,212,"Justice, 5th Court of Appeals District, Place 7",NA,REP,Kristina Williams,1213,690,505,18,0,0
Collin,212,"Justice, 5th Court of Appeals District, Place 7",NA,DEM,Nancy Kennedy,1473,871,572,30,0,0
Collin,212,"Justice, 5th Court of Appeals District, Place 7",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,"Justice, 5th Court of Appeals District, Place 7",NA,NON,UNDER VOTES,113,60,53,0,0,0
Collin,212,County Judge Ccd,NA,REP,Chris Hill,1248,713,515,20,0,0
Collin,212,County Judge Ccd,NA,DEM,Joshua Murray,1460,858,574,28,0,0
Collin,212,County Judge Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,County Judge Ccd,NA,NON,UNDER VOTES,91,50,41,0,0,0
Collin,212,District Clerk Ccd,NA,REP,Mike Gould,1262,718,526,18,0,0
Collin,212,District Clerk Ccd,NA,DEM,David Brignac,1421,840,551,30,0,0
Collin,212,District Clerk Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,District Clerk Ccd,NA,NON,UNDER VOTES,116,63,53,0,0,0
Collin,212,"County Commissioner, Precinct 4",NA,REP,Duncan Webb,0,0,0,0,0,0
Collin,212,"County Commissioner, Precinct 4",NA,DEM,Jeffrey Williams,0,0,0,0,0,0
Collin,212,"County Commissioner, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,"County Commissioner, Precinct 4",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,212,"Justice of the Peace, Precinct 2",NA,REP,Ellen Skinner,0,0,0,0,0,0
Collin,212,"Justice of the Peace, Precinct 2",NA,DEM,Jennifer McKenzie,0,0,0,0,0,0
Collin,212,"Justice of the Peace, Precinct 2",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,"Justice of the Peace, Precinct 2",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,212,"Justice of the Peace, Precinct 3",NA,REP,Mike Missildine,0,0,0,0,0,0
Collin,212,"Justice of the Peace, Precinct 3",NA,DEM,Irvin Lynn Barrett,0,0,0,0,0,0
Collin,212,"Justice of the Peace, Precinct 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,"Justice of the Peace, Precinct 3",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,212,"Justice of the Peace, Precinct 4",NA,REP,Vincent Venegoni,1224,694,512,18,0,0
Collin,212,"Justice of the Peace, Precinct 4",NA,DEM,Adam Kern,1460,866,565,29,0,0
Collin,212,"Justice of the Peace, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,212,"Justice of the Peace, Precinct 4",NA,NON,UNDER VOTES,115,61,53,1,0,0
Collin,213,Ballots Cast Total,NA,"NA",,1848,1276,547,24,1,0
Collin,213,U.S. House,3,REP,Keith Self,0,0,0,0,0,0
Collin,213,U.S. House,3,DEM,Sandeep Srivastava,0,0,0,0,0,0
Collin,213,U.S. House,3,LIB,Christopher Claytor,0,0,0,0,0,0
Collin,213,U.S. House,3,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,U.S. House,3,NON,UNDER VOTES,0,0,0,0,0,0
Collin,213,U.S. House,4,REP,Pat Fallon,898,590,295,13,0,0
Collin,213,U.S. House,4,DEM,Iro Omere,863,636,215,11,1,0
Collin,213,U.S. House,4,LIB,John Simmons,53,30,23,0,0,0
Collin,213,U.S. House,4,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,U.S. House,4,NON,UNDER VOTES,34,20,14,0,0,0
Collin,213,U.S. House,32,REP,Antonio Swad,0,0,0,0,0,0
Collin,213,U.S. House,32,DEM,Colin Allred,0,0,0,0,0,0
Collin,213,U.S. House,32,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,U.S. House,32,NON,UNDER VOTES,0,0,0,0,0,0
Collin,213,Governor,NA,REP,Greg Abbott,871,575,283,13,0,0
Collin,213,Governor,NA,DEM,Beto O'Rourke,948,680,256,11,1,0
Collin,213,Governor,NA,LIB,Mark Tippetts,22,16,6,0,0,0
Collin,213,Governor,NA,GRN,Delilah Barrios,3,2,1,0,0,0
Collin,213,Governor,NA,NON,Write-in,2,2,0,0,0,0
Collin,213,Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,Governor,NA,NON,UNDER VOTES,2,1,1,0,0,0
Collin,213,Lieutenant Governor,NA,REP,Dan Patrick,862,569,279,13,1,0
Collin,213,Lieutenant Governor,NA,DEM,Mike Collier,914,665,238,11,0,0
Collin,213,Lieutenant Governor,NA,LIB,Shanna Steele,52,32,20,0,0,0
Collin,213,Lieutenant Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,Lieutenant Governor,NA,NON,UNDER VOTES,20,10,10,0,0,0
Collin,213,Attorney General,NA,REP,Ken Paxton,871,568,290,13,0,0
Collin,213,Attorney General,NA,DEM,Rochelle Mercedes Garza,908,661,235,11,1,0
Collin,213,Attorney General,NA,LIB,Mark Ash,41,32,9,0,0,0
Collin,213,Attorney General,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,Attorney General,NA,NON,UNDER VOTES,28,15,13,0,0,0
Collin,213,Comptroller of Public Accounts,NA,REP,Glenn Hegar,909,599,296,14,0,0
Collin,213,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,866,630,225,10,1,0
Collin,213,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,32,23,9,0,0,0
Collin,213,Comptroller of Public Accounts,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,Comptroller of Public Accounts,NA,NON,UNDER VOTES,41,24,17,0,0,0
Collin,213,Commissioner of the General Land Office,NA,REP,Dawn Buckingham,918,608,297,13,0,0
Collin,213,Commissioner of the General Land Office,NA,DEM,Jay Kleberg,869,632,225,11,1,0
Collin,213,Commissioner of the General Land Office,NA,GRN,"Alfred Molison, Jr",23,13,10,0,0,0
Collin,213,Commissioner of the General Land Office,NA,NON,Write-in,0,0,0,0,0,0
Collin,213,Commissioner of the General Land Office,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,Commissioner of the General Land Office,NA,NON,UNDER VOTES,38,23,15,0,0,0
Collin,213,Commissioner of Agriculture,NA,REP,Sid Miller,914,608,293,13,0,0
Collin,213,Commissioner of Agriculture,NA,DEM,Susan Hays,886,639,235,11,1,0
Collin,213,Commissioner of Agriculture,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,Commissioner of Agriculture,NA,NON,UNDER VOTES,48,29,19,0,0,0
Collin,213,Railroad Commissioner,NA,REP,Wayne Christian,903,597,293,13,0,0
Collin,213,Railroad Commissioner,NA,DEM,Luke Warford,850,621,217,11,1,0
Collin,213,Railroad Commissioner,NA,LIB,Jaime Andres Diez,35,22,13,0,0,0
Collin,213,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,12,11,1,0,0,0
Collin,213,Railroad Commissioner,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,Railroad Commissioner,NA,NON,UNDER VOTES,48,25,23,0,0,0
Collin,213,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,899,597,290,12,0,0
Collin,213,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,868,626,230,11,1,0
Collin,213,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,32,22,9,1,0,0
Collin,213,"Justice, Supreme Court, Place 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,"Justice, Supreme Court, Place 3",NA,NON,UNDER VOTES,49,31,18,0,0,0
Collin,213,"Justice, Supreme Court, Place 5",NA,REP,Rebeca Huddle,907,603,291,13,0,0
Collin,213,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,884,636,236,11,1,0
Collin,213,"Justice, Supreme Court, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,"Justice, Supreme Court, Place 5",NA,NON,UNDER VOTES,57,37,20,0,0,0
Collin,213,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,889,588,288,13,0,0
Collin,213,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,901,652,237,11,1,0
Collin,213,"Justice, Supreme Court, Place 9",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,"Justice, Supreme Court, Place 9",NA,NON,UNDER VOTES,58,36,22,0,0,0
Collin,213,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,902,598,291,13,0,0
Collin,213,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,890,644,234,11,1,0
Collin,213,"Judge, Court of Criminal Appeals, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,"Judge, Court of Criminal Appeals, Place 5",NA,NON,UNDER VOTES,56,34,22,0,0,0
Collin,213,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",904,599,292,13,0,0
Collin,213,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,879,634,233,11,1,0
Collin,213,"Judge, Court of Criminal Appeals, Place 6",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,"Judge, Court of Criminal Appeals, Place 6",NA,NON,UNDER VOTES,65,43,22,0,0,0
Collin,213,"Member, State Board of Education, District 12 Ccd",NA,REP,Pam Little,880,588,280,12,0,0
Collin,213,"Member, State Board of Education, District 12 Ccd",NA,DEM,Alex Cornwallis,870,623,235,11,1,0
Collin,213,"Member, State Board of Education, District 12 Ccd",NA,LIB,Christy Mowrey,40,27,12,1,0,0
Collin,213,"Member, State Board of Education, District 12 Ccd",NA,NON,Write-in,1,0,1,0,0,0
Collin,213,"Member, State Board of Education, District 12 Ccd",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,"Member, State Board of Education, District 12 Ccd",NA,NON,UNDER VOTES,57,38,19,0,0,0
Collin,213,State Senate,2,REP,Bob Hall,0,0,0,0,0,0
Collin,213,State Senate,2,DEM,Prince S. Giadolor,0,0,0,0,0,0
Collin,213,State Senate,2,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,State Senate,2,NON,UNDER VOTES,0,0,0,0,0,0
Collin,213,State Senate,8,REP,Angela Paxton,888,584,292,12,0,0
Collin,213,State Senate,8,DEM,Jonathan Cocks,883,640,231,11,1,0
Collin,213,State Senate,8,LIB,Edward Kless,39,28,10,1,0,0
Collin,213,State Senate,8,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,State Senate,8,NON,UNDER VOTES,38,24,14,0,0,0
Collin,213,State House,33,REP,Justin Holland,0,0,0,0,0,0
Collin,213,State House,33,DEM,Graeson Lynskey,0,0,0,0,0,0
Collin,213,State House,33,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,State House,33,NON,UNDER VOTES,0,0,0,0,0,0
Collin,213,State House,61,REP,Frederick Frazier,913,601,298,14,0,0
Collin,213,State House,61,DEM,Sheena King,881,640,230,10,1,0
Collin,213,State House,61,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,State House,61,NON,UNDER VOTES,54,35,19,0,0,0
Collin,213,State House,66,REP,Matt Shaheen,0,0,0,0,0,0
Collin,213,State House,66,DEM,Jesse Ringness,0,0,0,0,0,0
Collin,213,State House,66,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,State House,66,NON,UNDER VOTES,0,0,0,0,0,0
Collin,213,State House,67,REP,Jeff Leach,0,0,0,0,0,0
Collin,213,State House,67,DEM,Kevin Morris,0,0,0,0,0,0
Collin,213,State House,67,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,State House,67,NON,UNDER VOTES,0,0,0,0,0,0
Collin,213,State House,70,REP,Jamee Jolly,0,0,0,0,0,0
Collin,213,State House,70,DEM,Mihaela Elizabeth Plesa,0,0,0,0,0,0
Collin,213,State House,70,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,State House,70,NON,UNDER VOTES,0,0,0,0,0,0
Collin,213,"Justice, 5th Court of Appeals District, Place 4",NA,REP,Emily A. Miskel,908,598,297,13,0,0
Collin,213,"Justice, 5th Court of Appeals District, Place 4",NA,DEM,Maricela Moore,874,635,227,11,1,0
Collin,213,"Justice, 5th Court of Appeals District, Place 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,"Justice, 5th Court of Appeals District, Place 4",NA,NON,UNDER VOTES,66,43,23,0,0,0
Collin,213,"Justice, 5th Court of Appeals District, Place 7",NA,REP,Kristina Williams,884,586,285,13,0,0
Collin,213,"Justice, 5th Court of Appeals District, Place 7",NA,DEM,Nancy Kennedy,892,647,233,11,1,0
Collin,213,"Justice, 5th Court of Appeals District, Place 7",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,"Justice, 5th Court of Appeals District, Place 7",NA,NON,UNDER VOTES,72,43,29,0,0,0
Collin,213,County Judge Ccd,NA,REP,Chris Hill,906,603,290,13,0,0
Collin,213,County Judge Ccd,NA,DEM,Joshua Murray,888,639,237,11,1,0
Collin,213,County Judge Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,County Judge Ccd,NA,NON,UNDER VOTES,54,34,20,0,0,0
Collin,213,District Clerk Ccd,NA,REP,Mike Gould,910,598,299,13,0,0
Collin,213,District Clerk Ccd,NA,DEM,David Brignac,867,630,225,11,1,0
Collin,213,District Clerk Ccd,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,District Clerk Ccd,NA,NON,UNDER VOTES,71,48,23,0,0,0
Collin,213,"County Commissioner, Precinct 4",NA,REP,Duncan Webb,0,0,0,0,0,0
Collin,213,"County Commissioner, Precinct 4",NA,DEM,Jeffrey Williams,0,0,0,0,0,0
Collin,213,"County Commissioner, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,"County Commissioner, Precinct 4",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,213,"Justice of the Peace, Precinct 2",NA,REP,Ellen Skinner,0,0,0,0,0,0
Collin,213,"Justice of the Peace, Precinct 2",NA,DEM,Jennifer McKenzie,0,0,0,0,0,0
Collin,213,"Justice of the Peace, Precinct 2",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,"Justice of the Peace, Precinct 2",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,213,"Justice of the Peace, Precinct 3",NA,REP,Mike Missildine,0,0,0,0,0,0
Collin,213,"Justice of the Peace, Precinct 3",NA,DEM,Irvin Lynn Barrett,0,0,0,0,0,0
Collin,213,"Justice of the Peace, Precinct 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,"Justice of the Peace, Precinct 3",NA,NON,UNDER VOTES,0,0,0,0,0,0
Collin,213,"Justice of the Peace, Precinct 4",NA,REP,Vincent Venegoni,896,591,292,13,0,0
Collin,213,"Justice of the Peace, Precinct 4",NA,DEM,Adam Kern,888,644,232,11,1,0
Collin,213,"Justice of the Peace, Precinct 4",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,213,"Justice of the Peace, Precinct 4",NA,NON,UNDER VOTES,64,41,23,0,0,0
Collin,214,Ballots Cast Total,NA,"NA",,2716,2016,615,83,2,0
Collin,214,U.S. House,3,REP,Keith Self,2052,1539,452,59,2,0
Collin,214,U.S. House,3,DEM,Sandeep Srivastava,550,404,131,15,0,0
Collin,214,U.S. House,3,LIB,Christopher Claytor,76,51,21,4,0,0
Collin,214,U.S. House,3,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,U.S. House,3,NON,UNDER VOTES,38,22,11,5,0,0
Collin,214,U.S. House,4,REP,Pat Fallon,0,0,0,0,0,0
Collin,214,U.S. House,4,DEM,Iro Omere,0,0,0,0,0,0
Collin,214,U.S. House,4,LIB,John Simmons,0,0,0,0,0,0
Collin,214,U.S. House,4,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,U.S. House,4,NON,UNDER VOTES,0,0,0,0,0,0
Collin,214,U.S. House,32,REP,Antonio Swad,0,0,0,0,0,0
Collin,214,U.S. House,32,DEM,Colin Allred,0,0,0,0,0,0
Collin,214,U.S. House,32,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,U.S. House,32,NON,UNDER VOTES,0,0,0,0,0,0
Collin,214,Governor,NA,REP,Greg Abbott,2075,1557,453,63,2,0
Collin,214,Governor,NA,DEM,Beto O'Rourke,610,439,155,16,0,0
Collin,214,Governor,NA,LIB,Mark Tippetts,22,14,6,2,0,0
Collin,214,Governor,NA,GRN,Delilah Barrios,6,4,1,1,0,0
Collin,214,Governor,NA,NON,Write-in,0,0,0,0,0,0
Collin,214,Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,Governor,NA,NON,UNDER VOTES,3,2,0,1,0,0
Collin,214,Lieutenant Governor,NA,REP,Dan Patrick,2022,1517,441,62,2,0
Collin,214,Lieutenant Governor,NA,DEM,Mike Collier,624,458,145,21,0,0
Collin,214,Lieutenant Governor,NA,LIB,Shanna Steele,50,32,18,0,0,0
Collin,214,Lieutenant Governor,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,Lieutenant Governor,NA,NON,UNDER VOTES,20,9,11,0,0,0
Collin,214,Attorney General,NA,REP,Ken Paxton,1992,1481,450,59,2,0
Collin,214,Attorney General,NA,DEM,Rochelle Mercedes Garza,615,458,135,22,0,0
Collin,214,Attorney General,NA,LIB,Mark Ash,70,51,19,0,0,0
Collin,214,Attorney General,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,Attorney General,NA,NON,UNDER VOTES,39,26,11,2,0,0
Collin,214,Comptroller of Public Accounts,NA,REP,Glenn Hegar,2110,1574,468,66,2,0
Collin,214,Comptroller of Public Accounts,NA,DEM,Janet T. Dudding,531,399,117,15,0,0
Collin,214,Comptroller of Public Accounts,NA,LIB,V. Alonzo Echevarria-Garza,34,21,12,1,0,0
Collin,214,Comptroller of Public Accounts,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,Comptroller of Public Accounts,NA,NON,UNDER VOTES,41,22,18,1,0,0
Collin,214,Commissioner of the General Land Office,NA,REP,Dawn Buckingham,2115,1580,468,65,2,0
Collin,214,Commissioner of the General Land Office,NA,DEM,Jay Kleberg,537,400,120,17,0,0
Collin,214,Commissioner of the General Land Office,NA,GRN,"Alfred Molison, Jr",13,8,5,0,0,0
Collin,214,Commissioner of the General Land Office,NA,NON,Write-in,0,0,0,0,0,0
Collin,214,Commissioner of the General Land Office,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,Commissioner of the General Land Office,NA,NON,UNDER VOTES,51,28,22,1,0,0
Collin,214,Commissioner of Agriculture,NA,REP,Sid Miller,2077,1554,457,64,2,0
Collin,214,Commissioner of Agriculture,NA,DEM,Susan Hays,573,424,131,18,0,0
Collin,214,Commissioner of Agriculture,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,Commissioner of Agriculture,NA,NON,UNDER VOTES,66,38,27,1,0,0
Collin,214,Railroad Commissioner,NA,REP,Wayne Christian,2070,1544,460,64,2,0
Collin,214,Railroad Commissioner,NA,DEM,Luke Warford,532,397,117,18,0,0
Collin,214,Railroad Commissioner,NA,LIB,Jaime Andres Diez,45,34,11,0,0,0
Collin,214,Railroad Commissioner,NA,GRN,Hunter Wayne Crow,12,8,4,0,0,0
Collin,214,Railroad Commissioner,NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,Railroad Commissioner,NA,NON,UNDER VOTES,57,33,23,1,0,0
Collin,214,"Justice, Supreme Court, Place 3",NA,REP,Debra Lehrmann,2074,1547,457,68,2,0
Collin,214,"Justice, Supreme Court, Place 3",NA,DEM,Erin A. Nowell,554,411,130,13,0,0
Collin,214,"Justice, Supreme Court, Place 3",NA,LIB,Thomas Edward Oxford,32,22,9,1,0,0
Collin,214,"Justice, Supreme Court, Place 3",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,"Justice, Supreme Court, Place 3",NA,NON,UNDER VOTES,56,36,19,1,0,0
Collin,214,"Justice, Supreme Court, Place 5",NA,REP,Rebeca Huddle,2093,1560,464,67,2,0
Collin,214,"Justice, Supreme Court, Place 5",NA,DEM,Amanda Reichek,564,417,132,15,0,0
Collin,214,"Justice, Supreme Court, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,"Justice, Supreme Court, Place 5",NA,NON,UNDER VOTES,59,39,19,1,0,0
Collin,214,"Justice, Supreme Court, Place 9",NA,REP,Evan Young,2080,1550,459,69,2,0
Collin,214,"Justice, Supreme Court, Place 9",NA,DEM,Julia Maldonado,577,428,136,13,0,0
Collin,214,"Justice, Supreme Court, Place 9",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,"Justice, Supreme Court, Place 9",NA,NON,UNDER VOTES,59,38,20,1,0,0
Collin,214,"Judge, Court of Criminal Appeals, Place 5",NA,REP,Scott Walker,2080,1555,457,66,2,0
Collin,214,"Judge, Court of Criminal Appeals, Place 5",NA,DEM,Dana Huffman,565,416,135,14,0,0
Collin,214,"Judge, Court of Criminal Appeals, Place 5",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,"Judge, Court of Criminal Appeals, Place 5",NA,NON,UNDER VOTES,71,45,23,3,0,0
Collin,214,"Judge, Court of Criminal Appeals, Place 6",NA,REP,"Jesse F. McClure, III",2098,1565,466,65,2,0
Collin,214,"Judge, Court of Criminal Appeals, Place 6",NA,DEM,Robert Johnson,549,410,124,15,0,0
Collin,214,"Judge, Court of Criminal Appeals, Place 6",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,"Judge, Court of Criminal Appeals, Place 6",NA,NON,UNDER VOTES,69,41,25,3,0,0
Collin,214,"Member, State Board of Education, District 12 Ccd",NA,REP,Pam Little,2046,1526,451,67,2,0
Collin,214,"Member, State Board of Education, District 12 Ccd",NA,DEM,Alex Cornwallis,536,404,119,13,0,0
Collin,214,"Member, State Board of Education, District 12 Ccd",NA,LIB,Christy Mowrey,62,38,22,2,0,0
Collin,214,"Member, State Board of Education, District 12 Ccd",NA,NON,Write-in,0,0,0,0,0,0
Collin,214,"Member, State Board of Education, District 12 Ccd",NA,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,"Member, State Board of Education, District 12 Ccd",NA,NON,UNDER VOTES,72,48,23,1,0,0
Collin,214,State Senate,2,REP,Bob Hall,0,0,0,0,0,0
Collin,214,State Senate,2,DEM,Prince S. Giadolor,0,0,0,0,0,0
Collin,214,State Senate,2,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,State Senate,2,NON,UNDER VOTES,0,0,0,0,0,0
Collin,214,State Senate,8,REP,Angela Paxton,2004,1486,454,62,2,0
Collin,214,State Senate,8,DEM,Jonathan Cocks,590,442,129,19,0,0
Collin,214,State Senate,8,LIB,Edward Kless,50,36,14,0,0,0
Collin,214,State Senate,8,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,State Senate,8,NON,UNDER VOTES,72,52,18,2,0,0
Collin,214,State House,33,REP,Justin Holland,0,0,0,0,0,0
Collin,214,State House,33,DEM,Graeson Lynskey,0,0,0,0,0,0
Collin,214,State House,33,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,State House,33,NON,UNDER VOTES,0,0,0,0,0,0
Collin,214,State House,61,REP,Frederick Frazier,0,0,0,0,0,0
Collin,214,State House,61,DEM,Sheena King,0,0,0,0,0,0
Collin,214,State House,61,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,State House,61,NON,UNDER VOTES,0,0,0,0,0,0
Collin,214,State House,66,REP,Matt Shaheen,2088,1555,463,68,2,0
Collin,214,State House,66,DEM,Jesse Ringness,557,415,128,14,0,0
Collin,214,State House,66,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,State House,66,NON,UNDER VOTES,71,46,24,1,0,0
Collin,214,State House,67,REP,Jeff Leach,0,0,0,0,0,0
Collin,214,State House,67,DEM,Kevin Morris,0,0,0,0,0,0
Collin,214,State House,67,NON,OVER VOTES,0,0,0,0,0,0
Collin,214,State House,67,NON,UNDER VOTES,0,0,0,0,0,0
Collin,214,State House,70,REP,Jamee Jolly,0,0,0,0,0,0
Collin,214,State House,70,DEM,Mihaela Elizabeth Plesa,0,0,0,0,0,0
