county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Lubbock,001 - REP,U.S. House,19,REP,Jodey C. Arrington,157,121,36,0
Lubbock,001 - REP,Governor,,REP,Chad Prather,8,6,2,0
Lubbock,001 - REP,Governor,,REP,Kandy Kaye Horn,1,1,0,0
Lubbock,001 - REP,Governor,,REP,Rick Perry,9,5,4,0
Lubbock,001 - REP,Governor,,REP,Paul Belew,0,0,0,0
Lubbock,001 - REP,Governor,,REP,Greg Abbott,123,97,26,0
Lubbock,001 - REP,Governor,,REP,Allen B. West,14,10,4,0
Lubbock,001 - REP,Governor,,REP,Danny Harrison,1,0,1,0
Lubbock,001 - REP,Governor,,REP,Don Huffines,16,10,6,0
Lubbock,001 - REP,Lieutenant Governor,,REP,Trayce Bradford,11,8,3,0
Lubbock,001 - REP,Lieutenant Governor,,REP,Todd M. Bullis,3,2,1,0
Lubbock,001 - REP,Lieutenant Governor,,REP,Zach Vance,2,2,0,0
Lubbock,001 - REP,Lieutenant Governor,,REP,Aaron Sorrells,4,3,1,0
Lubbock,001 - REP,Lieutenant Governor,,REP,Daniel Miller,9,7,2,0
Lubbock,001 - REP,Lieutenant Governor,,REP,Dan Patrick,138,105,33,0
Lubbock,001 - REP,Attorney General,,REP,Ken Paxton,65,49,16,0
Lubbock,001 - REP,Attorney General,,REP,Louie Gohmert,17,9,8,0
Lubbock,001 - REP,Attorney General,,REP,Eva Guzman,59,50,9,0
Lubbock,001 - REP,Attorney General,,REP,George P. Bush,31,23,8,0
Lubbock,001 - REP,Comptroller of Public Accounts,,REP,Glenn Hegar,138,106,32,0
Lubbock,001 - REP,Comptroller of Public Accounts,,REP,Mark V. Goloby,22,16,6,0
Lubbock,001 - REP,Commissioner of the General Land Office,,REP,Jon Spiers,25,17,8,0
Lubbock,001 - REP,Commissioner of the General Land Office,,REP,Tim Westley,32,23,9,0
Lubbock,001 - REP,Commissioner of the General Land Office,,REP,Weston Martinez,7,6,1,0
Lubbock,001 - REP,Commissioner of the General Land Office,,REP,Ben Armenta,6,5,1,0
Lubbock,001 - REP,Commissioner of the General Land Office,,REP,Don W. Minton,8,6,2,0
Lubbock,001 - REP,Commissioner of the General Land Office,,REP,Rufus Lopez,8,6,2,0
