county,precinct,office,district,party,candidate,early_voting,election_day,votes
San Augustine,1,Comptroller Of Public Accounts,,,Glenn Hegar,226,177,403
San Augustine,1,Comptroller Of Public Accounts,,,Janet T. Dudding,90,74,164
San Augustine,1,Comptroller Of Public Accounts,,,V. Alonzo Echevarria Garza,1,7,8
San Augustine,10,Comptroller Of Public Accounts,,,Glenn Hegar,60,127,187
San Augustine,10,Comptroller Of Public Accounts,,,Janet T. Dudding,3,12,15
San Augustine,10,Comptroller Of Public Accounts,,,V. Alonzo Echevarria Garza,0,2,2
San Augustine,11,Comptroller Of Public Accounts,,,Glenn Hegar,2,2,4
San Augustine,11,Comptroller Of Public Accounts,,,Janet T. Dudding,78,50,128
San Augustine,11,Comptroller Of Public Accounts,,,V. Alonzo Echevarria Garza,0,0,0
San Augustine,2,Comptroller Of Public Accounts,,,Glenn Hegar,68,36,104
San Augustine,2,Comptroller Of Public Accounts,,,Janet T. Dudding,43,19,62
San Augustine,2,Comptroller Of Public Accounts,,,V. Alonzo Echevarria Garza,1,1,2
San Augustine,3,Comptroller Of Public Accounts,,,Glenn Hegar,39,41,80
San Augustine,3,Comptroller Of Public Accounts,,,Janet T. Dudding,17,6,23
San Augustine,3,Comptroller Of Public Accounts,,,V. Alonzo Echevarria Garza,0,0,0
San Augustine,4,Comptroller Of Public Accounts,,,Glenn Hegar,104,50,154
San Augustine,4,Comptroller Of Public Accounts,,,Janet T. Dudding,36,19,55
San Augustine,4,Comptroller Of Public Accounts,,,V. Alonzo Echevarria Garza,1,1,2
San Augustine,5,Comptroller Of Public Accounts,,,Glenn Hegar,75,106,181
San Augustine,5,Comptroller Of Public Accounts,,,Janet T. Dudding,21,7,28
San Augustine,5,Comptroller Of Public Accounts,,,V. Alonzo Echevarria Garza,1,0,1
San Augustine,6,Comptroller Of Public Accounts,,,Glenn Hegar,71,83,154
San Augustine,6,Comptroller Of Public Accounts,,,Janet T. Dudding,3,4,7
San Augustine,6,Comptroller Of Public Accounts,,,V. Alonzo Echevarria Garza,0,2,2
San Augustine,7,Comptroller Of Public Accounts,,,Glenn Hegar,65,94,159
San Augustine,7,Comptroller Of Public Accounts,,,Janet T. Dudding,9,17,26
San Augustine,7,Comptroller Of Public Accounts,,,V. Alonzo Echevarria Garza,1,0,1
San Augustine,8,Comptroller Of Public Accounts,,,Glenn Hegar,195,98,293
San Augustine,8,Comptroller Of Public Accounts,,,Janet T. Dudding,23,9,32
San Augustine,8,Comptroller Of Public Accounts,,,V. Alonzo Echevarria Garza,1,2,3
San Augustine,9,Comptroller Of Public Accounts,,,Glenn Hegar,360,144,504
San Augustine,9,Comptroller Of Public Accounts,,,Janet T. Dudding,42,10,52
San Augustine,9,Comptroller Of Public Accounts,,,V. Alonzo Echevarria Garza,1,0,1
San Augustine,1,Commissioner Of The General Land Office,,,Alfred Molison Jr,1,5,6
San Augustine,1,Commissioner Of The General Land Office,,,Carrie Evelyn Menger,0,0,0
San Augustine,1,Commissioner Of The General Land Office,,,Dawn Buckingham,218,174,392
San Augustine,1,Commissioner Of The General Land Office,,,Jay Kleberg,90,81,171
San Augustine,10,Commissioner Of The General Land Office,,,Alfred Molison Jr,0,1,1
San Augustine,10,Commissioner Of The General Land Office,,,Carrie Evelyn Menger,0,0,0
San Augustine,10,Commissioner Of The General Land Office,,,Dawn Buckingham,60,129,189
San Augustine,10,Commissioner Of The General Land Office,,,Jay Kleberg,3,10,13
San Augustine,11,Commissioner Of The General Land Office,,,Alfred Molison Jr,1,0,1
San Augustine,11,Commissioner Of The General Land Office,,,Carrie Evelyn Menger,0,0,0
San Augustine,11,Commissioner Of The General Land Office,,,Dawn Buckingham,4,1,5
San Augustine,11,Commissioner Of The General Land Office,,,Jay Kleberg,75,51,126
San Augustine,2,Commissioner Of The General Land Office,,,Alfred Molison Jr,2,0,2
