county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Lamb,1,Ballots Cast,,,,330,277,48,5
Lamb,2,Ballots Cast,,,,200,95,88,17
Lamb,3,Ballots Cast,,,,290,221,61,8
Lamb,4,Ballots Cast,,,,45,30,13,2
Lamb,5,Ballots Cast,,,,176,155,19,2
Lamb,6,Ballots Cast,,,,133,60,62,11
Lamb,8,Ballots Cast,,,,891,399,459,33
Lamb,9,Ballots Cast,,,,400,127,200,73
Lamb,10,Ballots Cast,,,,182,119,56,7
Lamb,11,Ballots Cast,,,,355,261,86,8
Lamb,12,Ballots Cast,,,,86,65,16,5
Lamb,1,Ballots Cast - Blank,,,,0,0,0,0
Lamb,2,Ballots Cast - Blank,,,,0,0,0,0
Lamb,3,Ballots Cast - Blank,,,,0,0,0,0
Lamb,4,Ballots Cast - Blank,,,,0,0,0,0
Lamb,5,Ballots Cast - Blank,,,,0,0,0,0
Lamb,6,Ballots Cast - Blank,,,,0,0,0,0
Lamb,8,Ballots Cast - Blank,,,,0,0,0,0
Lamb,9,Ballots Cast - Blank,,,,0,0,0,0
Lamb,10,Ballots Cast - Blank,,,,0,0,0,0
Lamb,11,Ballots Cast - Blank,,,,0,0,0,0
Lamb,12,Ballots Cast - Blank,,,,1,1,0,0
Lamb,1,U.S. House,19,REP,Jodey C. Arrington,290,247,39,4
Lamb,2,U.S. House,19,REP,Jodey C. Arrington,136,70,60,6
Lamb,3,U.S. House,19,REP,Jodey C. Arrington,261,204,51,6
Lamb,4,U.S. House,19,REP,Jodey C. Arrington,44,30,12,2
Lamb,5,U.S. House,19,REP,Jodey C. Arrington,160,141,19,0
Lamb,6,U.S. House,19,REP,Jodey C. Arrington,110,51,52,7
Lamb,8,U.S. House,19,REP,Jodey C. Arrington,772,347,405,20
Lamb,9,U.S. House,19,REP,Jodey C. Arrington,311,104,185,22
Lamb,10,U.S. House,19,REP,Jodey C. Arrington,162,103,52,7
Lamb,11,U.S. House,19,REP,Jodey C. Arrington,327,239,83,5
Lamb,12,U.S. House,19,REP,Jodey C. Arrington,80,61,15,4
Lamb,1,U.S. House,19,IND,IND Nathan Lewis,30,20,9,1
Lamb,2,U.S. House,19,IND,IND Nathan Lewis,45,20,21,4
Lamb,3,U.S. House,19,IND,IND Nathan Lewis,22,12,9,1
Lamb,4,U.S. House,19,IND,IND Nathan Lewis,1,0,1,0
