county,precinct,office,district,party,candidate,early_voting,election_day,votes
Stonewall,1,Railroad Commissioner,,,Hunter Wayne Crow,0,0,0
Stonewall,1,Railroad Commissioner,,,Jaime Andres Diez,0,0,0
Stonewall,1,Railroad Commissioner,,,Luke Warford,7,3,10
Stonewall,1,Railroad Commissioner,,,Wayne Christian,60,62,122
Stonewall,2,Railroad Commissioner,,,Hunter Wayne Crow,0,0,0
Stonewall,2,Railroad Commissioner,,,Jaime Andres Diez,0,2,2
Stonewall,2,Railroad Commissioner,,,Luke Warford,15,13,28
Stonewall,2,Railroad Commissioner,,,Wayne Christian,70,54,124
Stonewall,3,Railroad Commissioner,,,Hunter Wayne Crow,0,0,0
Stonewall,3,Railroad Commissioner,,,Jaime Andres Diez,1,1,2
Stonewall,3,Railroad Commissioner,,,Luke Warford,7,5,12
Stonewall,3,Railroad Commissioner,,,Wayne Christian,64,53,117
Stonewall,4,Railroad Commissioner,,,Hunter Wayne Crow,0,0,0
Stonewall,4,Railroad Commissioner,,,Jaime Andres Diez,1,1,2
Stonewall,4,Railroad Commissioner,,,Luke Warford,17,15,32
Stonewall,4,Railroad Commissioner,,,Wayne Christian,51,52,103
Stonewall,1,Justice Supreme Court Place 3,,,Debra Lehrmann,62,62,124
Stonewall,1,Justice Supreme Court Place 3,,,Erin A. Nowell,5,3,8
Stonewall,1,Justice Supreme Court Place 3,,,Thomas Edward Oxford,0,0,0
Stonewall,2,Justice Supreme Court Place 3,,,Debra Lehrmann,70,58,128
Stonewall,2,Justice Supreme Court Place 3,,,Erin A. Nowell,13,12,25
Stonewall,2,Justice Supreme Court Place 3,,,Thomas Edward Oxford,0,0,0
Stonewall,3,Justice Supreme Court Place 3,,,Debra Lehrmann,67,53,120
Stonewall,3,Justice Supreme Court Place 3,,,Erin A. Nowell,7,4,11
Stonewall,3,Justice Supreme Court Place 3,,,Thomas Edward Oxford,0,1,1
Stonewall,4,Justice Supreme Court Place 3,,,Debra Lehrmann,49,53,102
Stonewall,4,Justice Supreme Court Place 3,,,Erin A. Nowell,17,16,33
Stonewall,4,Justice Supreme Court Place 3,,,Thomas Edward Oxford,2,0,2
Stonewall,1,Judge Court Of Criminal Appeals Place 6,,,Jesse F. Mcclure Iii,61,61,122
Stonewall,1,Judge Court Of Criminal Appeals Place 6,,,Robert Johnson,6,3,9
Stonewall,2,Judge Court Of Criminal Appeals Place 6,,,Jesse F. Mcclure Iii,69,58,127
Stonewall,2,Judge Court Of Criminal Appeals Place 6,,,Robert Johnson,12,12,24
Stonewall,3,Judge Court Of Criminal Appeals Place 6,,,Jesse F. Mcclure Iii,66,54,120
Stonewall,3,Judge Court Of Criminal Appeals Place 6,,,Robert Johnson,6,5,11
Stonewall,4,Judge Court Of Criminal Appeals Place 6,,,Jesse F. Mcclure Iii,48,52,100
Stonewall,4,Judge Court Of Criminal Appeals Place 6,,,Robert Johnson,18,17,35
Stonewall,1,Justice Supreme Court Place 9,,,Evan Young,60,63,123
Stonewall,1,Justice Supreme Court Place 9,,,Julia Maldonado,7,2,9
Stonewall,2,Justice Supreme Court Place 9,,,Evan Young,69,58,127
Stonewall,2,Justice Supreme Court Place 9,,,Julia Maldonado,13,12,25
Stonewall,3,Justice Supreme Court Place 9,,,Evan Young,64,54,118
Stonewall,3,Justice Supreme Court Place 9,,,Julia Maldonado,8,5,13
Stonewall,4,Justice Supreme Court Place 9,,,Evan Young,50,50,100
Stonewall,4,Justice Supreme Court Place 9,,,Julia Maldonado,16,16,32
Stonewall,1,Attorney General,,,Ken Paxton,60,63,123
Stonewall,1,Attorney General,,,Mark Ash,0,0,0
Stonewall,1,Attorney General,,,Rochelle Mercedes Garza,7,4,11
Stonewall,2,Attorney General,,,Ken Paxton,69,58,127
Stonewall,2,Attorney General,,,Mark Ash,0,0,0
Stonewall,2,Attorney General,,,Rochelle Mercedes Garza,15,13,28
Stonewall,3,Attorney General,,,Ken Paxton,66,52,118
Stonewall,3,Attorney General,,,Mark Ash,0,0,0
Stonewall,3,Attorney General,,,Rochelle Mercedes Garza,8,7,15
Stonewall,4,Attorney General,,,Ken Paxton,52,53,105
Stonewall,4,Attorney General,,,Mark Ash,1,1,2
Stonewall,4,Attorney General,,,Rochelle Mercedes Garza,17,15,32
Stonewall,1,Justice Supreme Court Place 5,,,Amanda Reichek,7,5,12
Stonewall,1,Justice Supreme Court Place 5,,,Rebeca Huddle,60,61,121
Stonewall,2,Justice Supreme Court Place 5,,,Amanda Reichek,12,12,24
Stonewall,2,Justice Supreme Court Place 5,,,Rebeca Huddle,70,58,128
Stonewall,3,Justice Supreme Court Place 5,,,Amanda Reichek,6,5,11
Stonewall,3,Justice Supreme Court Place 5,,,Rebeca Huddle,66,54,120
Stonewall,4,Justice Supreme Court Place 5,,,Amanda Reichek,17,17,34
Stonewall,4,Justice Supreme Court Place 5,,,Rebeca Huddle,50,52,102
Stonewall,1,State Representative,69,,James B. Frank,61,63,124
Stonewall,1,State Representative,69,,Michael Neumann,0,0,0
Stonewall,1,State Representative,69,,Walter Coppage,6,2,8
Stonewall,2,State Representative,69,,James B. Frank,70,58,128
Stonewall,2,State Representative,69,,Michael Neumann,0,0,0
Stonewall,2,State Representative,69,,Walter Coppage,13,12,25
