county,precinct,office,district,candidate,party,votes,early_voting,election_day
Taylor,101,Ballots Cast,,,,2271,1578,693
Taylor,102,Ballots Cast,,,,1416,911,505
Taylor,103,Ballots Cast,,,,1573,1132,441
Taylor,104,Ballots Cast,,,,1815,1348,467
Taylor,105,Ballots Cast,,,,1716,1140,576
Taylor,106,Ballots Cast,,,,627,413,214
Taylor,107,Ballots Cast,,,,363,156,207
Taylor,108,Ballots Cast,,,,734,427,307
Taylor,109,Ballots Cast,,,,153,105,48
Taylor,110,Ballots Cast,,,,67,38,29
Taylor,201,Ballots Cast,,,,807,494,313
Taylor,202,Ballots Cast,,,,1356,766,590
Taylor,203,Ballots Cast,,,,1342,856,486
Taylor,204,Ballots Cast,,,,918,666,252
Taylor,205,Ballots Cast,,,,1575,1027,548
Taylor,206,Ballots Cast,,,,1362,614,748
Taylor,207,Ballots Cast,,,,200,70,130
Taylor,301,Ballots Cast,,,,1485,985,500
Taylor,302,Ballots Cast,,,,1619,1201,418
Taylor,303,Ballots Cast,,,,1040,518,522
Taylor,304,Ballots Cast,,,,1728,1286,442
Taylor,305,Ballots Cast,,,,2030,1530,500
Taylor,306,Ballots Cast,,,,2340,1787,553
Taylor,307,Ballots Cast,,,,2954,2205,749
Taylor,308,Ballots Cast,,,,947,529,418
Taylor,401,Ballots Cast,,,,607,364,243
Taylor,402,Ballots Cast,,,,1710,1167,543
Taylor,403,Ballots Cast,,,,1367,1061,306
Taylor,404,Ballots Cast,,,,1296,830,466
Taylor,405,Ballots Cast,,,,1011,687,324
Taylor,406,Ballots Cast,,,,2037,1570,467
Taylor,407,Ballots Cast,,,,828,556,272
Taylor,408,Ballots Cast,,,,2195,1633,562
Taylor,409,Ballots Cast,,,,477,221,256
Taylor,101,Straight Party,,Republican,REP,1017,773,244
Taylor,102,Straight Party,,Republican,REP,651,433,218
Taylor,103,Straight Party,,Republican,REP,725,551,174
Taylor,104,Straight Party,,Republican,REP,874,673,201
Taylor,105,Straight Party,,Republican,REP,735,495,240
Taylor,106,Straight Party,,Republican,REP,265,173,92
Taylor,107,Straight Party,,Republican,REP,189,87,102
Taylor,108,Straight Party,,Republican,REP,418,250,168
Taylor,109,Straight Party,,Republican,REP,86,66,20
Taylor,110,Straight Party,,Republican,REP,38,21,17
Taylor,201,Straight Party,,Republican,REP,276,177,99
Taylor,202,Straight Party,,Republican,REP,457,280,177
Taylor,203,Straight Party,,Republican,REP,516,354,162
Taylor,204,Straight Party,,Republican,REP,455,337,118
Taylor,205,Straight Party,,Republican,REP,566,407,159
Taylor,206,Straight Party,,Republican,REP,643,317,326
Taylor,207,Straight Party,,Republican,REP,88,30,58
Taylor,301,Straight Party,,Republican,REP,654,456,198
Taylor,302,Straight Party,,Republican,REP,821,629,192
Taylor,303,Straight Party,,Republican,REP,599,303,296
Taylor,304,Straight Party,,Republican,REP,828,627,201
Taylor,305,Straight Party,,Republican,REP,1076,843,233
Taylor,306,Straight Party,,Republican,REP,1361,1073,288
Taylor,307,Straight Party,,Republican,REP,1595,1236,359
Taylor,308,Straight Party,,Republican,REP,522,301,221
Taylor,401,Straight Party,,Republican,REP,242,166,76
Taylor,402,Straight Party,,Republican,REP,829,614,215
Taylor,403,Straight Party,,Republican,REP,595,495,100
Taylor,404,Straight Party,,Republican,REP,545,374,171
Taylor,405,Straight Party,,Republican,REP,467,313,154
Taylor,406,Straight Party,,Republican,REP,962,768,194
Taylor,407,Straight Party,,Republican,REP,409,283,126
Taylor,408,Straight Party,,Republican,REP,1213,925,288
Taylor,409,Straight Party,,Republican,REP,262,127,135
Taylor,101,Straight Party,,Democratic,DEM,377,242,135
Taylor,102,Straight Party,,Democratic,DEM,194,113,81
Taylor,103,Straight Party,,Democratic,DEM,246,180,66
Taylor,104,Straight Party,,Democratic,DEM,131,88,43
Taylor,105,Straight Party,,Democratic,DEM,298,186,112
Taylor,106,Straight Party,,Democratic,DEM,112,79,33
Taylor,107,Straight Party,,Democratic,DEM,56,25,31
Taylor,108,Straight Party,,Democratic,DEM,39,22,17
Taylor,109,Straight Party,,Democratic,DEM,7,3,4
Taylor,110,Straight Party,,Democratic,DEM,8,5,3
Taylor,201,Straight Party,,Democratic,DEM,270,162,108
Taylor,202,Straight Party,,Democratic,DEM,420,216,204
Taylor,203,Straight Party,,Democratic,DEM,362,218,144
Taylor,204,Straight Party,,Democratic,DEM,78,58,20
Taylor,205,Straight Party,,Democratic,DEM,454,255,199
Taylor,206,Straight Party,,Democratic,DEM,162,53,109
Taylor,207,Straight Party,,Democratic,DEM,28,7,21
Taylor,301,Straight Party,,Democratic,DEM,210,123,87
Taylor,302,Straight Party,,Democratic,DEM,149,112,37
Taylor,303,Straight Party,,Democratic,DEM,52,24,28
Taylor,304,Straight Party,,Democratic,DEM,207,143,64
Taylor,305,Straight Party,,Democratic,DEM,151,108,43
Taylor,306,Straight Party,,Democratic,DEM,158,120,38
Taylor,307,Straight Party,,Democratic,DEM,191,132,59
Taylor,308,Straight Party,,Democratic,DEM,69,40,29
Taylor,401,Straight Party,,Democratic,DEM,124,74,50
Taylor,402,Straight Party,,Democratic,DEM,193,139,54
Taylor,403,Straight Party,,Democratic,DEM,230,187,43
Taylor,404,Straight Party,,Democratic,DEM,227,139,88
Taylor,405,Straight Party,,Democratic,DEM,185,124,61
Taylor,406,Straight Party,,Democratic,DEM,225,172,53
Taylor,407,Straight Party,,Democratic,DEM,79,60,19
Taylor,408,Straight Party,,Democratic,DEM,124,85,39
Taylor,409,Straight Party,,Democratic,DEM,29,8,21
Taylor,101,Straight Party,,Libertarian,LIB,18,10,8
Taylor,102,Straight Party,,Libertarian,LIB,13,6,7
Taylor,103,Straight Party,,Libertarian,LIB,7,3,4
Taylor,104,Straight Party,,Libertarian,LIB,4,1,3
Taylor,105,Straight Party,,Libertarian,LIB,8,8,0
Taylor,106,Straight Party,,Libertarian,LIB,5,5,0
Taylor,107,Straight Party,,Libertarian,LIB,3,1,2
Taylor,108,Straight Party,,Libertarian,LIB,4,2,2
Taylor,109,Straight Party,,Libertarian,LIB,0,0,0
Taylor,110,Straight Party,,Libertarian,LIB,0,0,0
Taylor,201,Straight Party,,Libertarian,LIB,11,5,6
Taylor,202,Straight Party,,Libertarian,LIB,11,6,5
Taylor,203,Straight Party,,Libertarian,LIB,8,2,6
Taylor,204,Straight Party,,Libertarian,LIB,7,4,3
Taylor,205,Straight Party,,Libertarian,LIB,11,7,4
Taylor,206,Straight Party,,Libertarian,LIB,8,2,6
Taylor,207,Straight Party,,Libertarian,LIB,2,0,2
Taylor,301,Straight Party,,Libertarian,LIB,8,4,4
Taylor,302,Straight Party,,Libertarian,LIB,3,1,2
Taylor,303,Straight Party,,Libertarian,LIB,3,1,2
Taylor,304,Straight Party,,Libertarian,LIB,9,9,0
Taylor,305,Straight Party,,Libertarian,LIB,9,7,2
Taylor,306,Straight Party,,Libertarian,LIB,7,6,1
Taylor,307,Straight Party,,Libertarian,LIB,11,11,0
Taylor,308,Straight Party,,Libertarian,LIB,4,1,3
Taylor,401,Straight Party,,Libertarian,LIB,7,3,4
Taylor,402,Straight Party,,Libertarian,LIB,7,5,2
Taylor,403,Straight Party,,Libertarian,LIB,9,5,4
Taylor,404,Straight Party,,Libertarian,LIB,6,2,4
Taylor,405,Straight Party,,Libertarian,LIB,6,5,1
Taylor,406,Straight Party,,Libertarian,LIB,7,4,3
Taylor,407,Straight Party,,Libertarian,LIB,4,3,1
Taylor,408,Straight Party,,Libertarian,LIB,11,6,5
Taylor,409,Straight Party,,Libertarian,LIB,1,0,1
Taylor,101,Straight Party,,Green,GRN,12,5,7
Taylor,102,Straight Party,,Green,GRN,3,0,3
Taylor,103,Straight Party,,Green,GRN,1,1,0
Taylor,104,Straight Party,,Green,GRN,1,1,0
Taylor,105,Straight Party,,Green,GRN,7,3,4
