office,district,candidate,incumbent,party,votes,pct
U. S. Representative,20,Joaquin Castro,False,DEM,119032,63.93
U. S. Representative,20,A.E. (Tracy)  Potts,False,LIB,3143,1.69
U. S. Representative,20,Antonio  Diaz,False,GRN,1626,0.87
U. S. Representative,20,Total,,,186177,
U. S. Representative,21,Lamar  Smith,True,REP,187015,60.55
U. S. Representative,21,Candace E. Duval,False,DEM,109326,35.40
U. S. Representative,21,JohnHenry  Liberty,False,LIB,12524,4.05
U. S. Representative,21,Total,,,308865,
U. S. Representative,22,Pete Olson,True,REP,160668,64.03
U. S. Representative,22,Kesha Rogers,False,DEM,80203,31.96
U. S. Representative,22,Steven  Susman,False,LIB,5986,2.39
U. S. Representative,22,Don  Cook,False,GRN,4054,1.62
U. S. Representative,22,Total,,,250911,
U. S. Representative,23,"Francisco ""Quico"" Canseco",True,REP,87547,45.56
U. S. Representative,23,Pete P. Gallego,False,DEM,96676,50.31
U. S. Representative,23,Jeffrey C.  Blunt,False,LIB,5841,3.04
U. S. Representative,23,Ed  Scharf,False,GRN,2105,1.10
U. S. Representative,23,Total,,,192169,
U. S. Representative,24,Kenny E.  Marchant,True,REP,148586,61.02
U. S. Representative,24,Tim Rusk,False,DEM,87645,36.00
U. S. Representative,24,John  Stathas,False,LIB,7258,2.98
U. S. Representative,24,Total,,,243489,
U. S. Representative,25,Roger  Williams,False,REP,154245,58.44
U. S. Representative,25,Elaine M. Henderson,False,DEM,98827,37.44
U. S. Representative,25,Betsy  Dewey,False,LIB,10860,4.11
U. S. Representative,25,Total,,,263932,
U. S. Representative,26,Michael Burgess,True,REP,176642,68.27
U. S. Representative,26,David Sanchez,False,DEM,74237,28.69
U. S. Representative,26,Mark  Boler,False,LIB,7844,3.03
U. S. Representative,26,Total,,,258723,
U. S. Representative,27,Blake  Farenthold,True,REP,120684,56.75
U. S. Representative,27,Rose Meza Harrison,False,DEM,83395,39.22
U. S. Representative,27,Corrie  Byrd,False,LIB,3218,1.51
U. S. Representative,27,Bret Baldwin,False,IND,5354,2.52
U. S. Representative,27,Total,,,212651,
U. S. Representative,28,William R.  Hayward,False,REP,49309,29.77
U. S. Representative,28,Henry Cuellar,True,DEM,112456,67.89
U. S. Representative,28,Patrick  Hisel,False,LIB,2473,1.49
U. S. Representative,28,Michael D.  Cary,False,GRN,1407,0.85
U. S. Representative,28,Total,,,165645,
U. S. Representative,29,Gene Green,True,DEM,86053,90.00
U. S. Representative,29,James  Stanczak,False,LIB,4996,5.23
U. S. Representative,29,Maria  Selva,False,GRN,4562,4.77
U. S. Representative,29,Total,,,95611,
U. S. Representative,30,"Travis Washington, Jr.",False,REP,41222,19.00
U. S. Representative,30,Eddie Bernice Johnson,True,DEM,171059,78.82
U. S. Representative,30,Ed  Rankin,False,LIB,4733,2.18
U. S. Representative,30,Total,,,217014,
U. S. Representative,31,John R.  Carter,True,REP,145348,61.28
U. S. Representative,31,Stephen M. Wyman,False,DEM,82977,34.98
U. S. Representative,31,Ethan  Garofolo,False,LIB,8862,3.74
U. S. Representative,31,Total,,,237187,
U. S. Representative,32,Pete  Sessions,True,REP,146653,58.28
U. S. Representative,32,Katherine Savers McGovern,False,DEM,99288,39.46
U. S. Representative,32,Seth  Hollist,False,LIB,5695,2.26
U. S. Representative,32,Total,,,251636,
U. S. Representative,33,Chuck  Bradley,False,REP,30252,25.77
U. S. Representative,33,Marc Veasey,False,DEM,85114,72.51
U. S. Representative,33,Ed  Lindsay,False,GRN,2009,1.71
U. S. Representative,33,Total,,,117375,
U. S. Representative,34,Jessica Puente Bradshaw,False,REP,52448,36.23
U. S. Representative,34,Filemon Vela,False,DEM,89606,61.89
U. S. Representative,34,Steven (Ziggy)  Shanklin,False,LIB,2724,1.88
U. S. Representative,34,Total,,,144778,
U. S. Representative,35,Susan  Narvaiz,False,REP,52894,32.02
U. S. Representative,35,Lloyd Doggett,True,DEM,105626,63.95
U. S. Representative,35,Ross Lynn  Leone,False,LIB,4082,2.47
U. S. Representative,35,Meghan  Owen,False,GRN,2540,1.54
U. S. Representative,35,Simon Alvarado,False,WI,37,0.02
U. S. Representative,35,Total,,,165179,
U. S. Representative,36,Steve  Stockman,False,REP,165405,70.74
U. S. Representative,36,Max Martin,False,DEM,62143,26.58
U. S. Representative,36,Michael K.  Cole,False,LIB,6284,2.69
U. S. Representative,36,Total,,,233832,
Railroad Commissioner,,Christi Craddick,False,REP,4336499,56.17
Railroad Commissioner,,Dale Henry,False,DEM,3057733,39.60
Railroad Commissioner,,Vivekananda (Vik)  Wall,False,LIB,173001,2.24
Railroad Commissioner,,Chris  Kennedy,False,GRN,153664,1.99
Railroad Commissioner,,Total,,,7720897,
Railroad  Commissioner  Unexpired Term,,Barry Smitherman,True,REP,4537625,73.77
Railroad  Commissioner  Unexpired Term,,Jaime O.  Perez,False,LIB,1127074,18.32
Railroad  Commissioner  Unexpired Term,,Josh  Wendel,False,GRN,486485,7.91
Railroad  Commissioner  Unexpired Term,,Total,,,6151184,
Justice Supreme Court,2,Don Willett,True,REP,4771916,78.77
Justice Supreme Court,2,RS Roberto  Koelsch,False,LIB,1285794,21.23
Justice Supreme Court,2,Total,,,6057710,
Justice Supreme Court,4,John Devine,False,REP,4599483,75.06
Justice Supreme Court,4,Tom  Oxford,False,LIB,1034945,16.89
Justice Supreme Court,4,Charles E.  Waterbury,False,GRN,493208,8.05
Justice Supreme Court,4,Total,,,6127636,
Justice Supreme Court,6,Nathan Hecht,True,REP,4127493,53.72
Justice Supreme Court,6,Michele Petty,False,DEM,3219948,41.91
Justice Supreme Court,6,Mark  Ash,False,LIB,234164,3.05
Justice Supreme Court,6,Jim  Chisholm,False,GRN,101458,1.32
Justice Supreme Court,6,Total,,,7683063,
"Presiding Judge, Court of Criminal Appeals",,Sharon  Keller,True,REP,4257024,55.49
"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,False,DEM,3163825,41.24
"Presiding Judge, Court of Criminal Appeals",,Lance  Stott,False,LIB,250457,3.26
"Presiding Judge, Court of Criminal Appeals",,Total,,,7671306,
Judge Court of Criminal Appeals,7,Barbara Parker Hervey,True,REP,4687370,77.88
Judge Court of Criminal Appeals,7,Mark W.  Bennett,False,LIB,1331364,22.12
Judge Court of Criminal Appeals,7,Total,,,6018734,
Judge Court of Criminal Appeals,8,Elsa Alcala,True,REP,4692420,78.06
Judge Court of Criminal Appeals,8,"William Bryan  Strange, III",False,LIB,1318734,21.94
Judge Court of Criminal Appeals,8,Total,,,6011154,
Member State Board of Education,1,"Carlos ""Charlie"" Garza",False,REP,151362,42.37
Member State Board of Education,1,Martha M. Dominguéz,False,DEM,205906,57.63
Member State Board of Education,1,Total,,,357268,
Member State Board of Education,2,Laurie J. Turner,False,REP,164497,43.30
Member State Board of Education,2,"Ruben Cortez, Jr.",False,DEM,204208,53.76
Member State Board of Education,2,Lenard  Nelson,False,LIB,11159,2.94
Member State Board of Education,2,Total,,,379864,
Member State Board of Education,3,David M.  Williams,False,REP,132294,34.37
Member State Board of Education,3,Marisa B. Perez,False,DEM,252570,65.63
Member State Board of Education,3,Total,,,384864,
Member State Board of Education,4,Dorothy Olmos,False,REP,84029,21.71
Member State Board of Education,4,Lawrence Allen Jr.,True,DEM,303071,78.29
Member State Board of Education,4,Total,,,387100,
Member State Board of Education,5,Ken  Mercer,False,REP,338705,51.30
Member State Board of Education,5,Rebecca BellMetereau,False,DEM,281445,42.63
Member State Board of Education,5,Mark  Loewe,False,LIB,28407,4.30
Member State Board of Education,5,Irene Meyer  Scharf,False,GRN,11717,1.77
Member State Board of Education,5,Total,,,660274,
Member State Board of Education,6,Donna Bahorich,False,REP,304702,57.12
Member State Board of Education,6,Traci Jensen,False,DEM,208198,39.03
Member State Board of Education,6,Gene  Clark,False,LIB,15189,2.85
Member State Board of Education,6,G C  Molison,False,GRN,5328,1.00
Member State Board of Education,6,Total,,,533417,
Member State Board of Education,7,David Bradley,False,REP,389106,82.21
Member State Board of Education,7,Matthew  Petre,False,LIB,84212,17.79
Member State Board of Education,7,Total,,,473318,
Member State Board of Education,8,Barbara Cargill,False,REP,387927,70.96
Member State Board of Education,8,Dexter Smith,False,DEM,158777,29.04
Member State Board of Education,8,Total,,,546704,
Member State Board of Education,9,Thomas Ratliff,False,REP,427675,85.66
Member State Board of Education,9,Sherri L.  Little,False,LIB,71602,14.34
Member State Board of Education,9,Total,,,499277,
Member State Board of Education,10,Tom  Maynard,False,REP,313025,56.60
Member State Board of Education,10,Judy Jennings,False,DEM,239985,43.40
Member State Board of Education,10,Total,,,553010,
Member State Board of Education,11,"Patricia ""Pat"" Hardy",False,REP,403740,82.78
Member State Board of Education,11,Jason  Darr,False,LIB,84014,17.22
Member State Board of Education,11,Total,,,487754,
Member State Board of Education,12,"Geraldine ""Tincy"" Miller",False,REP,358678,60.73
Member State Board of Education,12,Lois Parrott,False,DEM,231925,39.27
Member State Board of Education,12,Total,,,590603,
Member State Board of Education,13,S.T. Russell,False,REP,106517,25.67
Member State Board of Education,13,Mavis Best Knight,True,DEM,308486,74.33
Member State Board of Education,13,Total,,,415003,
Member State Board of Education,14,Sue Melton,False,REP,409557,83.99
Member State Board of Education,14,Stephen  Hawkins,False,LIB,78068,16.01
Member State Board of Education,14,Total,,,487625,
Member State Board of Education,15,Marty  Rowley,False,REP,390115,76.37
Member State Board of Education,15,Steven D. Schafersman,False,DEM,120737,23.63
Member State Board of Education,15,Total,,,510852,
State Senator,1,Kevin P.  Eltife,False,REP,210091,71.37
State Senator,1,Stephen H. Russell,False,DEM,84262,28.63
State Senator,1,Total,,,294353,
State Senator,2,Bob Deuell,False,REP,172451,100.00
State Senator,2,Total,,,172451,
State Senator,3,Robert Nichols,False,REP,226978,100.00
State Senator,3,Total,,,226978,
State Senator,4,Tommy  Williams,True,REP,216076,86.25
State Senator,4,Bob  Townsend,False,LIB,34445,13.75
State Senator,4,Total,,,250521,
State Senator,5,Charles Schwertner,False,REP,182554,77.14
State Senator,5,Jeffrey  Fox,False,LIB,54107,22.86
State Senator,5,Total,,,236661,
State Senator,6,R. W.  Bray,False,REP,38201,29.05
State Senator,6,"Mario V. Gallegos, Jr.",True,DEM,93289,70.95
State Senator,6,Total,,,131490,
State Senator,7,Dan Patrick,True,REP,196526,68.40
State Senator,7,"Sam ""Tejas"" Texas",False,DEM,90793,31.60
State Senator,7,Total,,,287319,
State Senator,8,Ken  Paxton,False,REP,178238,62.29
State Senator,8,"Jack G.B. Ternan, Jr.",False,DEM,99010,34.60
State Senator,8,Ed  Kless,False,LIB,8899,3.11
State Senator,8,Total,,,286147,
State Senator,9,Kelly Hancock,False,REP,136288,58.35
State Senator,9,Pete Martinez,False,DEM,89255,38.21
State Senator,9,Dave (Mac)  McElwee,False,LIB,8034,3.44
State Senator,9,Total,,,233577,
State Senator,10,Mark M Shelton,False,REP,140656,48.88
State Senator,10,Wendy R. Davis,True,DEM,147103,51.12
State Senator,10,Total,,,287759,
State Senator,11,Larry  Taylor,False,REP,181106,66.02
State Senator,11,Jacqueline Acquistapace,False,DEM,93227,33.98
State Senator,11,Total,,,274333,
State Senator,12,Jane  Nelson,False,REP,203988,83.41
State Senator,12,"John A.  Betz, Jr.",False,LIB,40570,16.59
State Senator,12,Total,,,244558,
State Senator,13,Rodney Ellis,True,DEM,181866,100.00
State Senator,13,Total,,,181866,
State Senator,14,Kirk Watson,True,DEM,212527,80.29
State Senator,14,Ryan M.  Dixon,False,LIB,52187,19.71
State Senator,14,Total,,,264714,
State Senator,15,Bill Walker,False,REP,82038,37.66
State Senator,15,John Whitmire,True,DEM,135822,62.34
State Senator,15,Total,,,217860,
State Senator,16,John Carona,True,REP,181746,100.00
State Senator,16,Total,,,181746,
State Senator,17,Joan  Huffman,False,REP,185429,77.68
State Senator,17,Austin  Page,False,LIB,32026,13.42
State Senator,17,David  Courtney,False,GRN,21252,8.90
State Senator,17,Total,,,238707,
State Senator,18,Glenn Hegar,False,REP,211230,100.00
State Senator,18,Total,,,211230,
State Senator,19,Michael  Berlanga,False,REP,83522,40.60
State Senator,19,Carlos I. Uresti,True,DEM,122214,59.40
State Senator,19,Total,,,205736,
State Senator,20,Raul Torres,False,REP,70409,38.47
State Senator,20,"Juan ""Chuy"" Hinojosa",True,DEM,112629,61.53
State Senator,20,Total,,,183038,
State Senator,21,Grant  Rostig,False,REP,56032,29.17
State Senator,21,Judith Zaffirini,True,DEM,129894,67.63
State Senator,21,Joseph  Morse,False,LIB,6147,3.20
State Senator,21,Total,,,192073,
State Senator,22,Brian Birdwell,False,REP,188544,85.57
State Senator,22,Tom  Kilbride,False,LIB,31786,14.43
State Senator,22,Total,,,220330,
State Senator,23,Bishop John Lawson,False,REP,41429,18.10
State Senator,23,Royce West,False,DEM,187407,81.90
State Senator,23,Total,,,228836,
State Senator,24,Troy Fraser,False,REP,209319,100.00
State Senator,24,Total,,,209319,
State Senator,25,Donna  Campbell,False,REP,232261,65.58
State Senator,25,John Courage,False,DEM,121906,34.42
State Senator,25,Total,,,354167,
State Senator,26,Leticia Van De Putte,True,DEM,141040,80.33
State Senator,26,Nazirite R. Flores  Perez,False,LIB,22989,13.09
State Senator,26,Chris  Christal,False,GRN,10588,6.03
State Senator,26,Deborah L. Parrish,False,WI,966,0.55
State Senator,26,Total,,,175583,
State Senator,27,"Eddie Lucio, Jr.",True,DEM,113542,100.00
State Senator,27,Total,,,113542,
State Senator,28,Robert Duncan,True,REP,183619,86.39
State Senator,28,M.J. (Smitty)  Smith,False,LIB,28932,13.61
State Senator,28,Total,,,212551,
State Senator,29,Dan  Chavez,False,REP,53190,31.40
State Senator,29,Jose R. Rodriguez,True,DEM,116208,68.60
State Senator,29,Total,,,169398,
State Senator,30,Craig Estes,False,REP,217877,86.12
State Senator,30,"Richard Wells  Forsythe, Jr.",False,LIB,35127,13.88
State Senator,30,Total,,,253004,
State Senator,31,Kel Seliger,False,REP,195878,100.00
State Senator,31,Total,,,195878,
State Representative,1,George Lavender,False,REP,42080,82.64
State Representative,1,Tim  Eason,False,LIB,8839,17.36
State Representative,1,Total,,,50919,
State Representative,2,Dan  Flynn,False,REP,46025,100.00
State Representative,2,Total,,,46025,
State Representative,3,"Cecil  Bell, Jr",False,REP,46383,100.00
State Representative,3,Total,,,46383,
State Representative,4,Lance  Gooden,False,REP,44181,100.00
State Representative,4,Total,,,44181,
State Representative,5,Bryan  Hughes,False,REP,46204,100.00
State Representative,5,Total,,,46204,
State Representative,6,Matt Schaefer,False,REP,42499,88.76
State Representative,6,Charles F.  Parkes III,False,LIB,5380,11.24
State Representative,6,Total,,,47879,
State Representative,7,David  Simpson,True,REP,41727,100.00
State Representative,7,Total,,,41727,
State Representative,8,Byron Cook,False,REP,35996,72.96
State Representative,8,Charles E. Morgan,False,DEM,13339,27.04
State Representative,8,Total,,,49335,
State Representative,9,Chris Paddie,False,REP,49027,98.56
State Representative,9,John McIntyre,False,WI,715,1.44
State Representative,9,Total,,,49742,
State Representative,10,Jim Pitts,False,REP,46051,100.00
State Representative,10,Total,,,46051,
State Representative,11,Travis Clardy,False,REP,40962,100.00
State Representative,11,Total,,,40962,
State Representative,12,Kyle J.  Kacal,False,REP,28762,56.89
State Representative,12,Robert Stem,False,DEM,21793,43.11
State Representative,12,Total,,,50555,
State Representative,13,Lois W. Kolkhorst,False,REP,53503,100.00
State Representative,13,Total,,,53503,
State Representative,14,John Raney,True,REP,24269,60.15
State Representative,14,Judy Le Unes,False,DEM,14614,36.22
State Representative,14,Joshua  Baker,False,LIB,1463,3.63
State Representative,14,Total,,,40346,
State Representative,15,Steve Toth,False,REP,57520,86.64
State Representative,15,Sterling  Russell,False,LIB,8872,13.36
State Representative,15,Total,,,66392,
State Representative,16,Brandon Creighton,True,REP,46983,100.00
State Representative,16,Total,,,46983,
State Representative,17,Tim Kleinschmidt,False,REP,31055,62.24
State Representative,17,Colin J. Guerra,False,DEM,18837,37.76
State Representative,17,Total,,,49892,
State Representative,18,John Otto,False,REP,38703,100.00
State Representative,18,Total,,,38703,
State Representative,19,James White,False,REP,51674,100.00
State Representative,19,Total,,,51674,
State Representative,20,Marsha  Farney,False,REP,51554,100.00
State Representative,20,Total,,,51554,
State Representative,21,Allan B.  Ritter,False,REP,51104,100.00
State Representative,21,Total,,,51104,
State Representative,22,Joe Deshotel,True,DEM,40467,100.00
State Representative,22,Total,,,40467,
State Representative,23,Wayne Faircloth,False,REP,25987,46.07
State Representative,23,Craig Eiland,True,DEM,30423,53.93
State Representative,23,Total,,,56410,
State Representative,24,Greg Bonnen,False,REP,48177,73.28
State Representative,24,"H. C. ""Rusty"" Cates",False,DEM,17565,26.72
State Representative,24,Total,,,65742,
State Representative,25,Dennis Bonnen,False,REP,41421,100.00
State Representative,25,Total,,,41421,
State Representative,26,Rick Miller,False,REP,38541,62.97
State Representative,26,Vy Nguyen,False,DEM,22662,37.03
State Representative,26,Total,,,61203,
State Representative,27,Kris Allfrey,False,REP,18119,29.54
State Representative,27,"Ronald ""Ron"" Reynolds",True,DEM,42304,68.96
State Representative,27,"John Henry  Petter, IV",False,LIB,920,1.50
State Representative,27,Total,,,61343,
State Representative,28,John Zerwas,True,REP,44932,100.00
State Representative,28,Total,,,44932,
State Representative,29,Ed Thompson,False,REP,40642,65.52
State Representative,29,Doug Blatt,False,DEM,21388,34.48
State Representative,29,Total,,,62030,
State Representative,30,Geanie W. Morrison,False,REP,38304,68.33
State Representative,30,Alex Hernandez Jr.,False,DEM,17750,31.67
State Representative,30,Total,,,56054,
State Representative,31,Ann Matthews,False,REP,14163,33.71
State Representative,31,Ryan Guillen,True,DEM,27856,66.29
State Representative,31,Total,,,42019,
State Representative,32,Todd Hunter,True,REP,35094,100.00
State Representative,32,Total,,,35094,
State Representative,33,Scott  Turner,False,REP,50631,85.34
State Representative,33,Michael A.  Carrasco,False,LIB,8701,14.66
State Representative,33,Total,,,59332,
State Representative,34,Connie Scott,True,REP,19088,42.83
State Representative,34,Abel Herrero,False,DEM,25482,57.17
State Representative,34,Total,,,44570,
State Representative,35,Oscar Longoria,False,DEM,22329,100.00
State Representative,35,Total,,,22329,
State Representative,36,"Sergio Munoz, Jr.",True,DEM,23385,100.00
State Representative,36,Total,,,23385,
State Representative,37,Rene Oliveira,True,DEM,22076,100.00
State Representative,37,Total,,,22076,
State Representative,38,Alex Torres,False,REP,7984,25.21
State Representative,38,Eddie Lucio III,True,DEM,22408,70.76
State Representative,38,Nancy  Mishou,False,LIB,1274,4.02
State Representative,38,Total,,,31666,
State Representative,39,Joel De Los Santos,False,REP,6886,22.36
State Representative,39,"Armando ""Mando"" Martinez",True,DEM,23909,77.64
State Representative,39,Total,,,30795,
State Representative,40,Terry Canales,False,DEM,20513,100.00
State Representative,40,Total,,,20513,
State Representative,41,Miriam Martinez,False,REP,12998,38.27
State Representative,41,"Robert ""Bobby"" Guerra",False,DEM,20963,61.73
State Representative,41,Total,,,33961,
State Representative,42,Richard Peña Raymond,True,DEM,30018,100.00
State Representative,42,Total,,,30018,
State Representative,43,J.M.  Lozano,True,REP,24074,51.55
State Representative,43,Yvonne Gonzalez Toureilles,False,DEM,22629,48.45
State Representative,43,Total,,,46703,
State Representative,44,John Kuempel,False,REP,49930,100.00
State Representative,44,Total,,,49930,
State Representative,45,Jason A. Isaac,False,REP,33604,53.63
State Representative,45,John Adams,False,DEM,26557,42.39
State Representative,45,Jim  Duke,False,LIB,2495,3.98
State Representative,45,Total,,,62656,
State Representative,46,Dawnna Dukes,True,DEM,35560,86.45
State Representative,46,Andy  Fernandez,False,LIB,5572,13.55
State Representative,46,Total,,,41132,
State Representative,47,Paul Daniel Workman,True,REP,49220,58.09
State Representative,47,Chris Frandsen,False,DEM,31294,36.93
State Representative,47,Nick   Tanner,False,LIB,4216,4.98
State Representative,47,Total,,,84730,
State Representative,48,Robert Dartanian Thomas,False,REP,27922,35.54
State Representative,48,Donna Howard,True,DEM,46512,59.20
State Representative,48,Joe  Edgar,False,LIB,4134,5.26
State Representative,48,Total,,,78568,
State Representative,49,Elliott Naishtat,True,DEM,50973,82.73
State Representative,49,Kent  Phillips,False,LIB,10640,17.27
State Representative,49,Total,,,61613,
State Representative,50,Mark Strama,True,DEM,41035,100.00
State Representative,50,Total,,,41035,
State Representative,51,Eddie Rodriguez,True,DEM,32878,88.17
State Representative,51,Arthur  DiBianca,False,LIB,4411,11.83
State Representative,51,Total,,,37289,
State Representative,52,Larry Gonzales,True,REP,31991,70.28
State Representative,52,Lillian Martinez  Simmons,False,LIB,13526,29.72
State Representative,52,Total,,,45517,
State Representative,53,Harvey  Hilderbran,False,REP,53539,100.00
State Representative,53,Total,,,53539,
State Representative,54,Jimmie Don  Aycock,False,REP,26910,57.51
State Representative,54,Claudia Brown,False,DEM,19879,42.49
State Representative,54,Total,,,46789,
State Representative,55,Ralph Sheffield,True,REP,32153,100.00
State Representative,55,Total,,,32153,
State Representative,56,"Charles ""Doc"" Anderson",True,REP,38528,79.47
State Representative,56,Neill  Snider,False,LIB,9954,20.53
State Representative,56,Total,,,48482,
State Representative,57,Trent Ashby,False,REP,43042,100.00
State Representative,57,Total,,,43042,
State Representative,58,Rob Orr,False,REP,45861,100.00
State Representative,58,Total,,,45861,
State Representative,59,J.D. Sheffield,False,REP,36706,78.23
State Representative,59,Bill Norris,False,DEM,10212,21.77
State Representative,59,Total,,,46918,
State Representative,60,"James L. ""Jim"" Keffer",False,REP,55404,100.00
State Representative,60,Total,,,55404,
State Representative,61,Phil King,False,REP,55737,88.91
State Representative,61,Matthew  Britt,False,GRN,6954,11.09
State Representative,61,Total,,,62691,
State Representative,62,Larry Phillips,False,REP,40219,75.68
State Representative,62,Eristeo Perez,False,DEM,12928,24.32
State Representative,62,Total,,,53147,
State Representative,63,Tan Parker,True,REP,51500,85.31
State Representative,63,Bruce  Hermann,False,LIB,8865,14.69
State Representative,63,Total,,,60365,
State Representative,64,Myra Crownover,True,REP,34245,61.10
State Representative,64,Mary Brown,False,DEM,19275,34.39
