county,precinct,office,district,candidate,party,early_voting,election_day,votes
Bowie,Bowie 1A,Straight Party,,Republican,,27,16,43
Bowie,Bowie 1B,Straight Party,,Republican,,39,38,77
Bowie,Bowie 2A,Straight Party,,Republican,,56,26,82
Bowie,Bowie 2B,Straight Party,,Republican,,51,32,83
Bowie,Bowie 2C,Straight Party,,Republican,,21,14,35
Bowie,Bowie 3A,Straight Party,,Republican,,120,126,246
Bowie,Bowie 3B,Straight Party,,Republican,,85,55,140
Bowie,Bowie 4B,Straight Party,,Republican,,232,107,339
Bowie,Bowie 4C,Straight Party,,Republican,,112,84,196
Bowie,Bowie 5C,Straight Party,,Republican,,564,282,846
Bowie,Bowie 6A,Straight Party,,Republican,,319,158,477
Bowie,Bowie 6B,Straight Party,,Republican,,287,176,463
Bowie,Bowie 07,Straight Party,,Republican,,383,259,642
Bowie,Bowie 08A,Straight Party,,Republican,,47,37,84
Bowie,Bowie 08B,Straight Party,,Republican,,288,245,533
Bowie,Bowie 08C,Straight Party,,Republican,,118,176,294
Bowie,Bowie 09,Straight Party,,Republican,,260,209,469
Bowie,Bowie 10,Straight Party,,Republican,,250,140,390
Bowie,Bowie 11,Straight Party,,Republican,,306,213,519
Bowie,Bowie 12,Straight Party,,Republican,,186,279,465
Bowie,Bowie 13,Straight Party,,Republican,,264,226,490
Bowie,Bowie 14,Straight Party,,Republican,,263,96,359
Bowie,Bowie 15,Straight Party,,Republican,,56,36,92
Bowie,Bowie 16,Straight Party,,Republican,,115,187,302
Bowie,Bowie 17,Straight Party,,Republican,,113,161,274
Bowie,Bowie 18,Straight Party,,Republican,,268,119,387
Bowie,Bowie 19,Straight Party,,Republican,,101,37,138
Bowie,Bowie 20,Straight Party,,Republican,,28,33,61
Bowie,Bowie 21,Straight Party,,Republican,,15,20,35
Bowie,Bowie 22,Straight Party,,Republican,,13,34,47
Bowie,Bowie 24,Straight Party,,Republican,,48,46,94
Bowie,Bowie 25,Straight Party,,Republican,,96,80,176
Bowie,Bowie 27,Straight Party,,Republican,,52,79,131
Bowie,Bowie 28,Straight Party,,Republican,,54,81,135
Bowie,Bowie 29,Straight Party,,Republican,,21,45,66
Bowie,Bowie 1A,Straight Party,,Democrat,,260,241,501
Bowie,Bowie 1B,Straight Party,,Democrat,,275,139,414
Bowie,Bowie 2A,Straight Party,,Democrat,,276,199,475
Bowie,Bowie 2B,Straight Party,,Democrat,,81,94,175
Bowie,Bowie 2C,Straight Party,,Democrat,,308,233,541
Bowie,Bowie 3A,Straight Party,,Democrat,,103,70,173
Bowie,Bowie 3B,Straight Party,,Democrat,,138,114,252
Bowie,Bowie 4B,Straight Party,,Democrat,,117,79,196
Bowie,Bowie 4C,Straight Party,,Democrat,,226,139,365
Bowie,Bowie 5C,Straight Party,,Democrat,,129,74,203
Bowie,Bowie 6A,Straight Party,,Democrat,,103,74,177
Bowie,Bowie 6B,Straight Party,,Democrat,,56,48,104
Bowie,Bowie 07,Straight Party,,Democrat,,289,171,460
Bowie,Bowie 08A,Straight Party,,Democrat,,120,90,210
Bowie,Bowie 08B,Straight Party,,Democrat,,156,101,257
Bowie,Bowie 08C,Straight Party,,Democrat,,50,51,101
Bowie,Bowie 09,Straight Party,,Democrat,,212,140,352
Bowie,Bowie 10,Straight Party,,Democrat,,73,53,126
Bowie,Bowie 11,Straight Party,,Democrat,,67,43,110
Bowie,Bowie 12,Straight Party,,Democrat,,53,53,106
Bowie,Bowie 13,Straight Party,,Democrat,,149,109,258
Bowie,Bowie 14,Straight Party,,Democrat,,180,81,261
Bowie,Bowie 15,Straight Party,,Democrat,,13,7,20
Bowie,Bowie 16,Straight Party,,Democrat,,27,37,64
Bowie,Bowie 17,Straight Party,,Democrat,,30,61,91
Bowie,Bowie 18,Straight Party,,Democrat,,119,62,181
Bowie,Bowie 19,Straight Party,,Democrat,,12,9,21
Bowie,Bowie 20,Straight Party,,Democrat,,56,87,143
Bowie,Bowie 21,Straight Party,,Democrat,,9,18,27
Bowie,Bowie 22,Straight Party,,Democrat,,13,13,26
Bowie,Bowie 24,Straight Party,,Democrat,,2,12,14
Bowie,Bowie 25,Straight Party,,Democrat,,39,60,99
Bowie,Bowie 27,Straight Party,,Democrat,,8,20,28
Bowie,Bowie 28,Straight Party,,Democrat,,6,15,21
Bowie,Bowie 29,Straight Party,,Democrat,,5,11,16
Bowie,Bowie 1A,Straight Party,,Libertarian,,0,1,1
Bowie,Bowie 1B,Straight Party,,Libertarian,,0,0,0
Bowie,Bowie 2A,Straight Party,,Libertarian,,0,1,1
Bowie,Bowie 2B,Straight Party,,Libertarian,,1,3,4
Bowie,Bowie 2C,Straight Party,,Libertarian,,1,3,4
Bowie,Bowie 3A,Straight Party,,Libertarian,,1,6,7
Bowie,Bowie 3B,Straight Party,,Libertarian,,2,1,3
Bowie,Bowie 4B,Straight Party,,Libertarian,,3,4,7
Bowie,Bowie 4C,Straight Party,,Libertarian,,0,2,2
Bowie,Bowie 5C,Straight Party,,Libertarian,,2,5,7
Bowie,Bowie 6A,Straight Party,,Libertarian,,4,1,5
Bowie,Bowie 6B,Straight Party,,Libertarian,,1,0,1
