county,precinct,office,district,candidate,party,election_day,early_voting,votes
Baylor,1,Registered Voters,,,,,,683
Baylor,2,Registered Voters,,,,,,566
Baylor,3,Registered Voters,,,,,,596
Baylor,4,Registered Voters,,,,,,648
Baylor,1,President,,Mitt Romney,Rep,165,218,383
Baylor,2,President,,Mitt Romney,Rep,116,181,297
Baylor,3,President,,Mitt Romney,Rep,96,183,279
Baylor,4,President,,Mitt Romney,Rep,132,206,338
Baylor,1,President,,Barack Obama,Dem,15,45,60
Baylor,2,President,,Barack Obama,Dem,35,24,59
Baylor,3,President,,Barack Obama,Dem,40,33,73
Baylor,4,President,,Barack Obama,Dem,36,39,75
Baylor,1,President,,Gary Johnson,Lib,6,6,12
Baylor,2,President,,Gary Johnson,Lib,1,2,3
Baylor,3,President,,Gary Johnson,Lib,2,1,3
Baylor,4,President,,Gary Johnson,Lib,3,2,5
Baylor,1,President,,Gary Johnson,Lib,0,1,1
Baylor,2,President,,Gary Johnson,Lib,1,0,1
Baylor,3,President,,Gary Johnson,Lib,0,0,0
Baylor,4,President,,Gary Johnson,Lib,2,1,3
Baylor,1,US Senate,,Ted Cruz,Rep,136,189,325
Baylor,2,US Senate,,Ted Cruz,Rep,91,141,232
Baylor,3,US Senate,,Ted Cruz,Rep,78,159,237
Baylor,4,US Senate,,Ted Cruz,Rep,113,183,296
Baylor,1,US Senate,,Paul Sadler,Dem,24,63,87
Baylor,2,US Senate,,Paul Sadler,Dem,32,37,69
Baylor,3,US Senate,,Paul Sadler,Dem,48,44,92
Baylor,4,US Senate,,Paul Sadler,Dem,36,48,84
Baylor,1,US Senate,,John Myers,Lib,8,8,16
Baylor,2,US Senate,,John Myers,Lib,8,4,12
Baylor,3,US Senate,,John Myers,Lib,5,4,9
Baylor,4,US Senate,,John Myers,Lib,6,4,10
Baylor,1,US Senate,,David Collins,Grn,1,5,6
Baylor,2,US Senate,,David Collins,Grn,5,0,5
Baylor,3,US Senate,,David Collins,Grn,1,1,2
Baylor,4,US Senate,,David Collins,Grn,1,2,3
Baylor,1,US House,13,Mac Thornberry,Rep,159,220,379
Baylor,2,US House,13,Mac Thornberry,Rep,112,182,294
Baylor,3,US House,13,Mac Thornberry,Rep,102,184,286
Baylor,4,US House,13,Mac Thornberry,Rep,139,206,345
Baylor,1,US House,13,John Deek,Lib,8,20,28
Baylor,2,US House,13,John Deek,Lib,10,8,18
Baylor,3,US House,13,John Deek,Lib,10,10,20
Baylor,4,US House,13,John Deek,Lib,16,13,29
Baylor,1,US House,13,Keith Houston,Grn,2,8,10
Baylor,2,US House,13,Keith Houston,Grn,7,4,11
Baylor,3,US House,13,Keith Houston,Grn,9,4,13
Baylor,4,US House,13,Keith Houston,Grn,5,4,9
Baylor,1,Railroad Commissioner,,Christie Craddick,Rep,133,180,313
Baylor,2,Railroad Commissioner,,Christie Craddick,Rep,83,135,218
Baylor,3,Railroad Commissioner,,Christie Craddick,Rep,76,144,220
Baylor,4,Railroad Commissioner,,Christie Craddick,Rep,105,170,275
Baylor,1,Railroad Commissioner,,Dale Henry,Dem,24,59,83
Baylor,2,Railroad Commissioner,,Dale Henry,Dem,41,37,78
Baylor,3,Railroad Commissioner,,Dale Henry,Dem,45,44,89
Baylor,4,Railroad Commissioner,,Dale Henry,Dem,38,46,84
Baylor,1,Railroad Commissioner,,Vik Wall,Lib,6,6,12
Baylor,2,Railroad Commissioner,,Vik Wall,Lib,2,4,6
Baylor,3,Railroad Commissioner,,Vik Wall,Lib,2,3,5
Baylor,4,Railroad Commissioner,,Vik Wall,Lib,6,3,9
