county,precinct,office,district,party,candidate,votes,early_votes,election_day
Milam,101.0,Registered Voters,,REP,,2383.0,,
Milam,101.0,Ballots Cast,,REP,,1429.0,1031.0,398.0
Milam,101.0,Straight Party,,REP,Over Votes,1.0,1.0,0.0
Milam,101.0,Straight Party,,REP,Under Votes,939.0,685.0,254.0
Milam,101.0,Straight Party,,REP,Republican Party,337.0,256.0,81.0
Milam,101.0,Straight Party,,DEM,Democratic Party,147.0,84.0,63.0
Milam,101.0,Straight Party,,LIB,Libertarian Party,3.0,3.0,0.0
Milam,101.0,Straight Party,,GRN,Green Party,2.0,2.0,0.0
Milam,101.0,President and Vice President,,REP,Over Votes,1.0,1.0,0.0
Milam,101.0,President and Vice President,,REP,Under Votes,18.0,14.0,4.0
Milam,101.0,President and Vice President,,REP,Mitt Romney / Paul Ryan,1010.0,769.0,241.0
Milam,101.0,President and Vice President,,DEM,Barack Obama / Joe Biden,378.0,233.0,145.0
Milam,101.0,President and Vice President,,LIB,Gary Johnson / Jim Gray,12.0,8.0,4.0
Milam,101.0,President and Vice President,,GRN,Jill Stein / Cheri Honkala,8.0,4.0,4.0
Milam,101.0,President and Vice President,,"",Stewart Alexander / Alex Mendoza,0.0,0.0,0.0
Milam,101.0,President and Vice President,,"",Rocky Anderson / Luis J. Rodriguez,0.0,0.0,0.0
Milam,101.0,President and Vice President,,"",Avery Ayers / Alejandrina Cabrera,0.0,0.0,0.0
Milam,101.0,President and Vice President,,"",Andre N. Barnett / Kenneth R. Cross,0.0,0.0,0.0
Milam,101.0,President and Vice President,,"",Virgil Goode / Jim Clymer,2.0,2.0,0.0
Milam,101.0,President and Vice President,,"",Thaddaus Hill / Gordon F. Bailey,0.0,0.0,0.0
Milam,101.0,President and Vice President,,"",Tom Hoefling / Jonathan D. Ellis,0.0,0.0,0.0
Milam,101.0,United States Senator,,REP,Over Votes,0.0,0.0,0.0
Milam,101.0,United States Senator,,REP,Under Votes,90.0,62.0,28.0
Milam,101.0,United States Senator,,REP,Ted Cruz,926.0,716.0,210.0
Milam,101.0,United States Senator,,DEM,Paul Sadler,382.0,241.0,141.0
Milam,101.0,United States Senator,,LIB,John Jay Myers,20.0,9.0,11.0
Milam,101.0,United States Senator,,GRN,David B. Collins,11.0,3.0,8.0
Milam,101.0,United States Representative,17,REP,Over Votes,0.0,0.0,0.0
Milam,101.0,United States Representative,17,REP,Under Votes,243.0,152.0,91.0
Milam,101.0,United States Representative,17,REP,Bill Flores,1044.0,792.0,252.0
Milam,101.0,United States Representative,17,LIB,Ben Easton,142.0,87.0,55.0
Milam,101.0,Railroad Commissioner,,REP,Over Votes,0.0,0.0,0.0
Milam,101.0,Railroad Commissioner,,REP,Under Votes,130.0,81.0,49.0
Milam,101.0,Railroad Commissioner,,REP,Christi Craddick,859.0,675.0,184.0
Milam,101.0,Railroad Commissioner,,DEM,Dale Henry,391.0,242.0,149.0
Milam,101.0,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,22.0,16.0,6.0
Milam,101.0,Railroad Commissioner,,GRN,Chris Kennedy,27.0,17.0,10.0
Milam,101.0,"Railroad Commissioner, Unexpired Term",,REP,Over Votes,0.0,0.0,0.0
Milam,101.0,"Railroad Commissioner, Unexpired Term",,REP,Under Votes,278.0,173.0,105.0
Milam,101.0,"Railroad Commissioner, Unexpired Term",,REP,Barry Smitherman,982.0,755.0,227.0
Milam,101.0,"Railroad Commissioner, Unexpired Term",,LIB,Jaime O. Perez,113.0,67.0,46.0
Milam,101.0,"Railroad Commissioner, Unexpired Term",,GRN,Josh Wendel,56.0,36.0,20.0
Milam,101.0,"Justice, Supreme Court, Place 2",,REP,Over Votes,0.0,0.0,0.0
Milam,101.0,"Justice, Supreme Court, Place 2",,REP,Under Votes,319.0,202.0,117.0
Milam,101.0,"Justice, Supreme Court, Place 2",,REP,Don Willett,978.0,748.0,230.0
Milam,101.0,"Justice, Supreme Court, Place 2",,LIB,RS Roberto Koelsch,132.0,81.0,51.0
Milam,101.0,"Justice, Supreme Court, Place 4",,REP,Over Votes,0.0,0.0,0.0
Milam,101.0,"Justice, Supreme Court, Place 4",,REP,Under Votes,314.0,200.0,114.0
Milam,101.0,"Justice, Supreme Court, Place 4",,REP,John Devine,959.0,740.0,219.0
Milam,101.0,"Justice, Supreme Court, Place 4",,LIB,Tom Oxford,109.0,60.0,49.0
Milam,101.0,"Justice, Supreme Court, Place 4",,GRN,Charles E. Waterbury,47.0,31.0,16.0
Milam,101.0,"Justice, Supreme Court, Place 6",,REP,Over Votes,0.0,0.0,0.0
Milam,101.0,"Justice, Supreme Court, Place 6",,REP,Under Votes,151.0,101.0,50.0
Milam,101.0,"Justice, Supreme Court, Place 6",,REP,Nathan Hecht,807.0,629.0,178.0
Milam,101.0,"Justice, Supreme Court, Place 6",,DEM,Michele Petty,418.0,264.0,154.0
Milam,101.0,"Justice, Supreme Court, Place 6",,LIB,Mark Ash,34.0,24.0,10.0
Milam,101.0,"Justice, Supreme Court, Place 6",,GRN,Jim Chisholm,19.0,13.0,6.0
Milam,101.0,"Presiding Judge, Court of Criminal Appeals",,REP,Over Votes,0.0,0.0,0.0
Milam,101.0,"Presiding Judge, Court of Criminal Appeals",,REP,Under Votes,152.0,98.0,54.0
Milam,101.0,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,843.0,659.0,184.0
Milam,101.0,"Presiding Judge, Court of Criminal Appeals",,DEM,Keith Hampton,411.0,257.0,154.0
Milam,101.0,"Presiding Judge, Court of Criminal Appeals",,LIB,Lance Stott,23.0,17.0,6.0
Milam,101.0,"Judge, Court of Criminal Appeals, Place 7",,REP,Over Votes,0.0,0.0,0.0
Milam,101.0,"Judge, Court of Criminal Appeals, Place 7",,REP,Under Votes,315.0,199.0,116.0
Milam,101.0,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,961.0,737.0,224.0
Milam,101.0,"Judge, Court of Criminal Appeals, Place 7",,LIB,Mark W. Bennett,153.0,95.0,58.0
Milam,101.0,"Judge, Court of Criminal Appeals, Place 8",,REP,Over Votes,0.0,0.0,0.0
Milam,101.0,"Judge, Court of Criminal Appeals, Place 8",,REP,Under Votes,333.0,212.0,121.0
Milam,101.0,"Judge, Court of Criminal Appeals, Place 8",,REP,Elsa Alcala,927.0,715.0,212.0
