county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,President/VicePresident,,Mitt Romney/ Paul Ryan,False,REP,12262,75.64
ANDERSON,President/VicePresident,,Barack Obama/ Joe Biden,True,DEM,3813,23.52
ANDERSON,President/VicePresident,,Gary Johnson/ Jim Gray,False,LIB,106,0.65
ANDERSON,President/VicePresident,,Jill Stein/ Cheri Honkala,False,GRN,30,0.19
ANDERSON,President/VicePresident,,Avery Ayers/ Alejandrina Cabrera,False,WI,0,0.00
ANDERSON,President/VicePresident,,Stewart Alexander/ Alex Mendoza,False,WI,0,0.00
ANDERSON,President/VicePresident,,Thaddaus Hill/ Gordon F. Bailey,False,WI,0,0.00
ANDERSON,President/VicePresident,,Virgil Goode/ Jim Clymer,False,WI,1,0.01
ANDERSON,President/VicePresident,,Tom Hoefling/ Jonathan D. Ellis,False,WI,0,0.00
ANDERSON,President/VicePresident,,Andre N. Barnett/ Kenneth R. Cross,False,WI,0,0.00
ANDERSON,President/VicePresident,,Rocky Anderson/ Luis J. Rodriguez,False,WI,0,0.00
ANDERSON,President/VicePresident,,Total,,,16212,
ANDERSON,U. S. Senator,,Ted Cruz,False,REP,11487,71.75
ANDERSON,U. S. Senator,,Paul Sadler,False,DEM,4154,25.95
ANDERSON,U. S. Senator,,John Jay  Myers,False,LIB,264,1.65
ANDERSON,U. S. Senator,,David B.  Collins,False,GRN,104,0.65
ANDERSON,U. S. Senator,,Total,,,16009,
ANDERSON,U. S. Representative,5,Jeb Hensarling,True,REP,11870,74.56
ANDERSON,U. S. Representative,5,Linda S. Mrosko,False,DEM,3724,23.39
ANDERSON,U. S. Representative,5,Ken  Ashby,False,LIB,327,2.05
ANDERSON,U. S. Representative,5,Total,,,15921,
ANDERSON,Railroad Commissioner,,Christi Craddick,False,REP,11224,71.46
ANDERSON,Railroad Commissioner,,Dale Henry,False,DEM,3972,25.29
ANDERSON,Railroad Commissioner,,Vivekananda (Vik)  Wall,False,LIB,223,1.42
ANDERSON,Railroad Commissioner,,Chris  Kennedy,False,GRN,287,1.83
