county,precinct,office,district,party,candidate,votes,early_votes,election_day
Randall,110,Registered Voters,,REP,,4447,,
Randall,110,Ballots Cast,,REP,,2815,1934,881
Randall,110,STRAIGHT PARTY,,REP,Over Votes,0,0,0
Randall,110,STRAIGHT PARTY,,REP,Under Votes,1205,773,432
Randall,110,STRAIGHT PARTY,,REP,Republican,1417,1031,386
Randall,110,STRAIGHT PARTY,,DEM,Democratic,181,123,58
Randall,110,STRAIGHT PARTY,,LIB,Libertarian,8,4,4
Randall,110,STRAIGHT PARTY,,GRN,Green,4,3,1
Randall,110,PRESIDENT AND VICE PRESIDENT,,REP,Over Votes,0,0,0
Randall,110,PRESIDENT AND VICE PRESIDENT,,REP,Under Votes,37,24,13
Randall,110,PRESIDENT AND VICE PRESIDENT,,REP,Mitt Romney / Paul Ryan,2405,1670,735
Randall,110,PRESIDENT AND VICE PRESIDENT,,DEM,Barack Obama / Joe Biden,343,221,122
Randall,110,PRESIDENT AND VICE PRESIDENT,,LIB,Gary Johnson / Jim Gray,21,12,9
Randall,110,PRESIDENT AND VICE PRESIDENT,,GRN,Jill Stein / Cheri Honkala,9,7,2
Randall,110,PRESIDENT AND VICE PRESIDENT,,,Stewart Alexander / Alex Mendoza,0,0,0
Randall,110,PRESIDENT AND VICE PRESIDENT,,,Rocky Anderson / Luis J. Rodriguez,0,0,0
Randall,110,PRESIDENT AND VICE PRESIDENT,,,Avery Ayers / Alejandrina Cabrera,0,0,0
Randall,110,PRESIDENT AND VICE PRESIDENT,,,Andre N. Barnett / Kenneth R. Cross,0,0,0
Randall,110,PRESIDENT AND VICE PRESIDENT,,,Virgil Goode / Jim Clymer,0,0,0
Randall,110,PRESIDENT AND VICE PRESIDENT,,,Thaddaus Hill / Gordon F. Bailey,0,0,0
Randall,110,PRESIDENT AND VICE PRESIDENT,,,Tom Hoefling / Jonathan D. Ellis,0,0,0
Randall,110,UNITED STATES SENATOR,,REP,Over Votes,0,0,0
Randall,110,UNITED STATES SENATOR,,REP,Under Votes,40,21,19
Randall,110,UNITED STATES SENATOR,,REP,Ted Cruz,2334,1632,702
Randall,110,UNITED STATES SENATOR,,DEM,Paul Sadler,368,232,136
Randall,110,UNITED STATES SENATOR,,LIB,John Jay Myers,59,41,18
Randall,110,UNITED STATES SENATOR,,GRN,David B. Collins,14,8,6
Randall,110,"UNITED STATES REPRESENTATIVE, DISTRICT 13",,REP,Over Votes,0,0,0
Randall,110,"UNITED STATES REPRESENTATIVE, DISTRICT 13",,REP,Under Votes,187,141,46
Randall,110,"UNITED STATES REPRESENTATIVE, DISTRICT 13",,REP,Mac Thornberry,2393,1646,747
Randall,110,"UNITED STATES REPRESENTATIVE, DISTRICT 13",,LIB,John Robert Deek,165,102,63
Randall,110,"UNITED STATES REPRESENTATIVE, DISTRICT 13",,GRN,Keith F. Houston,70,45,25
Randall,110,RAILROAD COMMISSIONER,,REP,Over Votes,0,0,0
Randall,110,RAILROAD COMMISSIONER,,REP,Under Votes,67,42,25
Randall,110,RAILROAD COMMISSIONER,,REP,Christi Craddick,2314,1616,698
Randall,110,RAILROAD COMMISSIONER,,DEM,Dale Henry,337,225,112
Randall,110,RAILROAD COMMISSIONER,,LIB,Vivekananda (Vik) Wall,45,27,18
Randall,110,RAILROAD COMMISSIONER,,GRN,Chris Kennedy,52,24,28
Randall,110,"RAILROAD COMMISSIONER, UNEXPIRED TERM",,REP,Over Votes,0,0,0
Randall,110,"RAILROAD COMMISSIONER, UNEXPIRED TERM",,REP,Under Votes,219,156,63
Randall,110,"RAILROAD COMMISSIONER, UNEXPIRED TERM",,REP,Barry Smitherman,2345,1639,706
Randall,110,"RAILROAD COMMISSIONER, UNEXPIRED TERM",,LIB,Jaime O. Perez,172,91,81
Randall,110,"RAILROAD COMMISSIONER, UNEXPIRED TERM",,GRN,Josh Wendel,79,48,31
Randall,110,"JUSTICE, SUPREME COURT, PLACE 2",,REP,Over Votes,0,0,0
Randall,110,"JUSTICE, SUPREME COURT, PLACE 2",,REP,Under Votes,235,169,66
Randall,110,"JUSTICE, SUPREME COURT, PLACE 2",,REP,Don Willett,2382,1656,726
Randall,110,"JUSTICE, SUPREME COURT, PLACE 2",,LIB,RS Roberto Koelsch,198,109,89
Randall,110,"JUSTICE, SUPREME COURT, PLACE 4",,REP,Over Votes,0,0,0
Randall,110,"JUSTICE, SUPREME COURT, PLACE 4",,REP,Under Votes,229,168,61
Randall,110,"JUSTICE, SUPREME COURT, PLACE 4",,REP,John Devine,2310,1621,689
Randall,110,"JUSTICE, SUPREME COURT, PLACE 4",,LIB,Tom Oxford,183,96,87
Randall,110,"JUSTICE, SUPREME COURT, PLACE 4",,GRN,Charles E. Waterbury,93,49,44
Randall,110,"JUSTICE, SUPREME COURT,  PLACE 6",,REP,Over Votes,0,0,0
Randall,110,"JUSTICE, SUPREME COURT,  PLACE 6",,REP,Under Votes,82,50,32
Randall,110,"JUSTICE, SUPREME COURT,  PLACE 6",,REP,Nathan Hecht,2214,1560,654
Randall,110,"JUSTICE, SUPREME COURT,  PLACE 6",,DEM,Michele Petty,381,249,132
Randall,110,"JUSTICE, SUPREME COURT,  PLACE 6",,LIB,Mark Ash,78,44,34
Randall,110,"JUSTICE, SUPREME COURT,  PLACE 6",,GRN,Jim Chisholm,60,31,29
Randall,110,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,REP,Over Votes,0,0,0
Randall,110,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,REP,Under Votes,87,54,33
Randall,110,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,REP,Sharon Keller,2267,1589,678
Randall,110,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,DEM,Keith Hampton,376,245,131
Randall,110,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,LIB,Lance Stott,85,46,39
Randall,110,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,REP,Over Votes,0,0,0
Randall,110,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,REP,Under Votes,238,170,68
Randall,110,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,REP,Barbara Parker Hervey,2324,1624,700
Randall,110,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,LIB,Mark W. Bennett,253,140,113
Randall,110,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,REP,Over Votes,0,0,0
Randall,110,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,REP,Under Votes,238,169,69
Randall,110,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,REP,Elsa Alcala,2279,1593,686
Randall,110,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,LIB,"William Bryan Strange, III",298,172,126
Randall,110,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 15",,REP,Marty Rowley,2340,1635,705
Randall,110,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 15",,DEM,Over Votes,0,0,0
Randall,110,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 15",,DEM,Under Votes,92,60,32
Randall,110,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 15",,DEM,Steven D. Schafersman,383,239,144
Randall,110,"STATE SENATOR, DISTRICT 31",,REP,Over Votes,0,0,0
Randall,110,"STATE SENATOR, DISTRICT 31",,REP,Under Votes,307,222,85
Randall,110,"STATE SENATOR, DISTRICT 31",,REP,Kel Seliger,2508,1712,796
Randall,110,"STATE REPRESENTATIVE, DISTRICT 86",,REP,Over Votes,0,0,0
Randall,110,"STATE REPRESENTATIVE, DISTRICT 86",,REP,Under Votes,329,240,89
Randall,110,"STATE REPRESENTATIVE, DISTRICT 86",,REP,John Smithee,2486,1694,792
Randall,110,"JUSTICE, 7TH COURT OF APPEALS DISTRICT,  PLACE 2",,REP,Over Votes,0,0,0
Randall,110,"JUSTICE, 7TH COURT OF APPEALS DISTRICT,  PLACE 2",,REP,Under Votes,354,252,102
Randall,110,"JUSTICE, 7TH COURT OF APPEALS DISTRICT,  PLACE 2",,REP,Mackey K. Hancock,2461,1682,779
Randall,110,"JUSTICE, 7TH COURT OF APPEALS DISTRICT,  PLACE 3",,REP,Over Votes,0,0,0
Randall,110,"JUSTICE, 7TH COURT OF APPEALS DISTRICT,  PLACE 3",,REP,Under Votes,348,246,102
Randall,110,"JUSTICE, 7TH COURT OF APPEALS DISTRICT,  PLACE 3",,REP,Pat Pirtle,2467,1688,779
Randall,110,SHERIFF,,REP,Over Votes,0,0,0
