county,precinct,office,district,candidate,party,votes,early_voting,election_day
Gregg County,1,President,,Barack Obama,Dem,237,175,62
Gregg County,2,President,,Barack Obama,Dem,526,373,153
Gregg County,3,President,,Barack Obama,Dem,510,356,154
Gregg County,4,President,,Barack Obama,Dem,388,299,89
Gregg County,5,President,,Barack Obama,Dem,390,260,130
Gregg County,6,President,,Barack Obama,Dem,180,131,49
Gregg County,7,President,,Barack Obama,Dem,278,178,100
Gregg County,8,President,,Barack Obama,Dem,500,386,114
Gregg County,9,President,,Barack Obama,Dem,614,469,145
Gregg County,10,President,,Barack Obama,Dem,706,503,203
Gregg County,11,President,,Barack Obama,Dem,523,357,166
Gregg County,12,President,,Barack Obama,Dem,288,182,106
Gregg County,13,President,,Barack Obama,Dem,413,194,219
Gregg County,14,President,,Barack Obama,Dem,485,385,100
Gregg County,15,President,,Barack Obama,Dem,253,172,81
Gregg County,16,President,,Barack Obama,Dem,349,234,115
Gregg County,17,President,,Barack Obama,Dem,294,155,139
Gregg County,18 city,President,,Barack Obama,Dem,308,262,46
Gregg County,18,President,,Barack Obama,Dem,875,748,127
Gregg County,19,President,,Barack Obama,Dem,1841,1439,402
Gregg County,20,President,,Barack Obama,Dem,1268,918,350
Gregg County,21,President,,Barack Obama,Dem,1172,885,287
Gregg County,1,President,,Gary Johnson,Lib,10,3,7
Gregg County,2,President,,Gary Johnson,Lib,15,7,8
Gregg County,3,President,,Gary Johnson,Lib,20,12,8
Gregg County,4,President,,Gary Johnson,Lib,18,16,2
Gregg County,5,President,,Gary Johnson,Lib,19,9,10
Gregg County,6,President,,Gary Johnson,Lib,13,6,7
Gregg County,7,President,,Gary Johnson,Lib,16,5,11
Gregg County,8,President,,Gary Johnson,Lib,22,7,15
Gregg County,9,President,,Gary Johnson,Lib,15,8,7
Gregg County,10,President,,Gary Johnson,Lib,27,14,13
Gregg County,11,President,,Gary Johnson,Lib,22,12,10
Gregg County,12,President,,Gary Johnson,Lib,15,8,7
Gregg County,13,President,,Gary Johnson,Lib,11,5,6
Gregg County,14,President,,Gary Johnson,Lib,21,15,6
Gregg County,15,President,,Gary Johnson,Lib,4,1,3
Gregg County,16,President,,Gary Johnson,Lib,16,14,2
Gregg County,17,President,,Gary Johnson,Lib,4,0,4
Gregg County,18 city,President,,Gary Johnson,Lib,2,1,1
Gregg County,18,President,,Gary Johnson,Lib,5,2,3
Gregg County,19,President,,Gary Johnson,Lib,16,10,6
Gregg County,20,President,,Gary Johnson,Lib,6,4,2
Gregg County,21,President,,Gary Johnson,Lib,6,2,4
Gregg County,1,Registered Voters,,Registered Voters,,1552,,
Gregg County,2,Registered Voters,,Registered Voters,,3478,,
Gregg County,3,Registered Voters,,Registered Voters,,3161,,
Gregg County,4,Registered Voters,,Registered Voters,,2639,,
Gregg County,5,Registered Voters,,Registered Voters,,3136,,
Gregg County,6,Registered Voters,,Registered Voters,,2082,,
Gregg County,7,Registered Voters,,Registered Voters,,3110,,
Gregg County,8,Registered Voters,,Registered Voters,,3993,,
Gregg County,9,Registered Voters,,Registered Voters,,3869,,
Gregg County,10,Registered Voters,,Registered Voters,,4514,,
Gregg County,11,Registered Voters,,Registered Voters,,4334,,
Gregg County,12,Registered Voters,,Registered Voters,,4182,,
Gregg County,13,Registered Voters,,Registered Voters,,2972,,
Gregg County,14,Registered Voters,,Registered Voters,,3984,,
Gregg County,15,Registered Voters,,Registered Voters,,1545,,
Gregg County,16,Registered Voters,,Registered Voters,,3830,,
Gregg County,17,Registered Voters,,Registered Voters,,869,,
Gregg County,18 city,Registered Voters,,Registered Voters,,573,,
Gregg County,18,Registered Voters,,Registered Voters,,2354,,
Gregg County,19,Registered Voters,,Registered Voters,,3671,,
Gregg County,20,Registered Voters,,Registered Voters,,3334,,
Gregg County,21,Registered Voters,,Registered Voters,,3312,,
Gregg County,1,Ballots Cast,,Ballots Cast,,1082,877,205
Gregg County,2,Ballots Cast,,Ballots Cast,,2416,1937,479
Gregg County,3,Ballots Cast,,Ballots Cast,,2122,1638,484
Gregg County,4,Ballots Cast,,Ballots Cast,,2002,1601,401
Gregg County,5,Ballots Cast,,Ballots Cast,,2167,1613,554
Gregg County,6,Ballots Cast,,Ballots Cast,,1494,1168,326
Gregg County,7,Ballots Cast,,Ballots Cast,,1895,1375,520
Gregg County,8,Ballots Cast,,Ballots Cast,,2590,2089,501
Gregg County,9,Ballots Cast,,Ballots Cast,,2715,2221,494
Gregg County,10,Ballots Cast,,Ballots Cast,,2379,1719,660
Gregg County,11,Ballots Cast,,Ballots Cast,,2697,2064,633
Gregg County,12,Ballots Cast,,Ballots Cast,,2731,1944,787
Gregg County,13,Ballots Cast,,Ballots Cast,,1706,899,807
Gregg County,14,Ballots Cast,,Ballots Cast,,2780,2120,660
Gregg County,15,Ballots Cast,,Ballots Cast,,717,494,223
Gregg County,16,Ballots Cast,,Ballots Cast,,2468,1907,561
Gregg County,17,Ballots Cast,,Ballots Cast,,452,257,195
Gregg County,18 city,Ballots Cast,,Ballots Cast,,431,359,72
Gregg County,18,Ballots Cast,,Ballots Cast,,1794,1480,314
Gregg County,19,Ballots Cast,,Ballots Cast,,2167,1639,528
Gregg County,20,Ballots Cast,,Ballots Cast,,1642,1203,439
Gregg County,21,Ballots Cast,,Ballots Cast,,1614,1210,404
Gregg County,1,President,,Jill Stein,Grn,1,0,1
Gregg County,2,President,,Jill Stein,Grn,3,1,2
Gregg County,3,President,,Jill Stein,Grn,1,1,0
Gregg County,4,President,,Jill Stein,Grn,2,2,0
Gregg County,5,President,,Jill Stein,Grn,2,1,1
Gregg County,6,President,,Jill Stein,Grn,1,0,1
Gregg County,7,President,,Jill Stein,Grn,3,0,3
Gregg County,8,President,,Jill Stein,Grn,5,4,1
Gregg County,9,President,,Jill Stein,Grn,2,2,0
Gregg County,10,President,,Jill Stein,Grn,6,5,1
Gregg County,11,President,,Jill Stein,Grn,3,2,1
Gregg County,12,President,,Jill Stein,Grn,3,1,2
Gregg County,13,President,,Jill Stein,Grn,4,2,2
Gregg County,14,President,,Jill Stein,Grn,0,0,0
Gregg County,15,President,,Jill Stein,Grn,3,1,2
Gregg County,16,President,,Jill Stein,Grn,5,2,3
Gregg County,17,President,,Jill Stein,Grn,1,0,1
Gregg County,18 city,President,,Jill Stein,Grn,1,1,0
Gregg County,18,President,,Jill Stein,Grn,2,2,0
Gregg County,19,President,,Jill Stein,Grn,2,2,0
Gregg County,20,President,,Jill Stein,Grn,3,2,1
Gregg County,21,President,,Jill Stein,Grn,1,1,0
Gregg County,1,President,,Mitt Romney,Rep,813,685,128
Gregg County,2,President,,Mitt Romney,Rep,1835,1525,310
Gregg County,3,President,,Mitt Romney,Rep,1563,1244,319
Gregg County,4,President,,Mitt Romney,Rep,1566,1264,302
Gregg County,5,President,,Mitt Romney,Rep,1723,1316,407
