county,precinct,office,district,party,candidate,early_voting,election_day,votes
Shackelford,101,President,,REP,Mitt Romney,184,99,283
Shackelford,202,President,,REP,Mitt Romney,196,120,316
Shackelford,303,President,,REP,Mitt Romney,55,82,137
Shackelford,307,President,,REP,Mitt Romney,106,72,178
Shackelford,404,President,,REP,Mitt Romney,2,19,21
Shackelford,405,President,,REP,Mitt Romney,31,107,138
Shackelford,406,President,,REP,Mitt Romney,88,57,145
Shackelford,101,President,,DEM,Barack Obama,31,14,45
Shackelford,202,President,,DEM,Barack Obama,14,8,22
Shackelford,303,President,,DEM,Barack Obama,2,17,19
Shackelford,307,President,,DEM,Barack Obama,2,6,8
Shackelford,404,President,,DEM,Barack Obama,0,0,0
Shackelford,405,President,,DEM,Barack Obama,2,17,19
Shackelford,406,President,,DEM,Barack Obama,10,8,18
Shackelford,101,President,,LIB,Gary Johnson,1,1,2
Shackelford,202,President,,LIB,Gary Johnson,1,1,2
Shackelford,303,President,,LIB,Gary Johnson,1,1,2
Shackelford,307,President,,LIB,Gary Johnson,1,1,2
Shackelford,404,President,,LIB,Gary Johnson,0,0,0
Shackelford,405,President,,LIB,Gary Johnson,1,2,3
Shackelford,406,President,,LIB,Gary Johnson,1,0,1
Shackelford,101,President,,GRN,Jill Stein,1,0,1
Shackelford,202,President,,GRN,Jill Stein,1,0,1
Shackelford,303,President,,GRN,Jill Stein,0,0,0
Shackelford,307,President,,GRN,Jill Stein,0,0,0
Shackelford,404,President,,GRN,Jill Stein,0,0,0
Shackelford,405,President,,GRN,Jill Stein,0,0,0
Shackelford,406,President,,GRN,Jill Stein,0,0,0
Shackelford,101,U.S. Senate,,REP,Ted Cruz,176,100,276
Shackelford,202,U.S. Senate,,REP,Ted Cruz,182,118,300
Shackelford,303,U.S. Senate,,REP,Ted Cruz,52,78,130
Shackelford,307,U.S. Senate,,REP,Ted Cruz,99,69,168
Shackelford,404,U.S. Senate,,REP,Ted Cruz,2,18,20
Shackelford,405,U.S. Senate,,REP,Ted Cruz,31,97,128
Shackelford,406,U.S. Senate,,REP,Ted Cruz,85,55,140
Shackelford,101,U.S. Senate,,DEM,Paul Sadler,32,13,45
Shackelford,202,U.S. Senate,,DEM,Paul Sadler,17,10,27
Shackelford,303,U.S. Senate,,DEM,Paul Sadler,3,16,19
Shackelford,307,U.S. Senate,,DEM,Paul Sadler,5,7,12
Shackelford,404,U.S. Senate,,DEM,Paul Sadler,0,1,1
Shackelford,405,U.S. Senate,,DEM,Paul Sadler,2,24,26
Shackelford,406,U.S. Senate,,DEM,Paul Sadler,12,10,22
Shackelford,101,U.S. Senate,,LIB,John Jay Myers,1,1,2
Shackelford,202,U.S. Senate,,LIB,John Jay Myers,2,3,5
Shackelford,303,U.S. Senate,,LIB,John Jay Myers,2,2,4
Shackelford,307,U.S. Senate,,LIB,John Jay Myers,1,1,2
Shackelford,404,U.S. Senate,,LIB,John Jay Myers,0,0,0
