county,office,district,candidate,incumbent,party,votes,pct
ANDERSON,President/VicePresident,,Bob Ely,FALSE,DEM,29,5.11
ANDERSON,President/VicePresident,,Barack Obama,TRUE,DEM,456,80.28
ANDERSON,President/VicePresident,,Darcy G. Richardson,FALSE,DEM,32,5.63
ANDERSON,President/VicePresident,,John Wolfe,FALSE,DEM,51,8.98
ANDERSON,President/VicePresident,,Total,,,568,
ANDERSON,U. S. Senator,,Addie Dainell Allen,FALSE,DEM,66,12.36
ANDERSON,U. S. Senator,,Sean Hubbard,FALSE,DEM,59,11.05
ANDERSON,U. S. Senator,,Paul Sadler,FALSE,DEM,302,56.55
ANDERSON,U. S. Senator,,Grady Yarbrough,FALSE,DEM,107,20.04
ANDERSON,U. S. Senator,,Total,,,534,
ANDERSON,U. S. Representative,5,Tom Berry,FALSE,DEM,145,28.1
ANDERSON,U. S. Representative,5,Linda S. Mrosko,FALSE,DEM,210,40.7
ANDERSON,U. S. Representative,5,Pat Wallace,FALSE,DEM,161,31.2
ANDERSON,U. S. Representative,5,Total,,,516,
ANDERSON,Railroad Commissioner,,Dale Henry,FALSE,DEM,520,100
ANDERSON,Railroad Commissioner,,Total,,,520,
ANDERSON,Justice Supreme Court,6,Michele Petty,FALSE,DEM,499,100
ANDERSON,Justice Supreme Court,6,Total,,,499,
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,FALSE,DEM,506,100
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,Total,,,506,
ANDERSON,State Representative,8,Charles E. Morgan,FALSE,DEM,487,100
ANDERSON,State Representative,8,Total,,,487,
ANDERSON,Prop 1 In state high school graduate eligible for tuition/legal status,,IN FAVOR,FALSE,DEM,444,80
ANDERSON,Prop 1 In state high school graduate eligible for tuition/legal status,,AGAINST,FALSE,DEM,111,20
ANDERSON,Prop 1 In state high school graduate eligible for tuition/legal status,,Total,,,555,
ANDERSON,Prop 2 Legislature fund colleges with affordable tuition and fees,,IN FAVOR,FALSE,DEM,494,87.9
ANDERSON,Prop 2 Legislature fund colleges with affordable tuition and fees,,AGAINST,FALSE,DEM,68,12.1
ANDERSON,Prop 2 Legislature fund colleges with affordable tuition and fees,,Total,,,562,
ANDERSON,Prop 3 Vote to legalize casino gambling with all funds for education,,IN FAVOR,FALSE,DEM,375,66.37
ANDERSON,Prop 3 Vote to legalize casino gambling with all funds for education,,AGAINST,FALSE,DEM,190,33.63
ANDERSON,Prop 3 Vote to legalize casino gambling with all funds for education,,Total,,,565,
ANDREWS,President/VicePresident,,Bob Ely,FALSE,DEM,8,9.2
ANDREWS,President/VicePresident,,Barack Obama,TRUE,DEM,65,74.71
ANDREWS,President/VicePresident,,Darcy G. Richardson,FALSE,DEM,7,8.05
ANDREWS,President/VicePresident,,John Wolfe,FALSE,DEM,7,8.05
ANDREWS,President/VicePresident,,Total,,,87,
ANDREWS,U. S. Senator,,Addie Dainell Allen,FALSE,DEM,12,13.64
ANDREWS,U. S. Senator,,Sean Hubbard,FALSE,DEM,29,32.95
ANDREWS,U. S. Senator,,Paul Sadler,FALSE,DEM,27,30.68
ANDREWS,U. S. Senator,,Grady Yarbrough,FALSE,DEM,20,22.73
ANDREWS,U. S. Senator,,Total,,,88,
ANDREWS,U. S. Representative,11,Jim Riley,FALSE,DEM,82,100
ANDREWS,U. S. Representative,11,Total,,,82,
ANDREWS,Railroad Commissioner,,Dale Henry,FALSE,DEM,82,100
ANDREWS,Railroad Commissioner,,Total,,,82,
ANDREWS,Justice Supreme Court,6,Michele Petty,FALSE,DEM,77,100
ANDREWS,Justice Supreme Court,6,Total,,,77,
ANDREWS,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,FALSE,DEM,81,100
ANDREWS,"Presiding Judge, Court of Criminal Appeals",,Total,,,81,
ANDREWS,Member State Board of Education,15,Steven D. Schafersman,FALSE,DEM,75,100
ANDREWS,Member State Board of Education,15,Total,,,75,
ANDREWS,"Chief Justice, 8th Court of Appeals District  Unexpired Term",,Luis C. Labrado,FALSE,DEM,21,23.08
ANDREWS,"Chief Justice, 8th Court of Appeals District  Unexpired Term",,Ann Crawford McClure,TRUE,DEM,70,76.92
ANDREWS,"Chief Justice, 8th Court of Appeals District  Unexpired Term",,Total,,,91,
ANDREWS,Justice 8th Court of Appeals District,2,Marcos Lizarraga,FALSE,DEM,13,14.77
ANDREWS,Justice 8th Court of Appeals District,2,Yvonne Rodriguez,FALSE,DEM,30,34.09
ANDREWS,Justice 8th Court of Appeals District,2,Tom Stanton,FALSE,DEM,45,51.14
ANDREWS,Justice 8th Court of Appeals District,2,Total,,,88,
ANDREWS,Justice 8th Court of Appeals District,3,"Guadalupe ""Lupe"" Rivera",TRUE,DEM,72,100
ANDREWS,Justice 8th Court of Appeals District,3,Total,,,72,
ANDREWS,Prop 1 In state high school graduate eligible for tuition/legal status,,IN FAVOR,FALSE,DEM,74,77.08
ANDREWS,Prop 1 In state high school graduate eligible for tuition/legal status,,AGAINST,FALSE,DEM,22,22.92
ANDREWS,Prop 1 In state high school graduate eligible for tuition/legal status,,Total,,,96,
ANDREWS,Prop 2 Legislature fund colleges with affordable tuition and fees,,IN FAVOR,FALSE,DEM,81,83.51
ANDREWS,Prop 2 Legislature fund colleges with affordable tuition and fees,,AGAINST,FALSE,DEM,16,16.49
ANDREWS,Prop 2 Legislature fund colleges with affordable tuition and fees,,Total,,,97,
ANDREWS,Prop 3 Vote to legalize casino gambling with all funds for education,,IN FAVOR,FALSE,DEM,66,67.35
ANDREWS,Prop 3 Vote to legalize casino gambling with all funds for education,,AGAINST,FALSE,DEM,32,32.65
ANDREWS,Prop 3 Vote to legalize casino gambling with all funds for education,,Total,,,98,
ANGELINA,President/VicePresident,,Bob Ely,FALSE,DEM,74,5.66
ANGELINA,President/VicePresident,,Barack Obama,TRUE,DEM,1049,80.26
ANGELINA,President/VicePresident,,Darcy G. Richardson,FALSE,DEM,94,7.19
ANGELINA,President/VicePresident,,John Wolfe,FALSE,DEM,90,6.89
ANGELINA,President/VicePresident,,Total,,,1307,
ANGELINA,U. S. Senator,,Addie Dainell Allen,FALSE,DEM,196,16.13
ANGELINA,U. S. Senator,,Sean Hubbard,FALSE,DEM,128,10.53
ANGELINA,U. S. Senator,,Paul Sadler,FALSE,DEM,595,48.97
ANGELINA,U. S. Senator,,Grady Yarbrough,FALSE,DEM,296,24.36
ANGELINA,U. S. Senator,,Total,,,1215,
ANGELINA,U. S. Representative,1,Shirley J. McKellar,FALSE,DEM,1117,100
ANGELINA,U. S. Representative,1,Total,,,1117,
ANGELINA,Railroad Commissioner,,Dale Henry,FALSE,DEM,1128,100
ANGELINA,Railroad Commissioner,,Total,,,1128,
ANGELINA,Justice Supreme Court,6,Michele Petty,FALSE,DEM,1055,100
ANGELINA,Justice Supreme Court,6,Total,,,1055,
ANGELINA,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,FALSE,DEM,1061,100
ANGELINA,"Presiding Judge, Court of Criminal Appeals",,Total,,,1061,
ANGELINA,Prop 1 In state high school graduate eligible for tuition/legal status,,IN FAVOR,FALSE,DEM,1101,81.25
ANGELINA,Prop 1 In state high school graduate eligible for tuition/legal status,,AGAINST,FALSE,DEM,254,18.75
ANGELINA,Prop 1 In state high school graduate eligible for tuition/legal status,,Total,,,1355,
ANGELINA,Prop 2 Legislature fund colleges with affordable tuition and fees,,IN FAVOR,FALSE,DEM,1179,87.79
ANGELINA,Prop 2 Legislature fund colleges with affordable tuition and fees,,AGAINST,FALSE,DEM,164,12.21
ANGELINA,Prop 2 Legislature fund colleges with affordable tuition and fees,,Total,,,1343,
ANGELINA,Prop 3 Vote to legalize casino gambling with all funds for education,,IN FAVOR,FALSE,DEM,971,72.35
ANGELINA,Prop 3 Vote to legalize casino gambling with all funds for education,,AGAINST,FALSE,DEM,371,27.65
ANGELINA,Prop 3 Vote to legalize casino gambling with all funds for education,,Total,,,1342,
