county,precinct,office,district,party,candidate,votes,early_votes,election_day
Ector,101,Registered Voters,,REP,,3878,,
Ector,101,Ballots Cast,,REP,,1740,1112,628
Ector,101,Straight Party,,REP,Republican Party,867,567,300
Ector,101,Straight Party,,REP,Over Votes,0,0,0
Ector,101,Straight Party,,REP,Under Votes,607,427,180
Ector,101,Straight Party,,DEM,Democratic Party,261,115,146
Ector,101,Straight Party,,LIB,Libertarian Party,4,2,2
Ector,101,Straight Party,,GRN,Green Party,1,1,0
Ector,101,President and Vice-President,,REP,Mitt Romney/ Paul Ryan,1309,895,414
Ector,101,President and Vice-President,,REP,Over Votes,0,0,0
Ector,101,President and Vice-President,,REP,Under Votes,48,27,21
Ector,101,President and Vice-President,,DEM,Barack Obama/ Joe Biden,368,183,185
Ector,101,President and Vice-President,,LIB,Gary Johnson/ Jim Gray,12,6,6
Ector,101,President and Vice-President,,GRN,Jill Stein/ Cheri Honkala,3,1,2
Ector,101,President and Vice-President,,,Stewart Alexander/ Alex Mendoza,0,0,0
Ector,101,President and Vice-President,,,Rocky Anderson/ Luis J. Rodriguez,0,0,0
Ector,101,President and Vice-President,,,Avery Ayers/ Alejandrina Cabrera,0,0,0
Ector,101,President and Vice-President,,,Andre N. Barnett/ Kenneth R. Cross,0,0,0
Ector,101,President and Vice-President,,,Virgil Goode/ Jim Clymer,0,0,0
Ector,101,President and Vice-President,,,Thaddaus Hill/ Gordon F. Bailey,0,0,0
Ector,101,President and Vice-President,,,Tom Hoefling/ Jonathan D. Ellis,0,0,0
Ector,101,United States Senator,,REP,Ted Cruz,1277,867,410
Ector,101,United States Senator,,REP,Over Votes,0,0,0
Ector,101,United States Senator,,REP,Under Votes,52,37,15
Ector,101,United States Senator,,DEM,Paul Sadler,367,187,180
Ector,101,United States Senator,,LIB,John Jay Myers,33,16,17
Ector,101,United States Senator,,GRN,David B. Collins,11,5,6
Ector,101,United States Representative,11,REP,Mike Conaway,1303,886,417
Ector,101,United States Representative,11,REP,Over Votes,0,0,0
Ector,101,United States Representative,11,REP,Under Votes,49,33,16
Ector,101,United States Representative,11,DEM,Jim Riley,348,171,177
Ector,101,United States Representative,11,LIB,Scott J. Ballard,40,22,18
Ector,101,Railroad Commissioner,,REP,Christi Craddick,1287,884,403
Ector,101,Railroad Commissioner,,REP,Over Votes,0,0,0
Ector,101,Railroad Commissioner,,REP,Under Votes,53,30,23
Ector,101,Railroad Commissioner,,DEM,Dale Henry,347,171,176
Ector,101,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,21,11,10
Ector,101,Railroad Commissioner,,GRN,Chris Kennedy,32,16,16
Ector,101,"Railroad Commissioner, Unexpired Term",,REP,Barry Smitherman,1289,888,401
Ector,101,"Railroad Commissioner, Unexpired Term",,REP,Over Votes,0,0,0
Ector,101,"Railroad Commissioner, Unexpired Term",,REP,Under Votes,271,139,132
Ector,101,"Railroad Commissioner, Unexpired Term",,LIB,Jaime O. Perez,142,66,76
Ector,101,"Railroad Commissioner, Unexpired Term",,GRN,Josh Wendel,38,19,19
Ector,101,"Justice, Supreme Court Place 2",,REP,Don Willett,1335,904,431
Ector,101,"Justice, Supreme Court Place 2",,REP,Over Votes,0,0,0
Ector,101,"Justice, Supreme Court Place 2",,REP,Under Votes,281,144,137
Ector,101,"Justice, Supreme Court Place 2",,LIB,RS Roberto Koelsch,124,64,60
Ector,101,"Justice, Supreme Court Place 4",,REP,John Devine,1307,884,423
Ector,101,"Justice, Supreme Court Place 4",,REP,Over Votes,0,0,0
Ector,101,"Justice, Supreme Court Place 4",,REP,Under Votes,276,142,134
Ector,101,"Justice, Supreme Court Place 4",,LIB,Tom Oxford,117,65,52
Ector,101,"Justice, Supreme Court Place 4",,GRN,Charles E. Waterbury,40,21,19
Ector,101,"Justice, Supreme Court Place 6",,REP,Nathan Hecht,1225,837,388
Ector,101,"Justice, Supreme Court Place 6",,REP,Over Votes,0,0,0
Ector,101,"Justice, Supreme Court Place 6",,REP,Under Votes,73,50,23
Ector,101,"Justice, Supreme Court Place 6",,DEM,Michele Petty,382,189,193
Ector,101,"Justice, Supreme Court Place 6",,LIB,Mark Ash,37,23,14
Ector,101,"Justice, Supreme Court Place 6",,GRN,Jim Chisholm,23,13,10
Ector,101,Presiding Judge Court of Criminal Appeals,,REP,Sharon Keller,1242,852,390
Ector,101,Presiding Judge Court of Criminal Appeals,,REP,Over Votes,0,0,0
Ector,101,Presiding Judge Court of Criminal Appeals,,REP,Under Votes,75,50,25
Ector,101,Presiding Judge Court of Criminal Appeals,,DEM,Keith Hampton,374,183,191
Ector,101,Presiding Judge Court of Criminal Appeals,,LIB,Lance Stott,49,27,22
Ector,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,1297,877,420
Ector,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Over Votes,0,0,0
Ector,101,"Judge, Court of Criminal Appeals, Place 7",,REP,Under Votes,286,147,139
Ector,101,"Judge, Court of Criminal Appeals, Place 7",,LIB,Mark W. Bennett,157,88,69
Ector,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Elsa Alcala,1266,854,412
Ector,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Over Votes,0,0,0
Ector,101,"Judge, Court of Criminal Appeals, Place 8",,REP,Under Votes,286,149,137
Ector,101,"Judge, Court of Criminal Appeals, Place 8",,LIB,"William Bryan Strange, III",188,109,79
Ector,101,"Member, State Board of Education",1,REP,"Carlos ""Charlie"" Garza",1246,854,392
Ector,101,"Member, State Board of Education",1,REP,Over Votes,0,0,0
Ector,101,"Member, State Board of Education",1,REP,Under Votes,95,62,33
Ector,101,"Member, State Board of Education",1,DEM,Martha M. Dominguéz,399,196,203
Ector,101,State Senator,31,REP,Kel Seliger,1394,933,461
Ector,101,State Senator,31,REP,Over Votes,0,0,0
Ector,101,State Senator,31,REP,Under Votes,346,179,167
Ector,101,State Representative District 81,,REP,Tryon D. Lewis,1393,936,457
Ector,101,State Representative District 81,,REP,Over Votes,0,0,0
Ector,101,State Representative District 81,,REP,Under Votes,347,176,171
Ector,101,"Chief Justice, 11th Court of Appeals District",,REP,Jim R. Wright,1385,925,460
Ector,101,"Chief Justice, 11th Court of Appeals District",,REP,Over Votes,0,0,0
Ector,101,"Chief Justice, 11th Court of Appeals District",,REP,Under Votes,355,187,168
Ector,101,"Justice, 11th Court of Appeals District, Place 2 Unexpired Term",,REP,Mike Willson,1383,923,460
Ector,101,"Justice, 11th Court of Appeals District, Place 2 Unexpired Term",,REP,Over Votes,0,0,0
Ector,101,"Justice, 11th Court of Appeals District, Place 2 Unexpired Term",,REP,Under Votes,357,189,168
Ector,101,"District Judge, 161st Judicial District",,REP,John W. Smith,1383,926,457
Ector,101,"District Judge, 161st Judicial District",,REP,Over Votes,0,0,0
Ector,101,"District Judge, 161st Judicial District",,REP,Under Votes,357,186,171
Ector,101,"District Judge, 244th Judicial District, Unexpired Term",,REP,James Rush,1381,927,454
Ector,101,"District Judge, 244th Judicial District, Unexpired Term",,REP,Over Votes,0,0,0
Ector,101,"District Judge, 244th Judicial District, Unexpired Term",,REP,Under Votes,359,185,174
Ector,101,"District Attorney, 70th Judicial District",,REP,"R.N. ""Bobby"" Bland",1378,918,460
Ector,101,"District Attorney, 70th Judicial District",,REP,Over Votes,0,0,0
Ector,101,"District Attorney, 70th Judicial District",,REP,Under Votes,362,194,168
Ector,101,PROPOSITION,,,FOR,933,530,403
Ector,101,PROPOSITION,,,Over Votes,0,0,0
Ector,101,PROPOSITION,,,Under Votes,210,134,76
Ector,101,PROPOSITION,,,AGAINST,597,448,149
Ector,102,Registered Voters,,REP,,2504,,
Ector,102,Ballots Cast,,REP,,1068,653,415
Ector,102,Straight Party,,REP,Republican Party,471,297,174
Ector,102,Straight Party,,REP,Over Votes,0,0,0
Ector,102,Straight Party,,REP,Under Votes,375,243,132
Ector,102,Straight Party,,DEM,Democratic Party,217,113,104
Ector,102,Straight Party,,LIB,Libertarian Party,5,0,5
Ector,102,Straight Party,,GRN,Green Party,0,0,0
Ector,102,President and Vice-President,,REP,Mitt Romney/ Paul Ryan,741,476,265
Ector,102,President and Vice-President,,REP,Over Votes,0,0,0
Ector,102,President and Vice-President,,REP,Under Votes,21,13,8
Ector,102,President and Vice-President,,DEM,Barack Obama/ Joe Biden,297,159,138
Ector,102,President and Vice-President,,LIB,Gary Johnson/ Jim Gray,6,3,3
Ector,102,President and Vice-President,,GRN,Jill Stein/ Cheri Honkala,2,1,1
Ector,102,President and Vice-President,,,Stewart Alexander/ Alex Mendoza,0,0,0
Ector,102,President and Vice-President,,,Rocky Anderson/ Luis J. Rodriguez,1,1,0
Ector,102,President and Vice-President,,,Avery Ayers/ Alejandrina Cabrera,0,0,0
Ector,102,President and Vice-President,,,Andre N. Barnett/ Kenneth R. Cross,0,0,0
Ector,102,President and Vice-President,,,Virgil Goode/ Jim Clymer,0,0,0
Ector,102,President and Vice-President,,,Thaddaus Hill/ Gordon F. Bailey,0,0,0
Ector,102,President and Vice-President,,,Tom Hoefling/ Jonathan D. Ellis,0,0,0
Ector,102,United States Senator,,REP,Ted Cruz,734,470,264
Ector,102,United States Senator,,REP,Over Votes,0,0,0
Ector,102,United States Senator,,REP,Under Votes,38,23,15
Ector,102,United States Senator,,DEM,Paul Sadler,272,148,124
Ector,102,United States Senator,,LIB,John Jay Myers,13,6,7
Ector,102,United States Senator,,GRN,David B. Collins,11,6,5
Ector,102,United States Representative,11,REP,Mike Conaway,745,472,273
Ector,102,United States Representative,11,REP,Over Votes,0,0,0
Ector,102,United States Representative,11,REP,Under Votes,37,23,14
Ector,102,United States Representative,11,DEM,Jim Riley,263,142,121
Ector,102,United States Representative,11,LIB,Scott J. Ballard,23,16,7
Ector,102,Railroad Commissioner,,REP,Christi Craddick,725,454,271
Ector,102,Railroad Commissioner,,REP,Over Votes,0,0,0
Ector,102,Railroad Commissioner,,REP,Under Votes,33,21,12
Ector,102,Railroad Commissioner,,DEM,Dale Henry,279,156,123
Ector,102,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,10,8,2
Ector,102,Railroad Commissioner,,GRN,Chris Kennedy,21,14,7
Ector,102,"Railroad Commissioner, Unexpired Term",,REP,Barry Smitherman,739,462,277
Ector,102,"Railroad Commissioner, Unexpired Term",,REP,Over Votes,0,0,0
Ector,102,"Railroad Commissioner, Unexpired Term",,REP,Under Votes,183,113,70
Ector,102,"Railroad Commissioner, Unexpired Term",,LIB,Jaime O. Perez,122,66,56
Ector,102,"Railroad Commissioner, Unexpired Term",,GRN,Josh Wendel,24,12,12
Ector,102,"Justice, Supreme Court Place 2",,REP,Don Willett,786,487,299
Ector,102,"Justice, Supreme Court Place 2",,REP,Over Votes,0,0,0
Ector,102,"Justice, Supreme Court Place 2",,REP,Under Votes,187,115,72
Ector,102,"Justice, Supreme Court Place 2",,LIB,RS Roberto Koelsch,95,51,44
Ector,102,"Justice, Supreme Court Place 4",,REP,John Devine,758,471,287
Ector,102,"Justice, Supreme Court Place 4",,REP,Over Votes,0,0,0
Ector,102,"Justice, Supreme Court Place 4",,REP,Under Votes,182,112,70
Ector,102,"Justice, Supreme Court Place 4",,LIB,Tom Oxford,93,53,40
Ector,102,"Justice, Supreme Court Place 4",,GRN,Charles E. Waterbury,35,17,18
Ector,102,"Justice, Supreme Court Place 6",,REP,Nathan Hecht,685,433,252
Ector,102,"Justice, Supreme Court Place 6",,REP,Over Votes,0,0,0
Ector,102,"Justice, Supreme Court Place 6",,REP,Under Votes,46,32,14
Ector,102,"Justice, Supreme Court Place 6",,DEM,Michele Petty,297,160,137
Ector,102,"Justice, Supreme Court Place 6",,LIB,Mark Ash,35,25,10
Ector,102,"Justice, Supreme Court Place 6",,GRN,Jim Chisholm,5,3,2
Ector,102,Presiding Judge Court of Criminal Appeals,,REP,Sharon Keller,716,448,268
Ector,102,Presiding Judge Court of Criminal Appeals,,REP,Over Votes,0,0,0
Ector,102,Presiding Judge Court of Criminal Appeals,,REP,Under Votes,34,25,9
Ector,102,Presiding Judge Court of Criminal Appeals,,DEM,Keith Hampton,287,158,129
Ector,102,Presiding Judge Court of Criminal Appeals,,LIB,Lance Stott,31,22,9
Ector,102,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,765,473,292
Ector,102,"Judge, Court of Criminal Appeals, Place 7",,REP,Over Votes,0,0,0
Ector,102,"Judge, Court of Criminal Appeals, Place 7",,REP,Under Votes,187,115,72
Ector,102,"Judge, Court of Criminal Appeals, Place 7",,LIB,Mark W. Bennett,116,65,51
Ector,102,"Judge, Court of Criminal Appeals, Place 8",,REP,Elsa Alcala,754,467,287
Ector,102,"Judge, Court of Criminal Appeals, Place 8",,REP,Over Votes,0,0,0
Ector,102,"Judge, Court of Criminal Appeals, Place 8",,REP,Under Votes,188,117,71
Ector,102,"Judge, Court of Criminal Appeals, Place 8",,LIB,"William Bryan Strange, III",126,69,57
Ector,102,"Member, State Board of Education",1,REP,"Carlos ""Charlie"" Garza",708,454,254
Ector,102,"Member, State Board of Education",1,REP,Over Votes,0,0,0
Ector,102,"Member, State Board of Education",1,REP,Under Votes,51,34,17
Ector,102,"Member, State Board of Education",1,DEM,Martha M. Dominguéz,309,165,144
Ector,102,State Senator,31,REP,Kel Seliger,824,506,318
Ector,102,State Senator,31,REP,Over Votes,0,0,0
Ector,102,State Senator,31,REP,Under Votes,244,147,97
Ector,102,State Representative District 81,,REP,Tryon D. Lewis,830,515,315
Ector,102,State Representative District 81,,REP,Over Votes,0,0,0
Ector,102,State Representative District 81,,REP,Under Votes,238,138,100
Ector,102,"Chief Justice, 11th Court of Appeals District",,REP,Jim R. Wright,832,510,322
Ector,102,"Chief Justice, 11th Court of Appeals District",,REP,Over Votes,0,0,0
Ector,102,"Chief Justice, 11th Court of Appeals District",,REP,Under Votes,236,143,93
Ector,102,"Justice, 11th Court of Appeals District, Place 2 Unexpired Term",,REP,Mike Willson,829,509,320
Ector,102,"Justice, 11th Court of Appeals District, Place 2 Unexpired Term",,REP,Over Votes,0,0,0
Ector,102,"Justice, 11th Court of Appeals District, Place 2 Unexpired Term",,REP,Under Votes,239,144,95
Ector,102,"District Judge, 161st Judicial District",,REP,John W. Smith,826,508,318
Ector,102,"District Judge, 161st Judicial District",,REP,Over Votes,0,0,0
Ector,102,"District Judge, 161st Judicial District",,REP,Under Votes,242,145,97
Ector,102,"District Judge, 244th Judicial District, Unexpired Term",,REP,James Rush,826,510,316
Ector,102,"District Judge, 244th Judicial District, Unexpired Term",,REP,Over Votes,0,0,0
Ector,102,"District Judge, 244th Judicial District, Unexpired Term",,REP,Under Votes,242,143,99
Ector,102,"District Attorney, 70th Judicial District",,REP,"R.N. ""Bobby"" Bland",817,497,320
Ector,102,"District Attorney, 70th Judicial District",,REP,Over Votes,0,0,0
Ector,102,"District Attorney, 70th Judicial District",,REP,Under Votes,251,156,95
Ector,102,PROPOSITION,,,FOR,628,353,275
Ector,102,PROPOSITION,,,Over Votes,0,0,0
Ector,102,PROPOSITION,,,Under Votes,122,71,51
Ector,102,PROPOSITION,,,AGAINST,318,229,89
Ector,103,Registered Voters,,REP,,1659,,
Ector,103,Ballots Cast,,REP,,630,404,226
Ector,103,Straight Party,,REP,Republican Party,317,215,102
Ector,103,Straight Party,,REP,Over Votes,0,0,0
Ector,103,Straight Party,,REP,Under Votes,211,146,65
Ector,103,Straight Party,,DEM,Democratic Party,100,42,58
Ector,103,Straight Party,,LIB,Libertarian Party,1,0,1
Ector,103,Straight Party,,GRN,Green Party,1,1,0
Ector,103,President and Vice-President,,REP,Mitt Romney/ Paul Ryan,471,333,138
Ector,103,President and Vice-President,,REP,Over Votes,0,0,0
Ector,103,President and Vice-President,,REP,Under Votes,10,4,6
Ector,103,President and Vice-President,,DEM,Barack Obama/ Joe Biden,142,65,77
Ector,103,President and Vice-President,,LIB,Gary Johnson/ Jim Gray,6,1,5
Ector,103,President and Vice-President,,GRN,Jill Stein/ Cheri Honkala,1,1,0
Ector,103,President and Vice-President,,,Stewart Alexander/ Alex Mendoza,0,0,0
Ector,103,President and Vice-President,,,Rocky Anderson/ Luis J. Rodriguez,0,0,0
Ector,103,President and Vice-President,,,Avery Ayers/ Alejandrina Cabrera,0,0,0
Ector,103,President and Vice-President,,,Andre N. Barnett/ Kenneth R. Cross,0,0,0
Ector,103,President and Vice-President,,,Virgil Goode/ Jim Clymer,0,0,0
Ector,103,President and Vice-President,,,Thaddaus Hill/ Gordon F. Bailey,0,0,0
Ector,103,President and Vice-President,,,Tom Hoefling/ Jonathan D. Ellis,0,0,0
Ector,103,United States Senator,,REP,Ted Cruz,465,328,137
Ector,103,United States Senator,,REP,Over Votes,0,0,0
Ector,103,United States Senator,,REP,Under Votes,14,10,4
Ector,103,United States Senator,,DEM,Paul Sadler,132,57,75
Ector,103,United States Senator,,LIB,John Jay Myers,14,7,7
Ector,103,United States Senator,,GRN,David B. Collins,5,2,3
Ector,103,United States Representative,11,REP,Mike Conaway,475,329,146
Ector,103,United States Representative,11,REP,Over Votes,0,0,0
Ector,103,United States Representative,11,REP,Under Votes,14,10,4
Ector,103,United States Representative,11,DEM,Jim Riley,131,58,73
Ector,103,United States Representative,11,LIB,Scott J. Ballard,10,7,3
Ector,103,Railroad Commissioner,,REP,Christi Craddick,461,324,137
Ector,103,Railroad Commissioner,,REP,Over Votes,0,0,0
Ector,103,Railroad Commissioner,,REP,Under Votes,16,11,5
Ector,103,Railroad Commissioner,,DEM,Dale Henry,130,57,73
Ector,103,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,13,8,5
Ector,103,Railroad Commissioner,,GRN,Chris Kennedy,10,4,6
Ector,103,"Railroad Commissioner, Unexpired Term",,REP,Barry Smitherman,463,325,138
Ector,103,"Railroad Commissioner, Unexpired Term",,REP,Over Votes,0,0,0
Ector,103,"Railroad Commissioner, Unexpired Term",,REP,Under Votes,93,51,42
Ector,103,"Railroad Commissioner, Unexpired Term",,LIB,Jaime O. Perez,56,18,38
Ector,103,"Railroad Commissioner, Unexpired Term",,GRN,Josh Wendel,18,10,8
Ector,103,"Justice, Supreme Court Place 2",,REP,Don Willett,491,337,154
Ector,103,"Justice, Supreme Court Place 2",,REP,Over Votes,0,0,0
Ector,103,"Justice, Supreme Court Place 2",,REP,Under Votes,88,49,39
Ector,103,"Justice, Supreme Court Place 2",,LIB,RS Roberto Koelsch,51,18,33
Ector,103,"Justice, Supreme Court Place 4",,REP,John Devine,466,323,143
Ector,103,"Justice, Supreme Court Place 4",,REP,Over Votes,0,0,0
Ector,103,"Justice, Supreme Court Place 4",,REP,Under Votes,92,50,42
Ector,103,"Justice, Supreme Court Place 4",,LIB,Tom Oxford,51,20,31
