county,precinct,office,district,candidate,party,votes,election_day,early_voting,mail
Comal,PRECINCT 203,President,,UNDER VOTES,,12,4,8,0
Comal,PRECINCT 204,President,,UNDER VOTES,,12,5,6,1
Comal,PRECINCT 205,President,,UNDER VOTES,,13,2,10,1
Comal,PRECINCT 206,President,,UNDER VOTES,,8,1,7,0
Comal,PRECINCT 301,President,,UNDER VOTES,,14,7,7,0
Comal,PRECINCT 302,President,,UNDER VOTES,,18,3,14,1
Comal,PRECINCT 303,President,,UNDER VOTES,,3,1,2,0
Comal,PRECINCT 304,President,,UNDER VOTES,,7,4,3,0
Comal,PRECINCT 305,President,,UNDER VOTES,,0,0,0,0
Comal,PRECINCT 401,President,,UNDER VOTES,,10,1,9,0
Comal,PRECINCT 402,President,,UNDER VOTES,,12,6,4,2
Comal,PRECINCT 403,President,,UNDER VOTES,,7,2,5,0
Comal,PRECINCT 404,President,,UNDER VOTES,,11,2,9,0
Comal,PRECINCT 405,President,,UNDER VOTES,,8,2,6,0
Comal,PRECINCT 406,President,,UNDER VOTES,,8,3,5,0
Comal,PRECINCT 101,US Senator,,Ted Cruz,REP,1719,275,1297,147
Comal,PRECINCT 102,US Senator,,Ted Cruz,REP,1749,269,1375,105
Comal,PRECINCT 103,US Senator,,Ted Cruz,REP,1620,356,1148,116
Comal,PRECINCT 104,US Senator,,Ted Cruz,REP,934,180,680,74
Comal,PRECINCT 105,US Senator,,Ted Cruz,REP,2157,631,1320,206
Comal,PRECINCT 106,US Senator,,Ted Cruz,REP,2633,466,2019,148
Comal,PRECINCT 201,US Senator,,Ted Cruz,REP,1465,422,938,105
Comal,PRECINCT 202,US Senator,,Ted Cruz,REP,376,106,230,40
Comal,PRECINCT 203,US Senator,,Ted Cruz,REP,1892,385,1357,150
Comal,PRECINCT 204,US Senator,,Ted Cruz,REP,2493,543,1770,180
Comal,PRECINCT 205,US Senator,,Ted Cruz,REP,3035,419,2429,187
Comal,PRECINCT 206,US Senator,,Ted Cruz,REP,2339,382,1779,178
Comal,PRECINCT 301,US Senator,,Ted Cruz,REP,862,272,506,84
Comal,PRECINCT 302,US Senator,,Ted Cruz,REP,1918,468,1299,151
Comal,PRECINCT 303,US Senator,,Ted Cruz,REP,258,69,150,39
Comal,PRECINCT 304,US Senator,,Ted Cruz,REP,1177,338,760,79
Comal,PRECINCT 305,US Senator,,Ted Cruz,REP,537,166,334,37
Comal,PRECINCT 401,US Senator,,Ted Cruz,REP,921,147,676,98
Comal,PRECINCT 402,US Senator,,Ted Cruz,REP,1925,466,1299,160
Comal,PRECINCT 403,US Senator,,Ted Cruz,REP,1825,499,1150,176
Comal,PRECINCT 404,US Senator,,Ted Cruz,REP,2812,588,2036,188
Comal,PRECINCT 405,US Senator,,Ted Cruz,REP,1414,411,891,112
Comal,PRECINCT 406,US Senator,,Ted Cruz,REP,1635,414,1031,190
Comal,PRECINCT 101,US Senator,,Paul Sadler,DEM,597,144,424,29
Comal,PRECINCT 102,US Senator,,Paul Sadler,DEM,347,84,249,14
Comal,PRECINCT 103,US Senator,,Paul Sadler,DEM,371,84,272,15
Comal,PRECINCT 104,US Senator,,Paul Sadler,DEM,275,73,182,20
Comal,PRECINCT 105,US Senator,,Paul Sadler,DEM,621,233,346,42
Comal,PRECINCT 106,US Senator,,Paul Sadler,DEM,478,108,348,22
Comal,PRECINCT 201,US Senator,,Paul Sadler,DEM,506,172,312,22
Comal,PRECINCT 202,US Senator,,Paul Sadler,DEM,125,38,81,6
Comal,PRECINCT 203,US Senator,,Paul Sadler,DEM,349,88,239,22
Comal,PRECINCT 204,US Senator,,Paul Sadler,DEM,553,158,367,28
Comal,PRECINCT 205,US Senator,,Paul Sadler,DEM,770,143,596,31
Comal,PRECINCT 206,US Senator,,Paul Sadler,DEM,432,96,296,40
Comal,PRECINCT 301,US Senator,,Paul Sadler,DEM,698,346,318,34
Comal,PRECINCT 302,US Senator,,Paul Sadler,DEM,877,300,527,50
Comal,PRECINCT 303,US Senator,,Paul Sadler,DEM,272,128,125,19
Comal,PRECINCT 304,US Senator,,Paul Sadler,DEM,621,231,364,26
Comal,PRECINCT 305,US Senator,,Paul Sadler,DEM,211,75,125,11
Comal,PRECINCT 401,US Senator,,Paul Sadler,DEM,270,55,189,26
Comal,PRECINCT 402,US Senator,,Paul Sadler,DEM,581,178,380,23
Comal,PRECINCT 403,US Senator,,Paul Sadler,DEM,447,142,278,27
Comal,PRECINCT 404,US Senator,,Paul Sadler,DEM,653,186,439,28
Comal,PRECINCT 405,US Senator,,Paul Sadler,DEM,398,105,260,33
Comal,PRECINCT 406,US Senator,,Paul Sadler,DEM,520,188,295,37
Comal,PRECINCT 101,US Senator,,John Jay Myers,LIB,50,16,32,2
Comal,PRECINCT 102,US Senator,,John Jay Myers,LIB,38,11,24,3
Comal,PRECINCT 103,US Senator,,John Jay Myers,LIB,45,23,20,2
Comal,PRECINCT 104,US Senator,,John Jay Myers,LIB,43,18,20,5
Comal,PRECINCT 105,US Senator,,John Jay Myers,LIB,74,34,39,1
Comal,PRECINCT 106,US Senator,,John Jay Myers,LIB,66,25,39,2
Comal,PRECINCT 201,US Senator,,John Jay Myers,LIB,52,22,28,2
Comal,PRECINCT 202,US Senator,,John Jay Myers,LIB,11,8,3,0
Comal,PRECINCT 203,US Senator,,John Jay Myers,LIB,49,10,35,4
Comal,PRECINCT 204,US Senator,,John Jay Myers,LIB,53,20,32,1
Comal,PRECINCT 205,US Senator,,John Jay Myers,LIB,69,19,45,5
Comal,PRECINCT 206,US Senator,,John Jay Myers,LIB,61,20,36,5
Comal,PRECINCT 301,US Senator,,John Jay Myers,LIB,42,25,16,1
Comal,PRECINCT 302,US Senator,,John Jay Myers,LIB,89,40,44,5
Comal,PRECINCT 303,US Senator,,John Jay Myers,LIB,19,9,9,1
Comal,PRECINCT 304,US Senator,,John Jay Myers,LIB,48,23,25,0
Comal,PRECINCT 305,US Senator,,John Jay Myers,LIB,29,18,10,1
Comal,PRECINCT 401,US Senator,,John Jay Myers,LIB,29,6,21,2
Comal,PRECINCT 402,US Senator,,John Jay Myers,LIB,91,36,54,1
Comal,PRECINCT 403,US Senator,,John Jay Myers,LIB,52,25,27,0
Comal,PRECINCT 404,US Senator,,John Jay Myers,LIB,88,41,43,4
Comal,PRECINCT 405,US Senator,,John Jay Myers,LIB,51,21,26,4
Comal,PRECINCT 406,US Senator,,John Jay Myers,LIB,51,31,19,1
Comal,PRECINCT 101,US Senator,,David B. Collins,GRN,38,13,25,0
Comal,PRECINCT 102,US Senator,,David B. Collins,GRN,17,9,8,0
Comal,PRECINCT 103,US Senator,,David B. Collins,GRN,15,4,10,1
Comal,PRECINCT 104,US Senator,,David B. Collins,GRN,11,5,5,1
Comal,PRECINCT 105,US Senator,,David B. Collins,GRN,41,18,21,2
Comal,PRECINCT 106,US Senator,,David B. Collins,GRN,25,5,19,1
Comal,PRECINCT 201,US Senator,,David B. Collins,GRN,16,9,7,0
Comal,PRECINCT 202,US Senator,,David B. Collins,GRN,6,1,5,0
Comal,PRECINCT 203,US Senator,,David B. Collins,GRN,20,9,10,1
Comal,PRECINCT 204,US Senator,,David B. Collins,GRN,22,5,17,0
Comal,PRECINCT 205,US Senator,,David B. Collins,GRN,24,6,17,1
Comal,PRECINCT 206,US Senator,,David B. Collins,GRN,19,4,14,1
Comal,PRECINCT 301,US Senator,,David B. Collins,GRN,16,4,12,0
Comal,PRECINCT 302,US Senator,,David B. Collins,GRN,24,10,14,0
Comal,PRECINCT 303,US Senator,,David B. Collins,GRN,7,3,4,0
Comal,PRECINCT 304,US Senator,,David B. Collins,GRN,19,8,9,2
Comal,PRECINCT 305,US Senator,,David B. Collins,GRN,5,4,1,0
Comal,PRECINCT 401,US Senator,,David B. Collins,GRN,13,5,8,0
Comal,PRECINCT 402,US Senator,,David B. Collins,GRN,23,9,11,3
Comal,PRECINCT 403,US Senator,,David B. Collins,GRN,25,12,10,3
Comal,PRECINCT 404,US Senator,,David B. Collins,GRN,29,14,14,1
Comal,PRECINCT 405,US Senator,,David B. Collins,GRN,23,11,11,1
Comal,PRECINCT 406,US Senator,,David B. Collins,GRN,21,7,13,1
Comal,PRECINCT 101,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 102,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 103,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 104,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 105,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 106,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 201,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 202,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 203,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 204,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 205,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 206,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 301,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 302,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 303,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 304,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 305,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 401,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 402,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 403,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 404,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 405,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 406,US Senator,,OVER VOTES,,0,0,0,0
Comal,PRECINCT 101,US Senator,,UNDER VOTES,,89,24,59,6
Comal,PRECINCT 102,US Senator,,UNDER VOTES,,57,14,40,3
Comal,PRECINCT 103,US Senator,,UNDER VOTES,,54,14,36,4
Comal,PRECINCT 104,US Senator,,UNDER VOTES,,32,9,22,1
Comal,PRECINCT 105,US Senator,,UNDER VOTES,,91,40,48,3
Comal,PRECINCT 106,US Senator,,UNDER VOTES,,81,17,60,4
Comal,PRECINCT 201,US Senator,,UNDER VOTES,,76,24,49,3
Comal,PRECINCT 202,US Senator,,UNDER VOTES,,15,6,9,0
Comal,PRECINCT 203,US Senator,,UNDER VOTES,,57,23,33,1
Comal,PRECINCT 204,US Senator,,UNDER VOTES,,74,25,46,3
Comal,PRECINCT 205,US Senator,,UNDER VOTES,,81,12,64,5
Comal,PRECINCT 206,US Senator,,UNDER VOTES,,68,11,55,2
Comal,PRECINCT 301,US Senator,,UNDER VOTES,,108,43,61,4
Comal,PRECINCT 302,US Senator,,UNDER VOTES,,130,49,75,6
Comal,PRECINCT 303,US Senator,,UNDER VOTES,,31,7,18,6
Comal,PRECINCT 304,US Senator,,UNDER VOTES,,91,31,56,4
Comal,PRECINCT 305,US Senator,,UNDER VOTES,,27,8,18,1
Comal,PRECINCT 401,US Senator,,UNDER VOTES,,46,9,35,2
Comal,PRECINCT 402,US Senator,,UNDER VOTES,,62,20,37,5
Comal,PRECINCT 403,US Senator,,UNDER VOTES,,66,29,33,4
Comal,PRECINCT 404,US Senator,,UNDER VOTES,,92,21,64,7
Comal,PRECINCT 405,US Senator,,UNDER VOTES,,53,21,29,3
Comal,PRECINCT 406,US Senator,,UNDER VOTES,,64,25,34,5
Comal,PRECINCT 101,US House,DIST 21,Lamar Smith,REP,1800,300,1347,153
Comal,PRECINCT 102,US House,DIST 21,Lamar Smith,REP,1785,282,1406,97
Comal,PRECINCT 103,US House,DIST 21,Lamar Smith,REP,1674,365,1189,120
Comal,PRECINCT 104,US House,DIST 21,Lamar Smith,REP,945,185,688,72
Comal,PRECINCT 105,US House,DIST 21,Lamar Smith,REP,2211,649,1347,215
Comal,PRECINCT 106,US House,DIST 21,Lamar Smith,REP,2670,468,2050,152
Comal,PRECINCT 203,US House,DIST 21,Lamar Smith,REP,1933,392,1388,153
Comal,PRECINCT 204,US House,DIST 21,Lamar Smith,REP,2518,547,1788,183
Comal,PRECINCT 205,US House,DIST 21,Lamar Smith,REP,3096,412,2489,195
Comal,PRECINCT 206,US House,DIST 21,Lamar Smith,REP,2320,384,1787,149
Comal,PRECINCT 305,US House,DIST 21,Lamar Smith,REP,528,165,336,27
Comal,PRECINCT 401,US House,DIST 21,Lamar Smith,REP,950,154,699,97
Comal,PRECINCT 402,US House,DIST 21,Lamar Smith,REP,1994,489,1339,166
Comal,PRECINCT 403,US House,DIST 21,Lamar Smith,REP,1860,510,1173,177
Comal,PRECINCT 404,US House,DIST 21,Lamar Smith,REP,2857,605,2065,187
Comal,PRECINCT 405,US House,DIST 21,Lamar Smith,REP,1415,408,894,113
Comal,PRECINCT 406,US House,DIST 21,Lamar Smith,REP,1662,429,1037,196
Comal,PRECINCT 101,US House,DIST 21,Candace E. Duval,DEM,543,133,386,24
Comal,PRECINCT 102,US House,DIST 21,Candace E. Duval,DEM,313,74,231,8
Comal,PRECINCT 103,US House,DIST 21,Candace E. Duval,DEM,313,75,224,14
Comal,PRECINCT 104,US House,DIST 21,Candace E. Duval,DEM,267,73,173,21
Comal,PRECINCT 105,US House,DIST 21,Candace E. Duval,DEM,579,223,325,31
Comal,PRECINCT 106,US House,DIST 21,Candace E. Duval,DEM,458,109,330,19
Comal,PRECINCT 203,US House,DIST 21,Candace E. Duval,DEM,313,82,212,19
Comal,PRECINCT 204,US House,DIST 21,Candace E. Duval,DEM,529,149,357,23
Comal,PRECINCT 205,US House,DIST 21,Candace E. Duval,DEM,725,145,554,26
Comal,PRECINCT 206,US House,DIST 21,Candace E. Duval,DEM,404,94,288,22
Comal,PRECINCT 305,US House,DIST 21,Candace E. Duval,DEM,209,81,123,5
Comal,PRECINCT 401,US House,DIST 21,Candace E. Duval,DEM,253,51,180,22
Comal,PRECINCT 402,US House,DIST 21,Candace E. Duval,DEM,524,161,345,18
Comal,PRECINCT 403,US House,DIST 21,Candace E. Duval,DEM,437,144,266,27
Comal,PRECINCT 404,US House,DIST 21,Candace E. Duval,DEM,614,178,410,26
Comal,PRECINCT 405,US House,DIST 21,Candace E. Duval,DEM,405,113,258,34
Comal,PRECINCT 406,US House,DIST 21,Candace E. Duval,DEM,496,182,283,31
Comal,PRECINCT 101,US House,DIST 21,John-Henry Liberty,LIB,82,20,58,4
Comal,PRECINCT 102,US House,DIST 21,John-Henry Liberty,LIB,59,15,40,4
Comal,PRECINCT 103,US House,DIST 21,John-Henry Liberty,LIB,75,34,39,2
Comal,PRECINCT 104,US House,DIST 21,John-Henry Liberty,LIB,64,22,35,7
Comal,PRECINCT 105,US House,DIST 21,John-Henry Liberty,LIB,111,38,67,6
Comal,PRECINCT 106,US House,DIST 21,John-Henry Liberty,LIB,84,27,55,2
Comal,PRECINCT 203,US House,DIST 21,John-Henry Liberty,LIB,69,25,42,2
Comal,PRECINCT 204,US House,DIST 21,John-Henry Liberty,LIB,91,37,52,2
Comal,PRECINCT 205,US House,DIST 21,John-Henry Liberty,LIB,85,25,59,1
Comal,PRECINCT 206,US House,DIST 21,John-Henry Liberty,LIB,77,18,57,2
Comal,PRECINCT 305,US House,DIST 21,John-Henry Liberty,LIB,32,14,17,1
Comal,PRECINCT 401,US House,DIST 21,John-Henry Liberty,LIB,32,10,21,1
Comal,PRECINCT 402,US House,DIST 21,John-Henry Liberty,LIB,109,42,64,3
Comal,PRECINCT 403,US House,DIST 21,John-Henry Liberty,LIB,71,30,38,3
Comal,PRECINCT 404,US House,DIST 21,John-Henry Liberty,LIB,107,43,59,5
Comal,PRECINCT 405,US House,DIST 21,John-Henry Liberty,LIB,64,24,36,4
Comal,PRECINCT 406,US House,DIST 21,John-Henry Liberty,LIB,82,36,45,1
Comal,PRECINCT 101,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 102,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 103,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 104,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 105,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 106,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 203,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 204,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 205,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 206,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 305,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 401,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 402,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 403,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 404,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 405,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 406,US House,DIST 21,OVER VOTES,,0,0,0,0
Comal,PRECINCT 101,US House,DIST 21,UNDER VOTES,,68,19,46,3
Comal,PRECINCT 102,US House,DIST 21,UNDER VOTES,,51,16,19,16
Comal,PRECINCT 103,US House,DIST 21,UNDER VOTES,,43,7,34,2
Comal,PRECINCT 104,US House,DIST 21,UNDER VOTES,,19,5,13,1
Comal,PRECINCT 105,US House,DIST 21,UNDER VOTES,,83,46,35,2
Comal,PRECINCT 106,US House,DIST 21,UNDER VOTES,,71,17,50,4
Comal,PRECINCT 203,US House,DIST 21,UNDER VOTES,,52,16,32,4
Comal,PRECINCT 204,US House,DIST 21,UNDER VOTES,,57,18,35,4
Comal,PRECINCT 205,US House,DIST 21,UNDER VOTES,,73,17,49,7
Comal,PRECINCT 206,US House,DIST 21,UNDER VOTES,,118,17,48,53
Comal,PRECINCT 305,US House,DIST 21,UNDER VOTES,,40,11,12,17
Comal,PRECINCT 401,US House,DIST 21,UNDER VOTES,,44,7,29,8
Comal,PRECINCT 402,US House,DIST 21,UNDER VOTES,,55,17,33,5
Comal,PRECINCT 403,US House,DIST 21,UNDER VOTES,,47,23,21,3
Comal,PRECINCT 404,US House,DIST 21,UNDER VOTES,,96,24,62,10
Comal,PRECINCT 405,US House,DIST 21,UNDER VOTES,,55,24,29,2
Comal,PRECINCT 406,US House,DIST 21,UNDER VOTES,,51,18,27,6
Comal,PRECINCT 201,US House,DIST 35,Susan Narvaiz,REP,1436,424,919,93
Comal,PRECINCT 202,US House,DIST 35,Susan Narvaiz,REP,381,106,235,40
Comal,PRECINCT 301,US House,DIST 35,Susan Narvaiz,REP,808,271,490,47
Comal,PRECINCT 302,US House,DIST 35,Susan Narvaiz,REP,1836,459,1254,123
Comal,PRECINCT 303,US House,DIST 35,Susan Narvaiz,REP,220,65,142,13
Comal,PRECINCT 304,US House,DIST 35,Susan Narvaiz,REP,1171,328,767,76
Comal,PRECINCT 201,US House,DIST 35,Lloyd Doggett,DEM,535,177,335,23
Comal,PRECINCT 202,US House,DIST 35,Lloyd Doggett,DEM,126,42,78,6
Comal,PRECINCT 301,US House,DIST 35,Lloyd Doggett,DEM,756,375,355,26
Comal,PRECINCT 302,US House,DIST 35,Lloyd Doggett,DEM,951,334,574,43
Comal,PRECINCT 303,US House,DIST 35,Lloyd Doggett,DEM,293,143,138,12
Comal,PRECINCT 304,US House,DIST 35,Lloyd Doggett,DEM,661,249,381,31
Comal,PRECINCT 201,US House,DIST 35,Ross Lynn Leone,LIB,39,15,24,0
Comal,PRECINCT 202,US House,DIST 35,Ross Lynn Leone,LIB,10,6,4,0
Comal,PRECINCT 301,US House,DIST 35,Ross Lynn Leone,LIB,34,17,17,0
Comal,PRECINCT 302,US House,DIST 35,Ross Lynn Leone,LIB,71,26,42,3
Comal,PRECINCT 303,US House,DIST 35,Ross Lynn Leone,LIB,14,6,8,0
Comal,PRECINCT 304,US House,DIST 35,Ross Lynn Leone,LIB,50,25,25,0
Comal,PRECINCT 201,US House,DIST 35,Meghan Owen,GRN,29,15,12,2
Comal,PRECINCT 202,US House,DIST 35,Meghan Owen,GRN,6,2,4,0
Comal,PRECINCT 301,US House,DIST 35,Meghan Owen,GRN,18,2,15,1
Comal,PRECINCT 302,US House,DIST 35,Meghan Owen,GRN,59,25,32,2
Comal,PRECINCT 303,US House,DIST 35,Meghan Owen,GRN,8,1,7,0
Comal,PRECINCT 304,US House,DIST 35,Meghan Owen,GRN,17,9,8,0
Comal,PRECINCT 201,US House,DIST 35,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 202,US House,DIST 35,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 301,US House,DIST 35,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 302,US House,DIST 35,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 303,US House,DIST 35,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 304,US House,DIST 35,WRITE-IN,NON,0,0,0,0
Comal,PRECINCT 201,US House,DIST 35,OVER VOTES,,0,0,0,0
Comal,PRECINCT 202,US House,DIST 35,OVER VOTES,,0,0,0,0
Comal,PRECINCT 301,US House,DIST 35,OVER VOTES,,1,0,0,1
Comal,PRECINCT 302,US House,DIST 35,OVER VOTES,,0,0,0,0
Comal,PRECINCT 303,US House,DIST 35,OVER VOTES,,0,0,0,0
Comal,PRECINCT 304,US House,DIST 35,OVER VOTES,,1,0,0,1
Comal,PRECINCT 201,US House,DIST 35,UNDER VOTES,,75,17,44,14
Comal,PRECINCT 202,US House,DIST 35,UNDER VOTES,,10,3,7,0
Comal,PRECINCT 301,US House,DIST 35,UNDER VOTES,,108,24,36,48
Comal,PRECINCT 302,US House,DIST 35,UNDER VOTES,,121,23,57,41
Comal,PRECINCT 303,US House,DIST 35,UNDER VOTES,,52,1,11,40
Comal,PRECINCT 304,US House,DIST 35,UNDER VOTES,,56,20,33,3
Comal,PRECINCT 101,Railroad Commissioner,,Christi Craddick,REP,1738,285,1302,151
Comal,PRECINCT 102,Railroad Commissioner,,Christi Craddick,REP,1768,267,1400,101
Comal,PRECINCT 103,Railroad Commissioner,,Christi Craddick,REP,1612,347,1146,119
Comal,PRECINCT 104,Railroad Commissioner,,Christi Craddick,REP,933,185,675,73
Comal,PRECINCT 105,Railroad Commissioner,,Christi Craddick,REP,2158,628,1322,208
Comal,PRECINCT 106,Railroad Commissioner,,Christi Craddick,REP,2632,460,2024,148
Comal,PRECINCT 201,Railroad Commissioner,,Christi Craddick,REP,1495,420,969,106
Comal,PRECINCT 202,Railroad Commissioner,,Christi Craddick,REP,377,106,232,39
Comal,PRECINCT 203,Railroad Commissioner,,Christi Craddick,REP,1885,369,1371,145
Comal,PRECINCT 204,Railroad Commissioner,,Christi Craddick,REP,2462,530,1762,170
Comal,PRECINCT 205,Railroad Commissioner,,Christi Craddick,REP,3022,408,2432,182
Comal,PRECINCT 206,Railroad Commissioner,,Christi Craddick,REP,2325,374,1766,185
Comal,PRECINCT 301,Railroad Commissioner,,Christi Craddick,REP,857,258,514,85
Comal,PRECINCT 302,Railroad Commissioner,,Christi Craddick,REP,1914,456,1304,154
Comal,PRECINCT 303,Railroad Commissioner,,Christi Craddick,REP,255,69,151,35
Comal,PRECINCT 304,Railroad Commissioner,,Christi Craddick,REP,1187,339,765,83
Comal,PRECINCT 305,Railroad Commissioner,,Christi Craddick,REP,537,168,331,38
Comal,PRECINCT 401,Railroad Commissioner,,Christi Craddick,REP,928,146,683,99
Comal,PRECINCT 402,Railroad Commissioner,,Christi Craddick,REP,1945,473,1308,164
Comal,PRECINCT 403,Railroad Commissioner,,Christi Craddick,REP,1802,488,1144,170
Comal,PRECINCT 404,Railroad Commissioner,,Christi Craddick,REP,2792,585,2027,180
Comal,PRECINCT 405,Railroad Commissioner,,Christi Craddick,REP,1423,409,896,118
Comal,PRECINCT 406,Railroad Commissioner,,Christi Craddick,REP,1642,424,1026,192
Comal,PRECINCT 101,Railroad Commissioner,,Dale Henry,DEM,526,130,373,23
Comal,PRECINCT 102,Railroad Commissioner,,Dale Henry,DEM,293,68,212,13
Comal,PRECINCT 103,Railroad Commissioner,,Dale Henry,DEM,321,72,237,12
Comal,PRECINCT 104,Railroad Commissioner,,Dale Henry,DEM,242,62,163,17
Comal,PRECINCT 105,Railroad Commissioner,,Dale Henry,DEM,564,213,315,36
Comal,PRECINCT 106,Railroad Commissioner,,Dale Henry,DEM,419,97,305,17
Comal,PRECINCT 201,Railroad Commissioner,,Dale Henry,DEM,457,165,272,20
Comal,PRECINCT 202,Railroad Commissioner,,Dale Henry,DEM,117,38,74,5
Comal,PRECINCT 203,Railroad Commissioner,,Dale Henry,DEM,314,81,214,19
Comal,PRECINCT 204,Railroad Commissioner,,Dale Henry,DEM,528,157,343,28
Comal,PRECINCT 205,Railroad Commissioner,,Dale Henry,DEM,711,137,543,31
Comal,PRECINCT 206,Railroad Commissioner,,Dale Henry,DEM,408,86,290,32
Comal,PRECINCT 301,Railroad Commissioner,,Dale Henry,DEM,697,357,312,28
Comal,PRECINCT 302,Railroad Commissioner,,Dale Henry,DEM,825,292,490,43
Comal,PRECINCT 303,Railroad Commissioner,,Dale Henry,DEM,264,123,123,18
Comal,PRECINCT 304,Railroad Commissioner,,Dale Henry,DEM,586,216,349,21
Comal,PRECINCT 305,Railroad Commissioner,,Dale Henry,DEM,198,67,120,11
Comal,PRECINCT 401,Railroad Commissioner,,Dale Henry,DEM,248,51,174,23
Comal,PRECINCT 402,Railroad Commissioner,,Dale Henry,DEM,509,149,342,18
Comal,PRECINCT 403,Railroad Commissioner,,Dale Henry,DEM,423,135,262,26
Comal,PRECINCT 404,Railroad Commissioner,,Dale Henry,DEM,571,162,386,23
Comal,PRECINCT 405,Railroad Commissioner,,Dale Henry,DEM,367,102,240,25
Comal,PRECINCT 406,Railroad Commissioner,,Dale Henry,DEM,468,161,275,32
Comal,PRECINCT 101,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,54,12,41,1
Comal,PRECINCT 102,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,47,13,30,4
Comal,PRECINCT 103,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,57,29,27,1
Comal,PRECINCT 104,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,45,18,20,7
Comal,PRECINCT 105,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,76,32,39,5
Comal,PRECINCT 106,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,78,23,53,2
Comal,PRECINCT 201,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,37,16,21,0
Comal,PRECINCT 202,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,16,10,4,2
Comal,PRECINCT 203,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,49,18,30,1
Comal,PRECINCT 204,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,59,23,31,5
Comal,PRECINCT 205,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,81,18,58,5
Comal,PRECINCT 206,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,60,22,35,3
Comal,PRECINCT 301,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,29,14,15,0
Comal,PRECINCT 302,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,79,36,36,7
Comal,PRECINCT 303,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,16,8,7,1
Comal,PRECINCT 304,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,35,17,17,1
Comal,PRECINCT 305,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,19,11,8,0
