county,precinct,office,district,candidate,party,early_voting,election_day,votes
Foard,101,Registration,,Registered,,,,206
Foard,201,Registration,,Registered,,,,282
Foard,301,Registration,,Registered,,,,280
Foard,401,Registration,,Registered,,,,302
Foard,101,Registration,,Ballots Cast,,46,45,91
Foard,201,Registration,,Ballots Cast,,71,80,151
Foard,301,Registration,,Ballots Cast,,69,76,145
Foard,401,Registration,,Ballots Cast,,63,60,123
Foard,101,Straight Party,,Republican Party,REP,12,13,25
Foard,201,Straight Party,,Republican Party,REP,19,33,52
Foard,301,Straight Party,,Republican Party,REP,30,34,64
Foard,401,Straight Party,,Republican Party,REP,25,20,45
Foard,101,Straight Party,,Democratic Party,DEM,7,11,18
Foard,201,Straight Party,,Democratic Party,DEM,12,15,27
Foard,301,Straight Party,,Democratic Party,DEM,24,11,35
Foard,401,Straight Party,,Democratic Party,DEM,11,18,29
Foard,101,Straight Party,,Libertarian Party,LIB,0,1,1
Foard,201,Straight Party,,Libertarian Party,LIB,0,0,0
Foard,301,Straight Party,,Libertarian Party,LIB,0,0,0
Foard,401,Straight Party,,Libertarian Party,LIB,0,0,0
Foard,101,Straight Party,,Green Party,GRN,0,0,0
Foard,201,Straight Party,,Green Party,GRN,1,0,1
Foard,301,Straight Party,,Green Party,GRN,0,0,0
Foard,401,Straight Party,,Green Party,GRN,0,0,0
Foard,101,Straight Party,,overvotes,,0,0,0
Foard,201,Straight Party,,overvotes,,0,0,0
Foard,301,Straight Party,,overvotes,,0,0,0
Foard,401,Straight Party,,overvotes,,0,0,0
Foard,101,Straight Party,,undervotes,,26,20,46
Foard,201,Straight Party,,undervotes,,35,32,67
Foard,301,Straight Party,,undervotes,,14,31,45
Foard,401,Straight Party,,undervotes,,27,22,49
Foard,101,President,,Mitt Romney,REP,35,29,64
Foard,201,President,,Mitt Romney,REP,53,53,106
Foard,301,President,,Mitt Romney,REP,43,55,98
Foard,401,President,,Mitt Romney,REP,45,35,80
Foard,101,President,,Barack Obama,DEM,10,14,24
Foard,201,President,,Barack Obama,DEM,15,21,36
Foard,301,President,,Barack Obama,DEM,26,19,45
Foard,401,President,,Barack Obama,DEM,12,23,35
Foard,101,President,,Gary Johnson,LIB,0,0,0
Foard,201,President,,Gary Johnson,LIB,0,1,1
Foard,301,President,,Gary Johnson,LIB,0,1,1
Foard,401,President,,Gary Johnson,LIB,1,0,1
Foard,101,President,,Jill Stein,GRN,1,0,1
Foard,201,President,,Jill Stein,GRN,1,1,2
Foard,301,President,,Jill Stein,GRN,0,0,0
Foard,401,President,,Jill Stein,GRN,1,0,1
Foard,101,President,,overvotes,,0,0,0
Foard,201,President,,overvotes,,0,0,0
Foard,301,President,,overvotes,,0,0,0
Foard,401,President,,overvotes,,0,0,0
Foard,101,President,,undervotes,,0,2,2
Foard,201,President,,undervotes,,2,4,6
Foard,301,President,,undervotes,,0,1,1
Foard,401,President,,undervotes,,4,2,6
Foard,101,U.S. Senate,,Ted Cruz,REP,27,23,50
Foard,201,U.S. Senate,,Ted Cruz,REP,39,47,86
Foard,301,U.S. Senate,,Ted Cruz,REP,34,51,85
Foard,401,U.S. Senate,,Ted Cruz,REP,35,31,66
Foard,101,U.S. Senate,,Paul Sadler,DEM,10,15,25
Foard,201,U.S. Senate,,Paul Sadler,DEM,19,26,45
Foard,301,U.S. Senate,,Paul Sadler,DEM,31,17,48
Foard,401,U.S. Senate,,Paul Sadler,DEM,22,22,44
Foard,101,U.S. Senate,,John Myers,LBT,0,2,2
Foard,201,U.S. Senate,,John Myers,LBT,3,2,5
Foard,301,U.S. Senate,,John Myers,LBT,1,2,3
Foard,401,U.S. Senate,,John Myers,LBT,0,1,1
Foard,101,U.S. Senate,,David Collins,GRN,0,0,0
Foard,201,U.S. Senate,,David Collins,GRN,2,0,2
