county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional
Ellis,101,Registered Voters,,,,0,0,0,0
Ellis,102,Registered Voters,,,,0,0,0,0
Ellis,103,Registered Voters,,,,0,0,0,0
Ellis,104,Registered Voters,,,,0,0,0,0
Ellis,105,Registered Voters,,,,0,0,0,0
Ellis,106,Registered Voters,,,,0,0,0,0
Ellis,107,Registered Voters,,,,0,0,0,0
Ellis,108,Registered Voters,,,,0,0,0,0
Ellis,109,Registered Voters,,,,0,0,0,0
Ellis,110,Registered Voters,,,,0,0,0,0
Ellis,111,Registered Voters,,,,0,0,0,0
Ellis,112,Registered Voters,,,,0,0,0,0
Ellis,113,Registered Voters,,,,0,0,0,0
Ellis,114,Registered Voters,,,,0,0,0,0
Ellis,115,Registered Voters,,,,0,0,0,0
Ellis,116,Registered Voters,,,,0,0,0,0
Ellis,117,Registered Voters,,,,0,0,0,0
Ellis,118,Registered Voters,,,,0,0,0,0
Ellis,119,Registered Voters,,,,0,0,0,0
Ellis,120,Registered Voters,,,,0,0,0,0
Ellis,121,Registered Voters,,,,0,0,0,0
Ellis,122,Registered Voters,,,,0,0,0,0
Ellis,123,Registered Voters,,,,0,0,0,0
Ellis,124,Registered Voters,,,,0,0,0,0
Ellis,125,Registered Voters,,,,0,0,0,0
Ellis,126,Registered Voters,,,,0,0,0,0
Ellis,127,Registered Voters,,,,0,0,0,0
Ellis,128,Registered Voters,,,,0,0,0,0
Ellis,129,Registered Voters,,,,0,0,0,0
Ellis,130,Registered Voters,,,,0,0,0,0
Ellis,131,Registered Voters,,,,0,0,0,0
Ellis,132,Registered Voters,,,,0,0,0,0
Ellis,133,Registered Voters,,,,0,0,0,0
Ellis,134,Registered Voters,,,,0,0,0,0
Ellis,135,Registered Voters,,,,0,0,0,0
Ellis,136,Registered Voters,,,,0,0,0,0
Ellis,137,Registered Voters,,,,0,0,0,0
Ellis,138,Registered Voters,,,,0,0,0,0
Ellis,139,Registered Voters,,,,0,0,0,0
Ellis,140,Registered Voters,,,,0,0,0,0
Ellis,141,Registered Voters,,,,0,0,0,0
Ellis,142,Registered Voters,,,,0,0,0,0
Ellis,143,Registered Voters,,,,0,0,0,0
Ellis,144,Registered Voters,,,,0,0,0,0
Ellis,145,Registered Voters,,,,0,0,0,0
Ellis,146,Registered Voters,,,,0,0,0,0
Ellis,147,Registered Voters,,,,0,0,0,0
Ellis,148,Registered Voters,,,,0,0,0,0
Ellis,149,Registered Voters,,,,0,0,0,0
Ellis,101,Ballots Cast,,,,1813,1324,489,0
Ellis,102,Ballots Cast,,,,1991,1341,650,0
